method,FES_RMSE_kBT_mean,FES_RMSE_kBT_std,FES_outside_mass_mean,FES_outside_mass_std,MMD_mean,MMD_std,TV_mean,TV_std,V_evals_per_step,W2_mean,W2_std,basin_KL_target_mean,basin_KL_target_std,basin_map_outside_mass_mean,basin_map_outside_mass_std,grad_evals_per_step,jump_applied_rate_per_particle_time_cumulative,jump_boundary_applied_count_cumulative,jump_boundary_clip_count_cumulative,jump_boundary_clip_fraction_per_applied_jump_cumulative,jump_cap_excess_count_cumulative,jump_cap_hit_count_cumulative,jump_cap_hit_fraction_cumulative,jump_cap_k,jump_count_applied_cumulative,jump_count_cumulative,jump_count_mean,jump_rate_per_particle_time_cumulative,m_clip_fraction,nonfinite_count,nonfinite_count_mean,nonfinite_count_std,nonfinite_frac,nonfinite_proposal_count_cumulative,nonfinite_proposal_fraction_cumulative,score_clip_count_cumulative,score_clip_fraction_cumulative,score_quad_evals_per_step,state_box_clip_count_cumulative,state_box_clip_fraction_cumulative,time_to_threshold_TV,wallclock_mean_s,wallclock_std_s
CP,2.2766569548512527,0.02869757032306052,0.221875,0.014202699273964321,0.12420253217954219,0.010761871723172714,0.0742227179803567,0.015266702918316642,0.0,0.44509429923080956,0.027651952215705322,0.015769431571936287,0.007420695534318863,0.0,0.0,16000.0,1.00059625,1600954,2649,0.0016546384218409772,0,0,0.0,8,1600954,1600954,0.0020122126436781557,1.00059625,,0,0.0,0.0,0.0,0,0.0,,,0.0,2594,3.2425e-06,3.948,673.0243494579918,0.0
LSC-CP-RA-8,1.3619617711228629,0.0714809388562992,0.0043125,0.0020238165265985286,0.03225126837482434,0.010284468310728823,0.04401227688026073,0.01213183411366806,0.0,0.1671584709666936,0.034287209757485754,0.005328415643112452,0.002600006810962656,0.0,0.0,16000.0,0.998720625,1597953,181,0.00011326991469711562,,,,,1597953,1597953,0.001977165435139572,0.998720625,0.0008110119047619009,0,0.0,0.0,0.0,0,0.0,654718,0.0008183975,4096000.0,137,1.7125e-07,3.684,1591.5217126501957,0.0
