method,variant_label,variant_hash,metric_definition_hash,tame,seed,step,t,n_fee,n_fee_per_particle,n_force_per_particle,n_extra_potential_equivalent_per_particle,phase_weight_JS,order_parameter_SW2,order_parameter_MMD2_biased,energy_per_site_MAE,susceptibility_relative_frobenius,order_parameter_MMD2_unbiased,phase_weight_TV,max_phase_mass_error,phase_outside_mass,energy_per_site_variance_error,coherence_mean_error,correlation_relative_L2,kink_density_error,heat_capacity_error,binder_cumulant_error,order_parameter_mean_error,marginal_KS_mx,marginal_KS_my,marginal_KS_m_norm,marginal_W1_mx,marginal_W1_my,marginal_W1_m_norm,energy_per_site_KS,energy_per_site_W1,energy_per_site_MMD2_biased,energy_per_site_MMD2_unbiased,coherence_KS,coherence_W1,kink_density_KS,kink_density_W1,kink_zero_probability,kink_zero_probability_reference,kink_zero_probability_error,kink_high_tail_threshold,kink_high_tail_probability,kink_high_tail_probability_reference,kink_high_tail_probability_error,connected_correlation_relative_L2,energy_per_site_mean,energy_per_site_variance,coherence_mean,kink_density_mean,heat_capacity_per_site,heat_capacity_per_site_reference,binder_cumulant,binder_cumulant_reference,phase_occupancy_0,phase_count_0,phase_occupancy_1,phase_count_1,phase_occupancy_2,phase_count_2,phase_occupancy_3,phase_count_3,phase_outside_count,susceptibility_00,susceptibility_01,susceptibility_10,susceptibility_11,correlation_r0,connected_correlation_r0,correlation_r1,connected_correlation_r1,correlation_r2,connected_correlation_r2,correlation_r3,connected_correlation_r3,correlation_r4,connected_correlation_r4,correlation_r5,connected_correlation_r5,correlation_r6,connected_correlation_r6,tamed,tame_cap,boundary_rule,alpha,boundary_reject_fraction_cumulative,nonfinite_proposal_fraction_cumulative
FLA,"FLA alpha=1.8, canonical",81eb2a78a7c6aa6642fc9c734e0c2144,6301bacd8069f5c726e241e2afe2fb0c,False,0,0,0.0,0.0,0.0,0.0,0.0,0.3252121593263408,1.2814339374395602,0.3011163551277184,0.023783383638375205,0.9997771272207036,0.30024706800354317,0.676619318181681,0.676619318181681,0.0,0.0013421683472900528,0.0025670882499054604,0.05409964789903145,5.823863636363635e-05,1.0307852907187598,0.017939914733729467,1.2811743617553482,0.715,0.71,0.535,1.0053691478063598,0.8691981432299203,0.1048119041264319,0.21000000000000008,0.022101458476766127,0.04687800939456643,0.04438374016732094,0.34500000000000003,0.0024927566998704078,0.0,0.0,1.0,0.9997244318181817,0.00027556818181828646,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9996141647365684,0.14943001074801732,0.002668605994477253,0.010045276779639708,0.0,2.049489403758529,1.0187041130397694,0.499798619191118,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.020223627448745094,-0.0009910094873444122,-0.0009910094873444122,0.020653754391516198,2.013130401089754,0.004977210012409916,2.0081077626999346,-4.542837740961758e-05,2.0082018381502755,4.8647072931284896e-05,2.00819046256305,3.727148570575878e-05,2.008189110997498,3.591992015383738e-05,2.008093979797924,-5.921127942043469e-05,2.0082384819692134,8.529089186914973e-05,False,nan,reject,1.8,,
FLA,"FLA alpha=1.8, canonical",81eb2a78a7c6aa6642fc9c734e0c2144,6301bacd8069f5c726e241e2afe2fb0c,False,1,0,0.0,0.0,0.0,0.0,0.0,0.3252121593263408,1.2821241300411614,0.30140851544365244,0.023404651487697742,0.9997899850067152,0.3005392462040618,0.676619318181681,0.676619318181681,0.0,0.0015703872309782653,0.002541373470460435,0.05527348144739254,5.823863636363635e-05,1.2060573933913072,0.017938199095440588,1.282000445728659,0.7150000000000001,0.7075,0.545,1.0064714036173137,0.8695464503501593,0.10474091646270928,0.23249999999999993,0.0220689244021814,0.04558688752215112,0.04308450580215328,0.3425,0.002467041920425382,0.0,0.0,1.0,0.9997244318181817,0.00027556818181828646,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9996311631508984,0.14905127859733985,0.0028968248781654654,0.010019562000194682,0.0,2.2247615064310766,1.0187041130397694,0.49979690355282913,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.018315408286637,0.0005073137737410876,0.0005073137737410876,0.01994306271594786,2.015417186381501,0.0049931164910845816,2.010407405381404,-1.666450901272043e-05,2.0104132665944268,-1.0803295989791906e-05,2.0103794162522735,-4.465363814309953e-05,2.0104149705048098,-9.09938560678114e-06,2.0104206532662228,-3.4166241937860775e-06,2.0103705814083552,-5.3488482061325726e-05,False,nan,reject,1.8,,
FLA,"FLA alpha=1.8, canonical",81eb2a78a7c6aa6642fc9c734e0c2144,6301bacd8069f5c726e241e2afe2fb0c,False,2,0,0.0,0.0,0.0,0.0,0.0,0.3252121593263408,1.2824963971327894,0.3014656338726557,0.024446397945238535,0.9997999513801763,0.3005963771517247,0.676619318181681,0.676619318181681,0.0,0.0016294869298399018,0.002611055944799376,0.05562082164509327,5.823863636363635e-05,1.251445962117044,0.01794710674944522,1.2822199545650943,0.7224999999999999,0.7150000000000001,0.5475,1.005945583866642,0.8700801721346346,0.10513217747169304,0.19750000000000006,0.022861073819205654,0.04597578770234256,0.04344324318515291,0.345,0.0025367243947643225,0.0,0.0,1.0,0.9997244318181817,0.00027556818181828646,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9996410545080932,0.15009302505488065,0.002955924577027102,0.010089244474533623,0.0,2.2701500751568133,1.0187041130397694,0.49980581120683376,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.018175771025445056,0.0005409712612693628,0.0005409712612693628,0.01824958590357722,2.016089460887365,0.004984145314066435,2.0110448386500983,-6.0476923200436516e-05,2.0111207758320857,1.5460258786959002e-05,2.0111573813310675,5.2065757768726684e-05,2.0109646976006164,-0.00014061797268238863,2.011056404011426,-4.891156187269985e-05,2.011027917833731,-7.739773956760843e-05,False,nan,reject,1.8,,
FLA,"FLA alpha=1.8, canonical",81eb2a78a7c6aa6642fc9c734e0c2144,6301bacd8069f5c726e241e2afe2fb0c,False,3,0,0.0,0.0,0.0,0.0,0.0,0.3252121593263408,1.2823060592969615,0.3014817762941874,0.017386564574831426,0.9997892232763933,0.3006125074391557,0.676619318181681,0.676619318181681,0.0,0.0015340490963023157,0.0021434100187965,0.05576246720309442,5.823863636363635e-05,1.1781497059601784,0.017928533765502075,1.2823021362536358,0.7150000000000001,0.715,0.535,1.0055866657991401,0.8702586389640368,0.10469999012202691,0.1975,0.016902302198409446,0.03368440726478661,0.031158299902710573,0.2925,0.0020700137743148743,0.0,0.0,1.0,0.9997244318181817,0.00027556818181828646,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9996354611879841,0.14303319168447354,0.002860486743489516,0.009621598548530747,0.0,2.196853818999948,1.0187041130397694,0.4997872382228906,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.020057819917780963,0.0014760133843501723,0.0014760133843501723,0.01814428084167355,2.0162177251370275,0.00485368753475468,2.0114069258627625,4.2888260489704066e-05,2.0113750768794114,1.1039277138635839e-05,2.011292583267427,-7.145433484589958e-05,2.011302828986309,-6.120861596370375e-05,2.011407693591541,4.365598926803216e-05,2.0113438333537954,-2.0204248477373454e-05,False,nan,reject,1.8,,
FLA,"FLA alpha=1.8, canonical",81eb2a78a7c6aa6642fc9c734e0c2144,6301bacd8069f5c726e241e2afe2fb0c,False,0,42,0.021,67200.0,42.0,42.0,0.0,0.3252121593263408,1.2489601968834734,0.2987116002475456,0.06459553520083791,0.9960290162685551,0.2978376737445674,0.676619318181681,0.676619318181681,0.0,1.6719367739169562,0.005033296926321536,0.05132995002789447,0.0011917613636363636,1284.0474423682224,0.01437612631752827,1.276797971980476,0.5975,0.56,0.29,0.9828800226788318,0.845221647054741,0.07305923191494584,0.39749999999999996,0.12259772330465381,0.21423269912948895,0.21190455428257338,0.28750000000000003,0.0075345843937609175,0.007499999999999951,0.00125,0.9925,0.9997244318181817,0.007224431818181665,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9957876634851669,0.19024216231048002,1.6732632115641433,0.012511485456055783,0.00125,1285.0661464812622,1.0187041130397694,0.4962348307749168,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.34819108197584026,0.01572586327536467,0.01572586327536467,0.37405299947132387,2.0135615319671536,0.017863493114119056,2.0073057892391257,0.011607750386091187,2.004147076768748,0.008449037915713387,2.001845587988858,0.0061475491358233825,2.000318732952269,0.004620694099234601,1.9993445704644603,0.0036465316114258073,1.99894622834778,0.0032481894947453682,False,nan,reject,1.8,4.464285714285714e-05,0.0
FLA,"FLA alpha=1.8, canonical",81eb2a78a7c6aa6642fc9c734e0c2144,6301bacd8069f5c726e241e2afe2fb0c,False,1,42,0.021,67200.0,42.0,42.0,0.0,0.3252121593263408,1.2518793627366291,0.30034974412675297,0.00633332126973743,0.9962506664318698,0.2994761012841175,0.676619318181681,0.676619318181681,0.0,0.12963093885422117,0.001157954109710496,0.05857980093898329,5.823863636363635e-05,99.55656104004188,0.01448529446891944,1.2818290796682603,0.5875,0.5825,0.3075,0.9836048974167514,0.8499176618809954,0.07350238717568125,0.41500000000000004,0.06246790688974284,0.2161875436350319,0.2138483968844369,0.30750000000000005,0.0035844892236801523,0.0,0.0,1.0,0.9997244318181817,0.00027556818181828646,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9960856034151887,0.13197994837937954,0.13095737650140837,0.008636142639444743,0.0,100.57526515308166,1.0187041130397694,0.496343998926308,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.3931367364165766,0.020442260054445584,0.020442260054445584,0.2871793550649562,2.024890048022825,0.014808846943615173,2.0205719767031023,0.010490775623892556,2.018117873685072,0.008036672605862272,2.0161379317018167,0.006056730622606921,2.0147646241069683,0.004683423027758593,2.0139921940019865,0.003910992922776746,2.0137420771864014,0.0036608761071916796,False,nan,reject,1.8,4.464285714285714e-05,0.0
FLA,"FLA alpha=1.8, canonical",81eb2a78a7c6aa6642fc9c734e0c2144,6301bacd8069f5c726e241e2afe2fb0c,False,2,42,0.021,67200.0,42.0,42.0,0.0,0.3252121593263408,1.2509449543622284,0.29970069774796604,0.0037769282342884347,0.9962827590336489,0.29882706476768317,0.676619318181681,0.676619318181681,0.0,0.04027695494072215,0.0009837319473480878,0.05532717912112751,0.0003584280303030303,30.932701394474613,0.014710099014417444,1.2796765613454315,0.6025,0.5625,0.3175,0.9854724295761238,0.8454229296175169,0.07407214581766804,0.3975,0.059761138600593997,0.21538147587438616,0.21297829279107333,0.28,0.0033743176226080462,0.0024999999999999467,0.00041666666666666664,0.9975,0.9997244318181817,0.0022244318181816602,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9960897186055122,0.12942355534393055,0.04160339258790935,0.008461920477082335,0.00041666666666666664,31.951405507514384,1.0187041130397694,0.496568803471806,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.3088200592752617,0.0009486845187801855,0.0009486845187801855,0.3700057768828734,2.019728494095941,0.01583887530544459,2.0154975338573995,0.011607915066903285,2.012255242467278,0.00836562367678173,2.009754156180019,0.005864537389522972,2.00802567250522,0.0041360537147236975,2.00696245254753,0.0030728337570335995,2.0065979127210882,0.0027082939305920206,False,nan,reject,1.8,4.464285714285714e-05,0.0
FLA,"FLA alpha=1.8, canonical",81eb2a78a7c6aa6642fc9c734e0c2144,6301bacd8069f5c726e241e2afe2fb0c,False,3,42,0.021,67200.0,42.0,42.0,0.0,0.3252121593263408,1.2490858964055143,0.299818924873301,0.005144292942576484,0.9955982294557466,0.29894445370150136,0.676619318181681,0.676619318181681,0.0,0.055070234525704295,0.0010729037299285872,0.05733329884025278,5.823863636363635e-05,42.2939401157409,0.014249499086647965,1.280579106906653,0.6075,0.575,0.3125,0.9835796014871078,0.8467435739440436,0.07186785381160095,0.3975000000000001,0.06290456455411517,0.2155932482798929,0.213213338590292,0.3075,0.0036038223874834264,0.0,0.0,1.0,0.9997244318181817,0.00027556818181828646,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9954051008382179,0.1307909200522186,0.056396672172891495,0.008551092259662834,0.0,43.31264422878067,1.0187041130397694,0.4961082035440365,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.4570938086577299,-0.002033252997811598,-0.002033252997811598,0.3464934037158173,2.022961043377494,0.016538333904845715,2.018685497247662,0.012262787775013884,2.015926970423134,0.009504260950485843,2.0137373338230056,0.007314624350357235,2.012172486276625,0.005749776803976481,2.0111563120555145,0.004733602582866148,2.010951551185227,0.004528841712578835,False,nan,reject,1.8,4.464285714285714e-05,0.0
FLA,"FLA alpha=1.8, canonical",81eb2a78a7c6aa6642fc9c734e0c2144,6301bacd8069f5c726e241e2afe2fb0c,False,0,83,0.0415,132800.0,83.0,83.0,0.0,0.3252121593263408,1.2358826928442792,0.29726484303235723,0.011192647379494242,0.9938887157776287,0.2963882553043825,0.676619318181681,0.676619318181681,0.0,0.04947814391832138,0.0013772142177563207,0.049338948673204486,0.0003584280303030303,37.99921452927082,0.012388398436106063,1.2740686468889528,0.56,0.4975,0.24,0.975736261617424,0.8390140722507199,0.06091895082263921,0.37250000000000005,0.0657326680439241,0.18960691923074857,0.18723591436337644,0.285,0.0038423673918849583,0.0024999999999999467,0.00041666666666666664,0.9975,0.9997244318181817,0.0022244318181816602,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.993696482597757,0.13683927448913635,0.05080458156550858,0.008855402747490568,0.00041666666666666664,39.01791864231059,1.0187041130397694,0.4942471028934946,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.5392656272709443,0.01433110700892519,0.01433110700892519,0.5740683420315483,2.008258938506502,0.020295330553965485,2.003831237132757,0.015867629180220444,2.0008517148826304,0.012888106930093901,1.9984408019847753,0.01047719403223879,1.9966492153061248,0.008685607353588365,1.9956738864996977,0.00771027854716122,1.9952294746093717,0.0072658666568352626,False,nan,reject,1.8,9.036144578313253e-05,0.0
FLA,"FLA alpha=1.8, canonical",81eb2a78a7c6aa6642fc9c734e0c2144,6301bacd8069f5c726e241e2afe2fb0c,False,1,83,0.0415,132800.0,83.0,83.0,0.0,0.3252121593263408,1.2369667452779796,0.2984138364942073,0.006560036719903961,0.993562429856089,0.2975368695996613,0.676619318181681,0.676619318181681,0.0,0.03482379391309436,0.0010768050821009225,0.0555574436846912,0.0003584280303030303,26.74467372525648,0.011819312367297052,1.2780225374038927,0.5599999999999999,0.525,0.245,0.9754813490361137,0.8405125634884348,0.059690357483304785,0.395,0.06038656613601177,0.2107877339699047,0.20838393030328178,0.29250000000000004,0.0035750013923200076,0.0024999999999999467,0.00041666666666666664,0.9975,0.9997244318181817,0.0022244318181816602,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.993385322500453,0.13220666382954607,0.03615023156028156,0.00855499361183517,0.00041666666666666664,27.76337783829625,1.0187041130397694,0.4936780168246856,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.6210024164191545,0.030135027917300355,0.030135027917300355,0.5484855983939393,2.0203108238392673,0.021083423999016082,2.0160333270333495,0.016805927193098258,2.012775512576492,0.01354811273624068,2.010181675870409,0.010954276030157972,2.0083829522076666,0.009155552367415387,2.0072857601074943,0.008058360267243048,2.006920055499932,0.007692655659680581,False,nan,reject,1.8,9.036144578313253e-05,0.0
FLA,"FLA alpha=1.8, canonical",81eb2a78a7c6aa6642fc9c734e0c2144,6301bacd8069f5c726e241e2afe2fb0c,False,2,83,0.0415,132800.0,83.0,83.0,0.0,0.3252121593263408,1.2355081504058385,0.2979805714631687,0.0026238184273836285,0.9933304123563224,0.2971032567092915,0.676619318181681,0.676619318181681,0.0,0.04927782203387227,0.0004636568763445254,0.05376099805394171,0.000775094696969697,37.84536732201391,0.011989137621691959,1.2766828015594005,0.5575000000000001,0.49750000000000005,0.24750000000000003,0.9775846832384814,0.8376530110919979,0.0595900399463041,0.3925,0.052365787523284746,0.2086995517219961,0.2063119749108005,0.3075,0.003062250016938873,0.0050000000000000044,0.0008333333333333333,0.995,0.9997244318181817,0.004724431818181718,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9931141655004626,0.12302280868225848,0.05060425968105947,0.007941845406078772,0.0008333333333333333,38.864071435053674,1.0187041130397694,0.4938478420790805,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.557660799376571,-0.014623183010680638,-0.014623183010680638,0.6633578713639747,2.016216221454589,0.020922541467663702,2.0122452987515493,0.016951618764624143,2.0092626996532217,0.01396901966629649,2.0068580434591157,0.011564363472190475,2.0052153959704246,0.009921715983499446,2.004255074136936,0.008961394150010626,2.0038806799539857,0.008586999967060471,False,nan,reject,1.8,9.036144578313253e-05,0.0
FLA,"FLA alpha=1.8, canonical",81eb2a78a7c6aa6642fc9c734e0c2144,6301bacd8069f5c726e241e2afe2fb0c,False,3,83,0.0415,132800.0,83.0,83.0,0.0,0.3252121593263408,1.2344997113258542,0.2970934326424517,0.025770362952418885,0.9933175177339526,0.2962161099622289,0.676619318181681,0.676619318181681,0.0,0.23445420824425406,0.002338856685496343,0.04938374677092735,0.000775094696969697,180.06083193158705,0.012164187116861847,1.2737702580270434,0.56,0.5125,0.23500000000000001,0.9754553640271223,0.835078175621604,0.05918955714165474,0.41000000000000003,0.07960636091376913,0.2066284839351139,0.2042980467366443,0.3275,0.004825124068541649,0.0050000000000000044,0.0008333333333333333,0.995,0.9997244318181817,0.004724431818181718,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9930703385501904,0.151416990062061,0.23578064589144127,0.00981704521523059,0.0008333333333333333,181.07953604462682,1.0187041130397694,0.4940228915742504,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.6584821990607974,-0.01671297507637399,-0.01671297507637399,0.5643391791381447,2.0088401493543797,0.02197304069370598,2.003931626746764,0.01706451808609022,2.0007380413064038,0.013870932645730027,1.9983026730030349,0.011435564342361149,1.996663300127269,0.009796191466595161,1.9957136293677105,0.008846520707036731,1.995337154065519,0.008470045404845195,False,nan,reject,1.8,9.036144578313253e-05,0.0
