step,t,n_potential_only,n_potential_baseline,n_force_only,n_value_and_force,n_structured_extra_chord_units,n_structured_extra_particle_calls,n_force,n_extra_potential,n_extra_potential_equivalent,rho,n_fee,fee_calibration_hash,fee_cost_unit,n_force_per_particle,n_extra_potential_equivalent_per_particle,n_fee_per_particle
0,0.0,0,0,0,0,0,0,0,0,0.0,0.8345679289892053,0.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,0.0,0.0,0.0
4,0.02,16384000,0,32000,0,0,0,32000,16384000,16384000.0,0.8345679289892053,13705560.948559139,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,4.0,2048.0,1713.1951185698924
8,0.04,32768000,0,64000,0,0,0,64000,32768000,32768000.0,0.8345679289892053,27411121.897118278,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,8.0,4096.0,3426.390237139785
12,0.06,49152000,0,96000,0,0,0,96000,49152000,49152000.0,0.8345679289892053,41116682.84567742,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,12.0,6144.0,5139.585355709678
17,0.085,69632000,0,136000,0,0,0,136000,69632000,69632000.0,0.8345679289892053,58248634.03137634,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,17.0,8704.0,7281.079253922043
21,0.105,86016000,0,168000,0,0,0,168000,86016000,86016000.0,0.8345679289892053,71954194.97993548,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,21.0,10752.0,8994.274372491935
25,0.125,102400000,0,200000,0,0,0,200000,102400000,102400000.0,0.8345679289892053,85659755.92849462,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,25.0,12800.0,10707.469491061827
29,0.145,118784000,0,232000,0,0,0,232000,118784000,118784000.0,0.8345679289892053,99365316.87705377,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,29.0,14848.0,12420.664609631722
33,0.165,135168000,0,264000,0,0,0,264000,135168000,135168000.0,0.8345679289892053,113070877.8256129,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,33.0,16896.0,14133.859728201613
38,0.19,155648000,0,304000,0,0,0,304000,155648000,155648000.0,0.8345679289892053,130202829.01131183,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,38.0,19456.0,16275.353626413978
