step,t,n_potential_only,n_potential_baseline,n_force_only,n_value_and_force,n_structured_extra_chord_units,n_structured_extra_particle_calls,n_force,n_extra_potential,n_extra_potential_equivalent,rho,n_fee,fee_calibration_hash,fee_cost_unit,n_force_per_particle,n_extra_potential_equivalent_per_particle,n_fee_per_particle
0,0.0,0,0,0,0,0,0,0,0,0.0,0.8523901073971654,0.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,0.0,0.0,0.0
2,0.02,65536000,0,8000,0,0,0,8000,65536000,65536000.0,0.8523901073971654,55870238.07838063,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,2.0,16384.0,13967.559519595157
4,0.04,131072000,0,16000,0,0,0,16000,131072000,131072000.0,0.8523901073971654,111740476.15676126,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,4.0,32768.0,27935.119039190315
6,0.06,196608000,0,24000,0,0,0,24000,196608000,196608000.0,0.8523901073971654,167610714.23514187,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,6.0,49152.0,41902.67855878547
8,0.08,262144000,0,32000,0,0,0,32000,262144000,262144000.0,0.8523901073971654,223480952.31352252,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,8.0,65536.0,55870.23807838063
10,0.1,327680000,0,40000,0,0,0,40000,327680000,327680000.0,0.8523901073971654,279351190.39190316,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,10.0,81920.0,69837.79759797579
13,0.13,425984000,0,52000,0,0,0,52000,425984000,425984000.0,0.8523901073971654,363156547.5094741,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,13.0,106496.0,90789.13687736852
15,0.15,491520000,0,60000,0,0,0,60000,491520000,491520000.0,0.8523901073971654,419026785.58785474,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,15.0,122880.0,104756.69639696369
17,0.17,557056000,0,68000,0,0,0,68000,557056000,557056000.0,0.8523901073971654,474897023.6662353,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,17.0,139264.0,118724.25591655883
19,0.19,622592000,0,76000,0,0,0,76000,622592000,622592000.0,0.8523901073971654,530767261.744616,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,19.0,155648.0,132691.815436154
21,0.21,688128000,0,84000,0,0,0,84000,688128000,688128000.0,0.8523901073971654,586637499.8229966,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,21.0,172032.0,146659.37495574917
23,0.23,753664000,0,92000,0,0,0,92000,753664000,753664000.0,0.8523901073971654,642507737.9013772,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,23.0,188416.0,160626.93447534431
25,0.25,819200000,0,100000,0,0,0,100000,819200000,819200000.0,0.8523901073971654,698377975.9797579,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,25.0,204800.0,174594.4939949395
27,0.27,884736000,0,108000,0,0,0,108000,884736000,884736000.0,0.8523901073971654,754248214.0581385,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,27.0,221184.0,188562.05351453464
29,0.29,950272000,0,116000,0,0,0,116000,950272000,950272000.0,0.8523901073971654,810118452.1365191,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,29.0,237568.0,202529.61303412978
31,0.31,1015808000,0,124000,0,0,0,124000,1015808000,1015808000.0,0.8523901073971654,865988690.2148998,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,31.0,253952.0,216497.17255372496
33,0.33,1081344000,0,132000,0,0,0,132000,1081344000,1081344000.0,0.8523901073971654,921858928.2932804,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,33.0,270336.0,230464.7320733201
35,0.35000000000000003,1146880000,0,140000,0,0,0,140000,1146880000,1146880000.0,0.8523901073971654,977729166.3716611,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,35.0,286720.0,244432.29159291528
38,0.38,1245184000,0,152000,0,0,0,152000,1245184000,1245184000.0,0.8523901073971654,1061534523.489232,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,38.0,311296.0,265383.630872308
40,0.4,1310720000,0,160000,0,0,0,160000,1310720000,1310720000.0,0.8523901073971654,1117404761.5676126,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,40.0,327680.0,279351.19039190316
42,0.42,1376256000,0,168000,0,0,0,168000,1376256000,1376256000.0,0.8523901073971654,1173274999.6459932,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,42.0,344064.0,293318.74991149834
44,0.44,1441792000,0,176000,0,0,0,176000,1441792000,1441792000.0,0.8523901073971654,1229145237.7243738,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,44.0,360448.0,307286.30943109345
46,0.46,1507328000,0,184000,0,0,0,184000,1507328000,1507328000.0,0.8523901073971654,1285015475.8027544,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,46.0,376832.0,321253.86895068863
48,0.48,1572864000,0,192000,0,0,0,192000,1572864000,1572864000.0,0.8523901073971654,1340885713.881135,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,48.0,393216.0,335221.42847028375
50,0.5,1638400000,0,200000,0,0,0,200000,1638400000,1638400000.0,0.8523901073971654,1396755951.9595158,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,50.0,409600.0,349188.987989879
52,0.52,1703936000,0,208000,0,0,0,208000,1703936000,1703936000.0,0.8523901073971654,1452626190.0378964,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,52.0,425984.0,363156.5475094741
54,0.54,1769472000,0,216000,0,0,0,216000,1769472000,1769472000.0,0.8523901073971654,1508496428.116277,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,54.0,442368.0,377124.1070290693
56,0.56,1835008000,0,224000,0,0,0,224000,1835008000,1835008000.0,0.8523901073971654,1564366666.1946576,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,56.0,458752.0,391091.6665486644
58,0.58,1900544000,0,232000,0,0,0,232000,1900544000,1900544000.0,0.8523901073971654,1620236904.2730381,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,58.0,475136.0,405059.22606825957
60,0.6,1966080000,0,240000,0,0,0,240000,1966080000,1966080000.0,0.8523901073971654,1676107142.351419,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,60.0,491520.0,419026.78558785474
63,0.63,2064384000,0,252000,0,0,0,252000,2064384000,2064384000.0,0.8523901073971654,1759912499.4689898,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,63.0,516096.0,439978.1248672475
65,0.65,2129920000,0,260000,0,0,0,260000,2129920000,2129920000.0,0.8523901073971654,1815782737.5473704,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,65.0,532480.0,453945.6843868426
67,0.67,2195456000,0,268000,0,0,0,268000,2195456000,2195456000.0,0.8523901073971654,1871652975.625751,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,67.0,548864.0,467913.24390643777
69,0.6900000000000001,2260992000,0,276000,0,0,0,276000,2260992000,2260992000.0,0.8523901073971654,1927523213.7041316,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,69.0,565248.0,481880.8034260329
71,0.71,2326528000,0,284000,0,0,0,284000,2326528000,2326528000.0,0.8523901073971654,1983393451.7825124,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,71.0,581632.0,495848.3629456281
73,0.73,2392064000,0,292000,0,0,0,292000,2392064000,2392064000.0,0.8523901073971654,2039263689.860893,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,73.0,598016.0,509815.92246522324
75,0.75,2457600000,0,300000,0,0,0,300000,2457600000,2457600000.0,0.8523901073971654,2095133927.9392736,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,75.0,614400.0,523783.4819848184
77,0.77,2523136000,0,308000,0,0,0,308000,2523136000,2523136000.0,0.8523901073971654,2151004166.0176544,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,77.0,630784.0,537751.0415044136
