method,FES_RMSE_kBT_mean,FES_RMSE_kBT_std,FES_outside_mass_mean,FES_outside_mass_std,MMD_mean,MMD_std,TV_mean,TV_std,V_evals_per_step,W2_mean,W2_std,basin_KL_target_mean,basin_KL_target_std,basin_map_outside_mass_mean,basin_map_outside_mass_std,grad_evals_per_step,jump_applied_rate_per_particle_time_cumulative,jump_boundary_applied_count_cumulative,jump_boundary_clip_count_cumulative,jump_boundary_clip_fraction_per_applied_jump_cumulative,jump_cap_excess_count_cumulative,jump_cap_hit_count_cumulative,jump_cap_hit_fraction_cumulative,jump_cap_k,jump_count_applied_cumulative,jump_count_cumulative,jump_count_mean,jump_rate_per_particle_time_cumulative,m_clip_fraction,nonfinite_count,nonfinite_count_mean,nonfinite_count_std,nonfinite_frac,nonfinite_proposal_count_cumulative,nonfinite_proposal_fraction_cumulative,score_clip_count_cumulative,score_clip_fraction_cumulative,score_quad_evals_per_step,state_box_clip_count_cumulative,state_box_clip_fraction_cumulative,time_to_threshold_TV,wallclock_mean_s,wallclock_std_s
CP,2.277181106464271,0.028908481059203305,0.22112500000000002,0.009401241052825601,0.11933355477461083,0.006056421780222388,0.07301725466118118,0.015350493481217834,0.0,0.44591920451070255,0.016467503255661098,0.015263401971907141,0.005987831969128567,0.0,0.0,16000.0,1.000424375,1600679,607,0.0003792140710286072,0,0,0.0,8,1600679,1600679,0.001999897372742198,1.000424375,,0,0.0,0.0,0.0,0,0.0,,,0.0,586,7.325e-07,3.948,709.4236245121574,0.0
LSC-CP-RA-8,1.3886583297268094,0.09675363622019953,0.0053125,0.002574716812907133,0.035412817992793624,0.006710331026463455,0.04805250853984831,0.009240385443290061,0.0,0.18065600092022158,0.020398932477657995,0.006039466869937989,0.002303519536122249,0.0,0.0,16000.0,0.999823125,1599717,82,5.125906644737788e-05,,,,,1599717,1599717,0.0020049774220032837,0.999823125,0.0009251847290640356,0,0.0,0.0,0.0,0,0.0,751461,0.00093932625,4096000.0,58,7.25e-08,3.948,1484.503259139019,0.0
