method,variant_label,variant_hash,metric_definition_hash,tame,seed,step,t,n_fee,n_fee_per_particle,n_force_per_particle,n_extra_potential_equivalent_per_particle,phase_weight_JS,order_parameter_SW2,order_parameter_MMD2_biased,energy_per_site_MAE,susceptibility_relative_frobenius,order_parameter_MMD2_unbiased,phase_weight_TV,max_phase_mass_error,phase_outside_mass,energy_per_site_variance_error,coherence_mean_error,correlation_relative_L2,kink_density_error,heat_capacity_error,binder_cumulant_error,order_parameter_mean_error,marginal_KS_mx,marginal_KS_my,marginal_KS_m_norm,marginal_W1_mx,marginal_W1_my,marginal_W1_m_norm,energy_per_site_KS,energy_per_site_W1,energy_per_site_MMD2_biased,energy_per_site_MMD2_unbiased,coherence_KS,coherence_W1,kink_density_KS,kink_density_W1,kink_zero_probability,kink_zero_probability_reference,kink_zero_probability_error,kink_high_tail_threshold,kink_high_tail_probability,kink_high_tail_probability_reference,kink_high_tail_probability_error,connected_correlation_relative_L2,energy_per_site_mean,energy_per_site_variance,coherence_mean,kink_density_mean,heat_capacity_per_site,heat_capacity_per_site_reference,binder_cumulant,binder_cumulant_reference,phase_occupancy_0,phase_count_0,phase_occupancy_1,phase_count_1,phase_occupancy_2,phase_count_2,phase_occupancy_3,phase_count_3,phase_outside_count,susceptibility_00,susceptibility_01,susceptibility_10,susceptibility_11,correlation_r0,connected_correlation_r0,correlation_r1,connected_correlation_r1,correlation_r2,connected_correlation_r2,correlation_r3,connected_correlation_r3,correlation_r4,connected_correlation_r4,correlation_r5,connected_correlation_r5,correlation_r6,connected_correlation_r6,tamed,tame_cap,boundary_rule,boundary_reject_fraction_cumulative,nonfinite_proposal_fraction_cumulative
ULA,"ULA, tamed",75c33ee3c49d2573587b46fad2b06f1d,6301bacd8069f5c726e241e2afe2fb0c,True,0,0,0.0,0.0,0.0,0.0,0.0,0.3252121593263408,1.2829989854038508,0.3018869667203312,0.019954777971698145,0.9997938256045952,0.3010177028019748,0.676619318181681,0.676619318181681,0.0,0.0013036820798528394,0.0023143304912663027,0.05749112840517722,5.823863636363635e-05,1.001227837326981,0.017938858385139644,1.283489640280781,0.7175,0.71,0.5475000000000001,1.006735658390696,0.8706277789847223,0.1055312496054518,0.1875,0.018187314113804278,0.03256503298857938,0.030085835934742566,0.31999999999999995,0.0022399989412312513,0.0,0.0,1.0,0.9997244318181817,0.00027556818181828646,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9996428623320028,0.14560140508134026,0.0026301197270400395,0.00979251902100055,0.0,2.0199319503667503,1.0187041130397694,0.4997975628425282,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.019068689068252636,0.0008706711107316983,0.0008706711107316983,0.018410793481265182,2.019517426486231,0.004844216627589049,2.014621166975731,-5.20428829107189e-05,2.014607783154061,-6.542670458076216e-05,2.0147300525910765,5.6842732434780885e-05,2.014725194923174,5.198506453218954e-05,2.0146541711826775,-1.903867596420028e-05,2.014557577144426,-0.00011563271421577426,True,1.0,reject,,
ULA,"ULA, tamed",75c33ee3c49d2573587b46fad2b06f1d,6301bacd8069f5c726e241e2afe2fb0c,True,1,0,0.0,0.0,0.0,0.0,0.0,0.3252121593263408,1.282457343305047,0.3017157146987093,0.022578037020181546,0.9997865943205358,0.3008464400910206,0.676619318181681,0.676619318181681,0.0,0.0011876194042054172,0.002485591833933351,0.05674341851085731,5.823863636363635e-05,0.912091702429761,0.0179440207208329,1.2829734598500022,0.72,0.71,0.5425000000000001,1.0062124965018249,0.8703479675041769,0.10532988392084931,0.20750000000000002,0.02095051982175285,0.050074185320847064,0.047619356889303854,0.3475,0.00241141539286805,0.0,0.0,1.0,0.9997244318181817,0.00027556818181828646,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.999624291390226,0.14822466412982366,0.0025140570513926173,0.009963780363667598,0.0,1.9307958154695304,1.0187041130397694,0.49980272517822144,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.019430986105636157,-0.0004331084137237666,-0.0004331084137237666,0.019613624858292367,2.0182256076450997,0.005011636445779288,2.0132437174632662,2.9746263945806817e-05,2.0131828050044303,-3.116619489018646e-05,2.0132573153226625,4.3344123342059504e-05,2.013164385680541,-4.958551877942696e-05,2.013144428772266,-6.954242705425884e-05,2.013225117189978,1.1145990657546179e-05,True,1.0,reject,,
ULA,"ULA, tamed",75c33ee3c49d2573587b46fad2b06f1d,6301bacd8069f5c726e241e2afe2fb0c,True,2,0,0.0,0.0,0.0,0.0,0.0,0.3252121593263408,1.2819730669671119,0.30153239590109493,0.01975135980114287,0.9997753607565257,0.3006631085436332,0.676619318181681,0.676619318181681,0.0,0.0015005300105514548,0.0022998696343190074,0.05588857482120061,5.823863636363635e-05,1.1524070481035171,0.01792356997143274,1.2824012177545905,0.7175,0.7124999999999999,0.5425000000000001,1.0062256822950701,0.8692630238267668,0.10463305439199858,0.1925,0.01811105322273384,0.03631119232156932,0.03378601424946692,0.30500000000000005,0.0022255380842839557,0.0,0.0,1.0,0.9997244318181817,0.00027556818181828646,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9996170424835538,0.14539798691078498,0.002826967657738655,0.009778058164053255,0.0,2.1711111611432865,1.0187041130397694,0.4997822744288213,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.019667462620011827,0.0005984375569062821,0.0005984375569062821,0.021244036409261743,2.01647173838766,0.004902384531641157,2.0115827093056335,1.33554496146715e-05,2.0116153511773773,4.5997321358459686e-05,2.0116024631655938,3.3109309574896884e-05,2.011521254362391,-4.809949362805099e-05,2.0115844309385897,1.5077082570869038e-05,2.0116492425206065,7.98886645876351e-05,True,1.0,reject,,
ULA,"ULA, tamed",75c33ee3c49d2573587b46fad2b06f1d,6301bacd8069f5c726e241e2afe2fb0c,True,3,0,0.0,0.0,0.0,0.0,0.0,0.3252121593263408,1.2821127522979783,0.3015720487229048,0.022564714766857924,0.9997813109373546,0.30070276711235966,0.676619318181681,0.676619318181681,0.0,0.0014982839374332098,0.0024853218459276764,0.056022037463182725,5.823863636363635e-05,1.150682063948705,0.01794274636185722,1.2825005075320726,0.7150000000000001,0.7075,0.55,1.0062232394763289,0.8698725108535126,0.10517173523434896,0.2025,0.0208291989055592,0.04049753555036073,0.037991975349407237,0.3175,0.0024109902958926255,0.0,0.0,1.0,0.9997244318181817,0.00027556818181828646,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.999620824168596,0.14821134187650004,0.00282472158462041,0.009963510375661924,0.0,2.1693861769884744,1.0187041130397694,0.49980145081924576,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.02102051138227841,-0.0008160358619465715,-0.0008160358619465715,0.019049516538010944,2.0168202930050376,0.004988795443302774,2.0118385378172063,7.040255471491008e-06,2.0117797165654774,-5.178099625746668e-05,2.011922222028465,9.072446673030754e-05,2.011803292344339,-2.8205217395882443e-05,2.0118183730413115,-1.3124520423346553e-05,2.0118296257484922,-1.87181324262653e-06,True,1.0,reject,,
ULA,"ULA, tamed",75c33ee3c49d2573587b46fad2b06f1d,6301bacd8069f5c726e241e2afe2fb0c,True,0,10,0.02,16000.0,10.0,10.0,0.0,0.3252121593263408,1.2763342965600368,0.3021447182153818,0.016415949840496408,0.9993963969866411,0.30127496151895894,0.676619318181681,0.676619318181681,0.0,4.76082561364213e-05,0.0001405064023834897,0.059430043819000335,5.823863636363635e-05,0.036563140712771336,0.01754611992901378,1.284556345782097,0.6900000000000001,0.6775,0.48000000000000004,1.002304994388327,0.8654776939837939,0.09768839292367588,0.22250000000000003,0.018223738432509063,0.05370170245448336,0.0515786105798276,0.07750000000000001,0.00027433626855712676,0.0,0.0,1.0,0.9997244318181817,0.00027556818181828646,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9992446577355114,0.1092306772691457,0.0012788293910507788,0.007337682127350757,0.0,0.982140972326998,1.0187041130397694,0.4994048243864023,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.056637192127659115,0.0029177138427973807,0.0029177138427973807,0.05301302632979401,2.0237865877932384,0.006149564475093516,2.020117746729563,0.00248072341141814,2.018470181584543,0.0008331582663982928,2.0178544665801406,0.00021744326199568675,2.0177266552445725,8.963192642763573e-05,2.0177372454612805,0.00010022214313565314,2.0177171124382176,8.008912007273494e-05,True,1.0,reject,0.0,0.0
ULA,"ULA, tamed",75c33ee3c49d2573587b46fad2b06f1d,6301bacd8069f5c726e241e2afe2fb0c,True,1,10,0.02,16000.0,10.0,10.0,0.0,0.3252121593263408,1.2751373118993246,0.3015031177893116,0.01634529532860153,0.9993817081703975,0.3006333376399636,0.676619318181681,0.676619318181681,0.0,3.851080390655098e-05,0.00013828251017939438,0.05659014912496427,5.823863636363635e-05,0.0295762974002316,0.017564719219132274,1.2826241533337872,0.6925000000000001,0.6825000000000001,0.49,1.0011389631344398,0.8638385788969325,0.0977542389437654,0.23000000000000004,0.01811914406608371,0.05257352691316808,0.050421457036842865,0.07500000000000001,0.0002780199317544238,0.0,0.0,1.0,0.9997244318181817,0.00027556818181828646,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9992243595388476,0.10930133178104058,0.001364948451093751,0.007339906019554853,0.0,1.048280410440001,1.0187041130397694,0.4994234236765208,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.0532102704949895,-0.0009036248753443521,-0.0009036248753443521,0.059876154475384566,2.0184993151146684,0.006312120324115433,2.0148293621048907,0.002642167314337751,2.0131049758300747,0.0009177810395217811,2.012405744056674,0.0002185492661208599,2.0122414028407287,5.4208050175752476e-05,2.0122368559652375,4.9661174684523246e-05,2.0122108043902567,2.3609599703711126e-05,True,1.0,reject,0.0,0.0
ULA,"ULA, tamed",75c33ee3c49d2573587b46fad2b06f1d,6301bacd8069f5c726e241e2afe2fb0c,True,2,10,0.02,16000.0,10.0,10.0,0.0,0.3252121593263408,1.2749383314351768,0.30170850904050006,0.018836790697725023,0.9993378671000115,0.3008386761457156,0.676619318181681,0.676619318181681,0.0,0.00012069322327536245,0.0003065975317258626,0.057649395857501014,5.823863636363635e-05,0.09269239547547814,0.017511111206693908,1.2833056765803452,0.685,0.6675,0.48,1.0016430310964537,0.8636758629403043,0.0969641235202893,0.23750000000000004,0.020639806007109504,0.06614987999773825,0.06403142672500695,0.09499999999999997,0.0004009226087625205,0.0,0.0,1.0,0.9997244318181817,0.00027556818181828646,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9991864009187654,0.10680983641191709,0.0012057444239118376,0.0071715909980083845,0.0,0.9260117175642912,1.0187041130397694,0.49936981566408245,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.05548419768508191,0.0006784941958286123,0.0006784941958286123,0.06532921276533067,2.020532049653877,0.006395702222610211,2.016946254154873,0.002809906723606481,2.015238472614943,0.0011021251836762502,2.0145335011884566,0.00039715375719007184,2.0141972530171515,6.090558588489614e-05,2.014111566967575,-2.4780463691698174e-05,2.0141139457508603,-2.240168040623658e-05,True,1.0,reject,0.0,0.0
ULA,"ULA, tamed",75c33ee3c49d2573587b46fad2b06f1d,6301bacd8069f5c726e241e2afe2fb0c,True,3,10,0.02,16000.0,10.0,10.0,0.0,0.3252121593263408,1.274745379663949,0.301088338977219,0.019124665888141837,0.9993894906330882,0.30021857096928783,0.676619318181681,0.676619318181681,0.0,9.38421466985149e-05,0.000320357232819278,0.05449282967660038,5.823863636363635e-05,0.07207076866445938,0.01755724789699631,1.2812590827486743,0.6875,0.67,0.47000000000000003,1.0013897148672137,0.8632159910743863,0.09718232217070787,0.2475,0.020892129746035732,0.06575682543172157,0.06364014593036427,0.10000000000000009,0.00041434298402981407,0.0,0.0,1.0,0.9997244318181817,0.00027556818181828646,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9992408694706684,0.10652196122150027,0.0012325955004886852,0.007157831296914969,0.0,0.94663334437531,1.0187041130397694,0.49941595235438485,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.0556483872892275,0.0008656750717293305,0.0008656750717293305,0.05565894178704611,2.0143971827267113,0.006177125009001916,2.0108182670782537,0.0025982093605443346,2.0091530404604594,0.0009329827427499993,2.008452977573834,0.00023291985612461374,2.0083355376871066,0.00011547996939720306,2.008218845962755,-1.2117549545997974e-06,2.008164804955178,-5.525276253148803e-05,True,1.0,reject,0.0,0.0
ULA,"ULA, tamed",75c33ee3c49d2573587b46fad2b06f1d,6301bacd8069f5c726e241e2afe2fb0c,True,0,21,0.042,33600.0,21.0,21.0,0.0,0.3252121593263408,1.2706187356737781,0.30179985472860227,0.013209035906706676,0.9989639721950798,0.3009295542799153,0.676619318181681,0.676619318181681,0.0,0.00011137190536281627,3.397069665330658e-05,0.05851783488491654,5.823863636363635e-05,0.08553362331864278,0.017179418943193303,1.2837073466834872,0.67,0.6575,0.425,0.9995186637556365,0.8599667809167935,0.0933472144994238,0.16500000000000004,0.015013675274281222,0.0303601843274095,0.028231180227300756,0.03249999999999997,8.469202542076067e-05,0.0,0.0,1.0,0.9997244318181817,0.00027556818181828646,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9987936738878506,0.11243759120293544,0.0012150657418243838,0.007512159226387554,0.0,0.9331704897211266,1.0187041130397694,0.49903812340058185,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.09955858615193328,-0.001112254401533899,-0.001112254401533899,0.08976100903509729,2.0229557835041243,0.007896953238437199,2.019199703890931,0.004140873625243735,2.0171189290131797,0.002060098747492578,2.015856208028705,0.0007973777630176926,2.0154499467545732,0.00039111648888612294,2.015374725304799,0.00031589503911177985,2.015356940724632,0.0002981104589450112,True,1.0,reject,0.0,0.0
ULA,"ULA, tamed",75c33ee3c49d2573587b46fad2b06f1d,6301bacd8069f5c726e241e2afe2fb0c,True,1,21,0.042,33600.0,21.0,21.0,0.0,0.3252121593263408,1.2700535231171586,0.30158348695654535,0.011418266421674622,0.9989115032326128,0.3007131242190504,0.676619318181681,0.676619318181681,0.0,6.465038682769062e-05,0.0001450646222019231,0.05806523366928619,5.823863636363635e-05,0.04965149708366612,0.017100882181381283,1.2832903034283296,0.6675,0.65,0.42000000000000004,0.9973970022486583,0.860176463877437,0.09182986844241292,0.15750000000000008,0.013245462351938377,0.02446006203938722,0.022314767951835512,0.04250000000000004,0.00013625593147283943,0.0,0.0,1.0,0.9997244318181817,0.00027556818181828646,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9987439093717442,0.11422836068796749,0.0012617872603595095,0.00762325315193617,0.0,0.9690526159561033,1.0187041130397694,0.4989595866387698,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.10130376236342073,0.0014562379089556176,0.0014562379089556176,0.09714668280623791,2.0223955678910825,0.0082901462250482,2.0185839413151143,0.004478519649079971,2.0163309025618226,0.0022254808957882233,2.015049042136507,0.0009436204704726947,2.0145288413993545,0.0004234197333201628,2.014222454765485,0.00011703309945065854,2.01418341762686,7.799596082547211e-05,True,1.0,reject,0.0,0.0
