experiment,method,seed,time,bandwidth_factor,KDE_bandwidth,KDE_integral,L1_density_error,L2_density_error,truncated_KDE_chi2,KDE_CDF_sup_error,empirical_CDF_sup_error,KDE_vs_empirical_CDF_sup
double-well,Kinetic-Langevin,1,4.8,1.25,0.05585024353723559,1.0,0.3607931017717703,0.0773540156115681,0.14312033714189476,0.17676303300970253,0.17765132463971944,0.011753363733510075
double-well,LSC-CP,1,4.8,1.25,0.05585024353723559,1.0,0.12856336275001234,0.007622406495381872,0.022484237640107867,0.03260605742343267,0.04106331365515334,0.00944075274488658
double-well,CP,1,4.8,1.25,0.05585024353723559,0.9999999999999998,0.43688685025603474,0.04788756578962338,0.1001826284055932,0.11087149684506026,0.11483807419413894,0.006867831709719829
double-well,Langevin,2,4.8,1.25,0.05585024353723559,0.9999999999999999,0.8028103198221975,0.33960585960755174,0.6484854199801576,0.40140490376742777,0.40203089101813183,0.01562570766887611
double-well,Kinetic-Langevin,2,4.8,1.25,0.05585024353723559,1.0,0.3806584982891627,0.07552738180208673,0.1502390799063148,0.18983264729347554,0.19092958879575095,0.012977649474992636
double-well,LSC-CP,2,4.8,1.25,0.05585024353723559,0.9999999999999998,0.14235451104182678,0.008394833276386576,0.0255955417796242,0.034653795416489164,0.04424345143648328,0.012556633257434752
double-well,CP,2,4.8,1.25,0.05585024353723559,1.0,0.3995232302816552,0.04025575202345297,0.08477957575863673,0.10155343799427351,0.10484745765442638,0.008000332863095205
double-well,Langevin,3,4.8,1.25,0.05585024353723559,1.0,0.800630130371152,0.34244382000399537,0.6535121163638474,0.40030532973764077,0.4005375944627675,0.014898542369217227
double-well,Kinetic-Langevin,3,4.8,1.25,0.05585024353723559,0.9999999999999999,0.3627677304858833,0.07315929665086002,0.14027616271738705,0.18121026544498509,0.1809790456790572,0.011599174676058518
double-well,LSC-CP,3,4.8,1.25,0.05585024353723559,1.0,0.1273596902177694,0.007549459401168747,0.021329172303208882,0.030475056651869392,0.036303080626265916,0.01076150249743435
double-well,CP,3,4.8,1.25,0.05585024353723559,1.0000000000000002,0.421401866281661,0.04548419835514948,0.1114067520765431,0.1114075133576741,0.11006166609010305,0.009055111191583087
