N_input,N_active,x_min_active,x_max_active,retained_mass_before_renorm,boundary_jump_mass_proxy,gap,rayleigh,residual,lambda0,lambda2,lambda3,lambda4,lambda5,ratio32,ratio43,ratio54,method,elapsed_sec
180,78,-2.1508379888268156,2.150837988826815,0.9999999999999922,0.0,0.05699706803247362,0.05699706803247774,7.060219483585713e-14,0.0,0.05699706803247362,1.0204725353322033,1.8958116824240918,2.97501864873266,17.90394787940315,1.8577782515302401,1.5692585272650252,Langevin,0.24191069602966309
260,114,-2.1814671814671813,2.1814671814671813,0.9999999999999978,0.0,0.056903729308876896,0.05690372930886506,1.456847668197855e-13,1.396739710912573e-14,0.056903729308876896,1.0200071597085971,1.8985467257502966,2.9817987275591045,17.92513728181041,1.8613072542477906,1.5705690500615475,Langevin,0.025478363037109375
360,158,-2.186629526462396,2.1866295264623954,0.9999999999999974,0.0,0.05686278348893335,0.056862783488919204,2.9136249730710666e-13,1.763970801313583e-14,0.05686278348893335,1.0197989229626456,1.899731500466725,2.9847229167975873,17.934382743699473,1.8628490947487601,1.571128823238601,Langevin,0.035187482833862305
180,78,-2.1508379888268156,2.150837988826815,0.9999999999999922,0.48380767181781753,1.0021834678688435,1.0021845908337947,0.00016077453339281793,0.0,1.0021834678688435,1.3963393183910642,2.30564990861256,4.027915157230386,1.3932970989437676,1.6512103313607551,1.746976044448227,LSC-CP,0.03136253356933594
260,114,-2.1814671814671813,2.1814671814671813,0.9999999999999978,0.4808562159521552,1.0014427578743919,1.0014427569579838,0.0015884577769587963,9.318877395859887e-10,1.0014427578743919,1.3765932095819968,2.305825884199891,4.034719456194508,1.374609980208833,1.6750234333206222,1.749793635261638,LSC-CP,0.039540767669677734
360,158,-2.186629526462396,2.1866295264623954,0.9999999999999974,0.4796869064925304,1.001209494432498,1.0011998189876834,0.0012922296532732586,9.574365984715153e-06,1.001209494432498,1.3724679865533904,2.306347763610437,4.0390383613187195,1.3708099994909935,1.680438295251062,1.7512703092944963,LSC-CP,0.044915199279785156
