method,seed,time,W2,MMD,weak_x,weak_x2,weak_x4,weak_cos_pi_x_over_2
Kinetic-Langevin,0,0.78,1.0314396056187605,0.33755596107296015,0.8067912362415367,0.064340042410159,0.07195956805718107,0.062331915537185104
Kinetic-Langevin,0,0.84,1.0250903213826863,0.3299634409212483,0.7925231931728505,0.04883875855312092,0.04710942532560558,0.04880931308738287
Kinetic-Langevin,0,0.9,0.988888726805651,0.33439982547112146,0.7772338164504118,0.03025891940497749,0.01718754475835027,0.032650589571398075
Kinetic-Langevin,0,0.96,1.0090613623696958,0.31154846085733545,0.764249473720083,0.01653705919366988,0.0072588800885985405,0.021058550395853415
Kinetic-Langevin,0,1.02,0.9752540106652429,0.31068028621946775,0.7518355744516874,0.006567837579990798,0.019157434108340143,0.011625091683263061
Kinetic-Langevin,0,1.08,0.9551872191448192,0.2599046334034877,0.7389088352517053,0.0016230401752636014,0.03209031922060879,0.004426183981808607
Kinetic-Langevin,0,1.1400000000000001,0.9619579805482082,0.2914303788728553,0.7265905240442662,0.004817825250666874,0.04028286825537619,0.002193620886452613
Kinetic-Langevin,0,1.2,0.9445263369476955,0.23510820074193994,0.7170139154162509,0.0014976099243915186,0.018404434102424427,0.005474942085929163
Kinetic-Langevin,0,1.26,0.9314352614506526,0.2877724498045924,0.7087010262011255,0.008506820930327286,0.0017334291167288018,0.009832919660859002
Kinetic-Langevin,0,1.32,0.9223024964947546,0.2689807375868276,0.7007232212730051,0.010948407934403437,0.004323721199554265,0.012212773036299696
Kinetic-Langevin,0,1.3800000000000001,0.9046104117422495,0.24234952910756857,0.6944180968455381,0.011657676353356461,0.0007327721493481931,0.01406670160246376
Kinetic-Langevin,0,1.44,0.9115756601758455,0.2358488635751167,0.6894023103920864,0.015561118546748465,0.0024585617748021926,0.01797822697899415
Kinetic-Langevin,0,1.5,0.9113149862377102,0.22623633414624533,0.683909671710062,0.024505621118747878,0.02790568066546817,0.02362099345963467
Kinetic-Langevin,0,1.56,0.8954005642583927,0.24030974356566814,0.6775322930159251,0.033333177351987264,0.05203529497688242,0.029402036281150873
Kinetic-Langevin,0,1.62,0.858032744474375,0.17285098105607677,0.6675702072024698,0.031969123468799765,0.04497115260131157,0.029061822843631208
Kinetic-Langevin,0,1.68,0.8722805564150762,0.1828951995123851,0.6548361216011327,0.020858785335178376,0.02255390413729419,0.020323800501313938
Kinetic-Langevin,0,1.74,0.8413987381412794,0.22267389272262272,0.642375731859318,0.007196511538295813,0.00019566905905021859,0.008643137589043948
Kinetic-Langevin,0,1.8,0.8110434699225355,0.19256177708113664,0.6309791933102968,0.0041245922271498925,0.01850824458995559,0.0011754252567289791
Kinetic-Langevin,0,1.86,0.8650003084655217,0.19795480703447954,0.6224202162459896,0.011313702984783958,0.033766428286447714,0.006742803963000282
Kinetic-Langevin,0,1.92,0.8342661937439997,0.2259966031641567,0.6168737318213094,0.01341125921120434,0.03961173192478973,0.008104694191176487
Kinetic-Langevin,0,1.98,0.8009483118872044,0.24327184669895607,0.6145337041352399,0.005829176389512081,0.02227249609750581,0.002442628287963572
Kinetic-Langevin,0,2.04,0.820935265053842,0.168492850188937,0.6111878889549065,0.007972298219319218,0.005664482640746038,0.008345752998951933
Kinetic-Langevin,0,2.1,0.8052234750716679,0.1316890754714426,0.6059751760654395,0.021458958532863726,0.03606552777885452,0.01844860174201482
Kinetic-Langevin,0,2.16,0.7856647292431984,0.16611746050825094,0.5975550301325818,0.024412313988962375,0.036010868427299836,0.021863984243292
Kinetic-Langevin,0,2.22,0.7596991494917681,0.17778925858463146,0.5844626519809499,0.01586227573961929,0.01241108691246251,0.016334569408874705
Kinetic-Langevin,0,2.2800000000000002,0.7920684882085669,0.15497845560094703,0.569951301075061,0.008652090687290337,0.00028690279688770026,0.010210473154893235
Kinetic-Langevin,0,2.34,0.7318395240606768,0.16389229030088104,0.5564262479472897,0.005890781630946917,0.0008175648579693551,0.0068145067037030105
Kinetic-Langevin,0,2.4,0.7517827672336924,0.17780561717388033,0.5444623494689749,0.0029510146429703177,0.0027662052538047766,0.003961051169184299
Kinetic-Langevin,0,2.46,0.7510167644005236,0.15370061334906482,0.5361691486013482,0.0010752904247013362,0.005132186607708866,0.0022424385317570683
Kinetic-Langevin,0,2.52,0.7297147421539586,0.16454466052793537,0.5308443746642986,0.00019429979929452834,0.010982074549954701,0.0023062392518992114
Kinetic-Langevin,0,2.58,0.7292885516352255,0.15624263260571503,0.5272429304506394,0.0035844376100852005,0.004337435710653481,0.005102809390986979
Kinetic-Langevin,0,2.64,0.7036108358054377,0.16560616911257076,0.5236815307683196,0.01010452824852015,0.010857277631750373,0.009868448368401395
Kinetic-Langevin,0,2.7,0.716875284899147,0.16068307060058806,0.5176840647855308,0.012486575481517104,0.018014641486033045,0.011305882755012486
Kinetic-Langevin,0,2.7600000000000002,0.6491372667620618,0.12046612829716086,0.5083353882775736,0.012266461782478477,0.01989345790460384,0.010604217429924567
Kinetic-Langevin,0,2.82,0.7044218276992166,0.1269684888245275,0.49764938855402224,0.010076419020792926,0.01912954096801822,0.008161279544969952
Kinetic-Langevin,0,2.88,0.7053300559920408,0.13230996263064454,0.48530444477656354,0.0037471660212596847,0.003694106635476868,0.003706054828775285
Kinetic-Langevin,0,2.94,0.6704918442405235,0.08574027619330737,0.473915210818307,0.00020371086245407621,0.005653329342392266,0.0009661667509621719
Kinetic-Langevin,0,3.0,0.6544170444622165,0.11211020336023625,0.4649581911409396,0.003948647820918083,0.008364016858733225,0.0029304941115319005
Kinetic-Langevin,0,3.06,0.6459371106414898,0.08949248343865257,0.45755956164787626,0.007820066733824294,0.013246828068794403,0.006630916194994507
Kinetic-Langevin,0,3.12,0.6121922026309081,0.09482843707825084,0.4509810378610114,0.011833447897204974,0.0233080840671398,0.009500876576611805
Kinetic-Langevin,0,3.18,0.5859801631690692,0.09285341890854415,0.4445578147645173,0.009615074785763844,0.021962254778507884,0.00713206470451358
Kinetic-Langevin,0,3.24,0.6094763095194708,0.10586042465506906,0.43574409120297736,0.003164217007522341,0.008633081351158478,0.0020027619883215275
Kinetic-Langevin,0,3.3000000000000003,0.5816221488335254,0.10449676220034487,0.42698023143761743,0.005756676146276174,0.009094668753863111,0.00509840316139884
Kinetic-Langevin,0,3.36,0.6071209028145106,0.093930821661671,0.4185650987749461,0.01307245940559898,0.025305965064828295,0.010551506515829867
Kinetic-Langevin,0,3.42,0.5967583946355401,0.10849405352351182,0.40976699888494844,0.012712977055557628,0.02837836377936298,0.009469615001152343
Kinetic-Langevin,0,3.48,0.5723353472668595,0.06977443128653005,0.4024714183885724,0.00322524527779533,0.012256377096947824,0.0014196184263025324
Kinetic-Langevin,0,3.54,0.5666223523532381,0.046855239079764854,0.39667201780861777,0.008834709384627604,0.015961046197769613,0.0073202014950904115
Kinetic-Langevin,0,3.6,0.5913453104691273,0.08908193102053241,0.3904074339723517,0.016402641907171223,0.04010224417416508,0.011638195886905983
Kinetic-Langevin,0,3.66,0.5544559903213981,0.07486392183386437,0.3814197922114364,0.015090536557573309,0.03779359727158005,0.010508117777388082
Kinetic-Langevin,0,3.72,0.5223433496410195,0.08525301076376368,0.37135808123237396,0.004240373056414004,0.01048412245870689,0.0029164568320027284
Kinetic-Langevin,0,3.7800000000000002,0.5022808856921254,0.07361666827664004,0.36182877891228143,0.010124222765711122,0.020287569348286016,0.008127054340622358
Kinetic-Langevin,0,3.84,0.5266288237461311,0.09213733119122824,0.35504925565830336,0.019542243922510583,0.035951562261106296,0.016166906590324298
Kinetic-Langevin,0,3.9,0.5443893512332583,0.06992718185063052,0.34890935247285565,0.022044164385053522,0.04489486877967763,0.017505078681235436
Kinetic-Langevin,0,3.96,0.548817198361533,0.07023489325133092,0.3430065595302498,0.011710183663582008,0.01585212474979325,0.010831409221536276
Kinetic-Langevin,0,4.0200000000000005,0.5114294553210333,0.06352545824182187,0.3374490782410319,0.00039294526445199374,0.01417603890573993,0.00234417980840837
Kinetic-Langevin,0,4.08,0.5238704875600059,0.05573643485458202,0.33429992353019866,0.006412638222995093,0.01981147962780394,0.003603623277833423
Kinetic-Langevin,0,4.14,0.4835362118550161,0.05869088130395039,0.3317006227791917,0.012924561319192951,0.027986543009779763,0.009703777719517054
Kinetic-Langevin,0,4.2,0.5278821382826462,0.05157830069783431,0.32920902418197884,0.01613862391962473,0.03915394931082272,0.01144034844738745
Kinetic-Langevin,0,4.26,0.47980818337060765,0.04428284244360137,0.32647000751386573,0.011304672888141076,0.028481165009910048,0.007888641047345712
Kinetic-Langevin,0,4.32,0.4945829652528608,0.04466906359880296,0.323814611680011,0.0011992047269990813,0.00039814849931008034,0.0012695568625064602
Kinetic-Langevin,0,4.38,0.4892521387664986,0.04800112975510018,0.3223193683398218,0.006172708052237685,0.01198769887505513,0.005170554397325056
Kinetic-Langevin,0,4.44,0.454634636889681,0.046957262932942334,0.3214490688838649,0.007298341989460999,0.0005453406819595497,0.008601643947800247
Kinetic-Langevin,0,4.5,0.4503191440839341,0.07133325494071763,0.31940199009772424,0.011268374813302895,0.011522608970712334,0.011192573056455851
Kinetic-Langevin,0,4.5600000000000005,0.4521027929863169,0.05317056715827728,0.31602182044913796,0.015216891760609919,0.03147026360283445,0.01196404371559931
Kinetic-Langevin,0,4.62,0.4456661113982488,0.06895277676557077,0.31449402175591673,0.012248195331708844,0.025860267572205164,0.009378069368545877
Kinetic-Langevin,0,4.68,0.505131564470612,0.05011493262786704,0.3113864958283223,0.0009134320800838758,0.001174233485158771,0.0011815960684114502
Kinetic-Langevin,0,4.74,0.4745063361376601,0.05151509443333013,0.30699782175872675,0.011205077812052266,0.025298484779942898,0.008484466062114171
Kinetic-Langevin,0,4.8,0.44711235789530335,0.05446124737877278,0.3029313177530602,0.019685272645952434,0.03954479123600829,0.015677297767069193
LSC-CP,0,0.0,1.3231223904879694,0.5075930407848446,0.9977182157402161,0.1489291980749925,0.04743884423435418,0.16765706913132036
LSC-CP,0,0.06,1.225443536992906,0.4185715979965744,0.9296240200726715,0.15257174197997658,0.3513959265752241,0.13590124232276024
LSC-CP,0,0.12,1.1328939855570135,0.40333284420859317,0.8564095251296763,0.11142953641403563,0.16447671074267334,0.11055832570209045
LSC-CP,0,0.18,1.060825587230145,0.3976784811595877,0.787447657402678,0.0731783730430452,0.04295339639092621,0.0835505443087717
LSC-CP,0,0.24,1.0170377745435009,0.2670476825358953,0.7287331808312272,0.07055062143922386,0.18325125257573138,0.06426332893126313
LSC-CP,0,0.3,0.9081068476370856,0.26404278616542787,0.6780169412531779,0.042810627514746735,0.02054765919231738,0.055387631623470546
LSC-CP,0,0.36,0.8556474286492673,0.22554808546206984,0.6337552565693899,0.06042351030228443,0.23772473226487512,0.045676670976803335
LSC-CP,0,0.42,0.7908739949545321,0.18888809963691466,0.570180965078555,0.05033640283772933,0.20825937518774185,0.03855768156152889
LSC-CP,0,0.48,0.7858566352045816,0.15912583701475203,0.5226590985675292,0.03476309360250884,0.1475346017983331,0.027628642190830305
LSC-CP,0,0.54,0.682755547030345,0.12284238668198078,0.4784172128704966,0.002975773704444795,0.05425447161130181,0.009366534717983599
LSC-CP,0,0.6,0.6363543834748007,0.1362732953405862,0.43675318440111843,0.022112517176458568,0.10502412802754346,0.00461254517726406
LSC-CP,0,0.66,0.6558221033139615,0.1553587927765271,0.40744818024964574,0.012135399338623176,0.0201918268072524,0.007814782310940904
LSC-CP,0,0.72,0.6778372691603682,0.10760402046377193,0.40119682162581577,0.025694470707579575,0.001011324470559738,0.020016806917758395
LSC-CP,0,0.78,0.6017165035371512,0.11417911591753194,0.3949676846973429,0.024403866462621937,0.09975691800225428,0.026882217531052216
LSC-CP,0,0.84,0.57936988083928,0.0955904695731864,0.36439186372209015,0.034376523552139604,0.04100553004891794,0.025759757371485087
LSC-CP,0,0.9,0.509427531143714,0.08249869636124862,0.3329766947691187,0.028416362491292424,0.012064436149888502,0.02479790905161877
LSC-CP,0,0.96,0.5223456972618453,0.05297962392805666,0.30909573854598615,0.036856095676372935,0.018012699450451475,0.030351678939540744
LSC-CP,0,1.02,0.46708889516373675,0.07067087588639231,0.28368466163662115,0.04768246368884277,0.11455738554221195,0.033204934678570275
LSC-CP,0,1.08,0.4489648094363218,0.04307846958847761,0.2759245797300564,0.03610731052913996,0.03945911943073255,0.029068906699490915
LSC-CP,0,1.1400000000000001,0.44857400274611986,0.044614977227829145,0.2549481879829362,0.04846263411945573,0.04142063194236267,0.04123744647737437
LSC-CP,0,1.2,0.4050845313534775,0.03571581751870756,0.23568496909346223,0.053168376774744175,0.12960344476889374,0.037057971409286294
LSC-CP,0,1.26,0.3741578583510312,0.032211673232673266,0.21736801260665717,0.046255607310573654,0.08158979405155731,0.035047787706517536
LSC-CP,0,1.32,0.35339957571108355,0.03770455626222868,0.1940318004856462,0.03952789783803279,0.009262831921050596,0.03363271879705504
LSC-CP,0,1.3800000000000001,0.32487482046725147,0.028295878999327173,0.1949133003988805,0.049218570230286085,0.10913336333817536,0.03542024790694015
LSC-CP,0,1.44,0.32803639610414337,0.02337987908728212,0.1862034040924506,0.057802556455075815,0.14435500577702975,0.03994335466236046
LSC-CP,0,1.5,0.31378510365532675,0.02091098682488035,0.1732072662808428,0.023005883669341087,0.08053926176643877,0.03029341864731752
LSC-CP,0,1.56,0.29948774855864296,0.011930350865753114,0.16435667976144816,0.022240984217054893,0.13867387045184654,0.0316711162605649
LSC-CP,0,1.62,0.23156116677865884,0.006434996486576305,0.14314836753656654,0.0419401239008953,0.04852984991975029,0.03510426416463042
LSC-CP,0,1.68,0.23692909090673928,0.00786055627406379,0.12757306317927694,0.04356365630979053,0.058340595284341656,0.034795770119894154
LSC-CP,0,1.74,0.1995541541792647,0.015808291144437714,0.11954721519033905,0.0478800872786328,0.08193999082062697,0.03764149721350124
LSC-CP,0,1.8,0.159063270970883,0.010991802211280044,0.11071120679084322,0.05200187031654435,0.06253789055382497,0.043503991146020715
LSC-CP,0,1.86,0.25800919520915094,0.013479354430465218,0.11076246589666945,0.047787215739770406,0.01046188972744333,0.04707474216676308
LSC-CP,0,1.92,0.201931267327736,0.01300782342482354,0.10420046100073632,0.06562879321704385,0.13007530494829223,0.05101587675623148
LSC-CP,0,1.98,0.15407633265962728,0.022369466389126957,0.10308578424474808,0.05321097634800254,0.05989829540999203,0.045504638789998886
LSC-CP,0,2.04,0.1855288409981907,0.001976574656212038,0.09205475609093627,0.05179252164601078,0.022645454358693473,0.04816784197497151
LSC-CP,0,2.1,0.16087931707259748,0.003970417402151982,0.08300607399562485,0.05755819944579832,0.060418938252595145,0.04932008236013441
LSC-CP,0,2.16,0.1350445131461425,0.004312417337502206,0.08470990367914726,0.05685356565983013,0.08429696815790177,0.047332493615112464
LSC-CP,0,2.22,0.12262824300894104,0.006778555278423415,0.07909087330800603,0.04678249314587812,0.030401925387465667,0.04259140278168522
LSC-CP,0,2.2800000000000002,0.18867885291669795,0.00521284606884731,0.08281396742584898,0.044053147614786625,0.07616049366112299,0.05095669616264789
LSC-CP,0,2.34,0.09225175003946033,0.0070093084907372205,0.06760513157300997,0.06513764490822205,0.1118518079635269,0.05287459377859921
LSC-CP,0,2.4,0.1563238348498457,0.004481703247867341,0.07771590377694465,0.05293850684199208,0.06869395675027923,0.044187499807184866
