method,seed,time,W2,MMD,weak_x,weak_x2,weak_x4,weak_cos_pi_x_over_2
LSC-CP,0,2.46,0.13944555453608107,0.006540457954163137,0.07445008420072143,0.06697243293351918,0.13152491828403923,0.052659004634181494
LSC-CP,0,2.52,0.12150719172807437,0.005084722347406312,0.06345840589770313,0.060146216180430145,0.0675537805452906,0.05254846074487124
LSC-CP,0,2.58,0.11698280601821454,0.0019391443358438565,0.059648332654507565,0.07194702138170472,0.1502598379167689,0.05485475287865338
LSC-CP,0,2.64,0.08389527675666575,0.008835173191641066,0.043629566799079166,0.06938794213667765,0.144050770096263,0.053230021798766014
LSC-CP,0,2.7,0.09801850239475259,0.005459875284536508,0.0404144553901641,0.06305543765519772,0.05721001256440583,0.05539922236717598
LSC-CP,0,2.7600000000000002,0.07584592261009132,0.002218435399417351,0.04399843906362149,0.052005213609547796,0.01006890312554265,0.052319517033503654
LSC-CP,0,2.82,0.10577082925339708,0.0019309671872803635,0.03806450558235935,0.07539354888267313,0.1374601803102945,0.06038880379081071
LSC-CP,0,2.88,0.12215355030345779,0.0037282017116920807,0.03711201627824361,0.07091192797342982,0.08580875176887903,0.06204014726326182
LSC-CP,0,2.94,0.09318177272242935,0.0041003075594200356,0.03416236695449527,0.06535402468183626,0.029147759751258162,0.061526237955241425
LSC-CP,0,3.0,0.08344565136468582,0.003130997067489538,0.020669852093832566,0.0628405553172321,0.015741678884651167,0.05983414098516429
LSC-CP,0,3.06,0.08709294702839585,0.0016338725707613078,0.019473466949343363,0.05860350348850296,0.005790386432881989,0.05798378827385611
LSC-CP,0,3.12,0.07385819956893563,0.003245565795627514,0.025294634819955995,0.06744366938439816,0.05810636899547561,0.06055263771567376
LSC-CP,0,3.18,0.0556686398210148,0.0024899483047982063,0.018299390572835778,0.07043171129673709,0.10600149206500498,0.058452751255640256
LSC-CP,0,3.24,0.056167119636095934,0.002132224340144262,0.012480157611175095,0.06737842896611212,0.1220336089477142,0.05472107791101896
LSC-CP,0,3.3000000000000003,0.08039644978839908,0.00155064492858914,0.0005863741500313615,0.07002386265211491,0.057079001577562294,0.06372426491450561
LSC-CP,0,3.36,0.09474360687447507,0.002992254249715609,0.005317324871633121,0.053654551351433044,0.09896333625752674,0.06060589070100325
LSC-CP,0,3.42,0.06841995562337067,0.0044175825194076035,0.0016878729527038997,0.07656858446180004,0.09836427460578956,0.06563762316930324
LSC-CP,0,3.48,0.06812309815662744,0.0015433003176608118,0.01279354488352488,0.07670674463336347,0.08028352886777412,0.06715922253641932
LSC-CP,0,3.54,0.07563600834407995,0.0029083305278962968,0.01084024803633503,0.06908631028424927,0.056534423793884736,0.061949963054142215
LSC-CP,0,3.6,0.09590155652472719,0.003352106552325762,0.02062495710850006,0.0547569685962096,0.05049439296922209,0.04884329428613668
LSC-CP,0,3.66,0.09591520041889798,0.0021697949945876926,0.016058079907222085,0.03649624552123065,0.08537914799213919,0.04435894149023506
LSC-CP,0,3.72,0.07284543712176321,0.0040256642269715925,0.014820036841350111,0.04616593231548072,0.015390858364922266,0.042450898974425
LSC-CP,0,3.7800000000000002,0.0625968141174454,0.004399546162922041,0.016759525559454126,0.05649408489221652,0.06280147111611112,0.049751957032924315
LSC-CP,0,3.84,0.06780668526603553,0.0031252892282269684,0.014504829498192115,0.06188292506185533,0.11110825999013563,0.049390413549374235
LSC-CP,0,3.9,0.0921120559901627,0.003302125052395355,0.008782183929573377,0.03661589987647529,0.028429237178453692,0.03739787288004448
LSC-CP,0,3.96,0.09182772046152479,0.001030998132795724,0.005453100105086808,0.042156892264580303,0.0389112334106827,0.03562791357398454
LSC-CP,0,4.0200000000000005,0.08198778591544828,0.0014161790567808197,0.013956735948234076,0.045591397379253995,0.0027426317624139607,0.04328336106885666
LSC-CP,0,4.08,0.06534470379235593,0.003584682251851823,0.0006822927319812648,0.058957653713177405,0.1238935784051961,0.044735292985871145
LSC-CP,0,4.14,0.06308436879891802,0.0021649003470850525,0.0020006747124058596,0.046946724565951725,0.04102643353568036,0.040755087520568556
LSC-CP,0,4.2,0.09151745573082251,0.0015756260633260633,0.0034754016992094134,0.03216555863066517,0.05790850424846139,0.03518164939658036
LSC-CP,0,4.26,0.08733952453465495,0.0016124135639461468,0.008769085390784966,0.03181768778277749,0.06036809851686409,0.034665991143604746
LSC-CP,0,4.32,0.07962033800573624,0.0022325201968037556,0.024790251024075977,0.02167595436159131,0.06403756504523883,0.025397225911657717
LSC-CP,0,4.38,0.07756633488987476,0.0023946225146680433,0.015037536814214922,0.03149039093550432,0.05766307261346382,0.03427470531984453
LSC-CP,0,4.44,0.0788535034644882,0.0011844636776032758,0.009546858462528627,0.03851642259124999,0.008986296803231597,0.034951306866426446
LSC-CP,0,4.5,0.07877239737319987,0.0028742715276358632,0.0006664515812522996,0.03870031412308883,0.00047928670753893954,0.035340807198325636
LSC-CP,0,4.5600000000000005,0.0656165103434645,0.0009125474858858729,0.010458503953451458,0.0496853368646929,0.10348407276430704,0.03628736322513959
LSC-CP,0,4.62,0.09267351451020421,0.0009370430803494756,0.011009006368726567,0.03475855118041593,0.0452731158801053,0.03704220354086679
LSC-CP,0,4.68,0.06842081610232294,0.002154557193858375,0.022397363834845956,0.0502081305069203,0.05764260482052541,0.04222701960773906
LSC-CP,0,4.74,0.0630211465687913,0.0008126331919666718,0.025684819281463264,0.045347945453527605,0.0673618992494811,0.03618659081365744
LSC-CP,0,4.8,0.07722698040625932,0.0025012107608269885,0.020899539733185046,0.04157163613881942,0.026006897922096428,0.0376416362768823
CP,0,0.0,1.3231223904879694,0.5075930407848446,0.9977182157402161,0.1489291980749925,0.04743884423435418,0.16765706913132036
CP,0,0.06,1.252428095740114,0.4233839927594978,0.9753815649331667,0.2953865583408666,1.256882966891574,0.17923876930319005
CP,0,0.12,1.1760658198467258,0.3879938119359406,0.9388094031475356,0.3717214810702436,1.6162136350814187,0.1998265620973779
CP,0,0.18,1.1209939704839769,0.35996911916126595,0.8988842667353072,0.43440214854386405,2.0055152357292694,0.21561064333043647
CP,0,0.24,1.0912665052392176,0.2617977893006955,0.8577798258191264,0.4735828384736649,2.3231473461457357,0.223095264222089
CP,0,0.3,1.0056621488456268,0.21825626961491829,0.8292975031099369,0.5195910853783272,2.4432988226594277,0.2418192414596952
CP,0,0.36,0.962165324208424,0.21704088400277755,0.7841738320112557,0.5449760576734544,2.5918112147418046,0.2509641023028195
CP,0,0.42,0.9030965518357664,0.1911561163072385,0.7190407074025144,0.5009314449541238,2.299952001879091,0.2482820888923401
CP,0,0.48,0.9127404947347468,0.1705194648438083,0.6731073067758606,0.5372922558978424,2.6877034366433152,0.24185315499929103
CP,0,0.54,0.8285523167629812,0.14838491210924687,0.6429885214751203,0.5169328430326781,2.3974593280730985,0.24079471008759037
CP,0,0.6,0.7990265561113763,0.14611194546689,0.6141884968663442,0.531865276674595,2.5911754889389225,0.2465120837021188
CP,0,0.66,0.8104412552722378,0.19419703748613237,0.5715012963194974,0.49757236751187217,2.338220578931009,0.23748725923576341
CP,0,0.72,0.8118735481318511,0.12125578699602635,0.5434194556163754,0.5194832741433868,2.473319931900152,0.24088465774509477
CP,0,0.78,0.7083972949857237,0.10604060153543438,0.5038975790215734,0.4960155008402103,2.2130371325648452,0.2400462168397152
CP,0,0.84,0.7012897649906831,0.10785083903186166,0.47804907338193847,0.5347668384154971,2.657658400149039,0.24137217725184024
CP,0,0.9,0.6612495336394404,0.08544481628305967,0.4722603917572178,0.5337865338158638,2.5484043311144644,0.24659260128721383
CP,0,0.96,0.6904123999957658,0.0831517463301854,0.45665051582278043,0.5785324135777334,2.909105626438362,0.2538716491848817
CP,0,1.02,0.643606265143442,0.09423572508437761,0.4198253496156528,0.5899655908558099,2.99573967037071,0.25499814286851186
CP,0,1.08,0.6208980285151259,0.07891549561037325,0.3972567855399842,0.603403957725889,3.0802643318024505,0.2577042627252479
CP,0,1.1400000000000001,0.587848532891671,0.0695654456460274,0.35304289843895803,0.5657437201397597,2.6275146886749297,0.26360036615360366
CP,0,1.2,0.5688941992401653,0.05270158451072138,0.3338634479398575,0.5710576708673085,2.71308158455704,0.2616131876777109
CP,0,1.26,0.5345292000840812,0.05916660324696499,0.31885193147330915,0.5435488338057182,2.373641803325542,0.26271111601024777
CP,0,1.32,0.5400125770874504,0.05938102196893613,0.29533875727370346,0.596465769877375,3.1311899374949417,0.260847741229672
CP,0,1.3800000000000001,0.5217864215201236,0.040894224475852226,0.30604077113909844,0.5884803078740213,2.8455460205055068,0.26300794110873765
CP,0,1.44,0.5404027280762973,0.05265679218794317,0.3043146297739866,0.6414530669621885,3.3909277698965954,0.26865537145327745
CP,0,1.5,0.513879308282035,0.062029971745695245,0.2739356738860033,0.6066496709902431,2.973164872477476,0.2635747937935786
CP,0,1.56,0.4897156077122055,0.047579337146115064,0.25562136685160697,0.5836746013813334,2.870896460461413,0.26051160624514935
CP,0,1.62,0.43211725188161626,0.029158366925892354,0.23727501473181875,0.5670300820556153,2.8211525585109576,0.2486753848702316
CP,0,1.68,0.42777268194788076,0.02886830671288587,0.21860010612203573,0.5457629995085171,2.6749567567158072,0.24596905427934068
CP,0,1.74,0.3978940086891405,0.043083778814671514,0.20667650822776573,0.5218556722183707,2.434821611863204,0.2463920465973874
CP,0,1.8,0.3729263639011216,0.03643815588507204,0.18752061935251457,0.5491504695185638,2.7134544350627223,0.24758921277513202
CP,0,1.86,0.45749860501689493,0.0459075835114654,0.19409259361478753,0.5485067667254198,2.609904727717944,0.24897827135083608
CP,0,1.92,0.41268169139143746,0.036212130798854436,0.1885152032678918,0.5487890363239685,2.732671196315136,0.24641167956575202
CP,0,1.98,0.3689472530929315,0.04722024304287764,0.18202802618523722,0.5499132764495498,2.7041458975311765,0.2481733568325188
CP,0,2.04,0.3965424152527628,0.025705483759114967,0.17216510025507967,0.5289515325949794,2.5587588032660444,0.24020219632887468
CP,0,2.1,0.37493654503954826,0.023179941249244496,0.15888429438875165,0.5349128683235704,2.7259055154224794,0.24232918784121088
CP,0,2.16,0.35297782295320124,0.03130257668966796,0.1492627930364072,0.5260996404162301,2.4188246305754664,0.2436582960114097
CP,0,2.22,0.33209203117473973,0.035153590042829364,0.13519942598664025,0.5167705610231732,2.4011714442028302,0.23751699884205685
CP,0,2.2800000000000002,0.39541751340446796,0.02775914443256766,0.14369509544302844,0.5706327190108553,2.9748930333348906,0.2403466977564823
CP,0,2.34,0.3400605011282411,0.03497898622839146,0.14362589946104318,0.5532282532199864,2.6730447418830816,0.24703055216605385
CP,0,2.4,0.3580627401886972,0.03168896231190399,0.1163923080722408,0.5415514481511485,2.63551130687781,0.23955844409112875
CP,0,2.46,0.3467239589665648,0.023916888678319315,0.1259742460001908,0.535650405543,2.5226454969234013,0.24024311678824384
CP,0,2.52,0.3490264498655108,0.03135768499980829,0.13005996191910651,0.5272448192620007,2.4593517587775366,0.24025779432762845
CP,0,2.58,0.35511088778888356,0.020965354588356355,0.10460733854164034,0.57338279063059,2.8837496112923233,0.24523441370851462
CP,0,2.64,0.3316753365924274,0.0320103897489149,0.09761444492867918,0.5393767149035325,2.5978283636811152,0.23785368038099586
CP,0,2.7,0.32559381031439877,0.0345876017218989,0.07870204856043872,0.5301573022227519,2.5616962080939496,0.23952580541741664
CP,0,2.7600000000000002,0.3007619478288301,0.02904939239687343,0.07304946275781968,0.5341578085485055,2.5891406201165004,0.23860838803806295
CP,0,2.82,0.3185072024677038,0.023663819965158095,0.08159087211915572,0.5060166001197772,2.34415904573822,0.23910068988012484
CP,0,2.88,0.32153071122177374,0.018424549982317795,0.0780320325398559,0.4815324432812458,2.2186130481844404,0.22797204921808448
CP,0,2.94,0.3149814558787576,0.022625266794508714,0.0721606256409074,0.5185812237377849,2.687398000716215,0.22746889525677247
CP,0,3.0,0.30634676775984526,0.03384832655940928,0.06111684911429636,0.5180499937503538,2.416986697635007,0.23742023475356566
CP,0,3.06,0.3258238361314804,0.021596537569150143,0.07446841171258244,0.5533144735733406,2.800046530706649,0.23754955148176993
CP,0,3.12,0.28389111709077436,0.021455357011984866,0.052699174012833146,0.5122132155375962,2.2967998766063746,0.24160587252079463
CP,0,3.18,0.31448769298019863,0.027038197458581603,0.054352810130303825,0.5557657918270744,2.6949316532868965,0.24862108445913775
CP,0,3.24,0.3260471540721322,0.025434911309927033,0.047069018787722426,0.596207793536063,2.9467762206319934,0.26071703819665665
CP,0,3.3000000000000003,0.312267889946409,0.0368606937479139,0.05652271012989273,0.5700625144774374,2.728807033348648,0.2570926444487228
CP,0,3.36,0.31715423654899144,0.024429116170184395,0.07034815692928223,0.5452053420008802,2.6640398998293486,0.2413459295547488
CP,0,3.42,0.3000338940029772,0.020771248314490398,0.065203109518194,0.5083057092650534,2.480466214151193,0.2237275423098828
CP,0,3.48,0.30579648799782494,0.015074014586980322,0.0642013818960653,0.5047792381992076,2.5296921366210596,0.2155021753395739
CP,0,3.54,0.3134970840507374,0.019136055482459224,0.05686824234847398,0.5329707218285182,2.791617853942359,0.21788832586156814
CP,0,3.6,0.3290830031515861,0.032045722991675296,0.060597741614968365,0.5178626885308109,2.511464787386866,0.22780011085247914
CP,0,3.66,0.3319476567908737,0.022412257898888455,0.06342454440386279,0.5450630250063171,2.8998656014308857,0.22800395187288142
CP,0,3.72,0.2761300225337807,0.023671961704641697,0.06423045976633468,0.48090083702425623,2.271524723932403,0.2190360547169343
CP,0,3.7800000000000002,0.298614149533299,0.03549568543265402,0.05987301816098037,0.5177849397241319,2.6399483039735836,0.22271295322170503
CP,0,3.84,0.31534209372766864,0.021987910938634725,0.04980570442996539,0.5440938687879562,2.687149636411957,0.2343736490277767
CP,0,3.9,0.3408951198350894,0.02214128931489412,0.054310764520777974,0.5596843800193518,2.91348634748878,0.2350165321110758
CP,0,3.96,0.33945042770933365,0.027838735188158825,0.0697375716194764,0.5458108021660657,2.904531548239342,0.23434123022166542
CP,0,4.0200000000000005,0.34050610778214624,0.026773471204004973,0.06107189556053475,0.5629018821392751,2.917796807387525,0.2383900933540848
CP,0,4.08,0.34543046710389197,0.029189655837929207,0.045857238964970126,0.5796869541885505,2.9301395159721197,0.24390889085503656
CP,0,4.14,0.31223287057981,0.028812749225428647,0.045704581709105054,0.5585143469535585,2.738181188882101,0.24737969832650814
CP,0,4.2,0.3097722571735029,0.02112336825799066,0.03126290993622517,0.5453870794896025,2.510965458659632,0.2527383821079874
CP,0,4.26,0.29672052716003283,0.016179970643814157,0.03084429376406924,0.5187717369289275,2.48447214386554,0.23573236701978315
CP,0,4.32,0.31907699806844375,0.024440685843427734,0.010518126434556472,0.565151992836048,2.805677201173343,0.24134889364465056
CP,0,4.38,0.2972146641890193,0.024006149324338977,0.012416770650913771,0.5310739810414307,2.6316807680948413,0.237899765895029
CP,0,4.44,0.29007620828870734,0.020683111660526388,0.006808608554024642,0.5144655487949916,2.3849624202752464,0.23899088215827058
CP,0,4.5,0.3005830137197417,0.022692303160962712,0.025469276110242786,0.5370461402672901,2.669130847892845,0.23200716037160757
CP,0,4.5600000000000005,0.29067246236490557,0.0229423818715645,0.027065457617555237,0.5253713643494549,2.4864183056192224,0.23252031481369717
CP,0,4.62,0.29511109081223535,0.021640310542921815,0.0334481722592893,0.5171914540830542,2.464864249894584,0.23432447862636147
CP,0,4.68,0.3228122862183537,0.021398921036753782,0.04137044420286223,0.5254665230270148,2.519087535512858,0.2353166758786333
CP,0,4.74,0.3100288273325215,0.021801691535767942,0.024041863848712732,0.5452103044005556,2.7123205192394453,0.23833573765027585
CP,0,4.8,0.28109399535516333,0.02349295195788781,0.04061785986810007,0.4970164332912568,2.2252525261399683,0.23480465706297793
Langevin,1,0.0,1.3010112802397704,0.5306042925346163,0.9981057029317437,0.14994931746630824,0.05051343122922647,0.16825841503946914
Langevin,1,0.06,1.262800058740723,0.48018469615364623,0.9980666764128089,0.16276942352532675,0.12630997637026276,0.16858689420746006
Langevin,1,0.12,1.2571894343212198,0.5181663744199329,0.9927936574810707,0.16302073101965942,0.1678276057948792,0.1608926467150865
Langevin,1,0.18,1.2245088909496469,0.4690005913456021,0.98635010921196,0.15919369325390043,0.1913158580174189,0.15189341848055615
Langevin,1,0.24,1.1871593934458793,0.42406270590519257,0.9788245681626275,0.15011314019623034,0.18645141623340666,0.14198714507046334
Langevin,1,0.3,1.235213159778389,0.425052413848404,0.9746342295217023,0.14671186164463124,0.19630835652099765,0.13613118730273777
Langevin,1,0.36,1.2202265106086925,0.44587131397321844,0.9678066128527154,0.1366105878514784,0.18311217881812214,0.12670428260328806
Langevin,1,0.42,1.2044405623035355,0.3852107885017023,0.9688161596850056,0.1426215141929419,0.20836986599837737,0.12894505170375367
Langevin,1,0.48,1.2116433572321876,0.40869862670806045,0.9660502235758924,0.13931618802324863,0.20427241974735366,0.12578832499070774
Langevin,1,0.54,1.2252074417957057,0.429725674896579,0.9615164159375681,0.1336576592051455,0.2007515124833953,0.11982602919582488
Langevin,1,0.6,1.149260631645835,0.47032591724517203,0.9576072639233598,0.12791707840728195,0.19557678286957192,0.114107032586067
Langevin,1,0.66,1.1692401208672936,0.45239533667966836,0.9512913390875524,0.11563081826107158,0.1637911721386497,0.1056088826049972
Langevin,1,0.72,1.181647171296571,0.421732484410973,0.952696302285081,0.12353807356837154,0.1901969267079665,0.10978235098477312
Langevin,1,0.78,1.1611065329464278,0.45695485434630456,0.9500934163038545,0.12145587806615354,0.19052393458627048,0.10729136416093367
Langevin,1,0.84,1.1368215223878804,0.42020452498963057,0.9436423001223108,0.11193014502820864,0.17485440337301117,0.0989884407660871
Langevin,1,0.9,1.1658624805619129,0.4398748274678569,0.9349936089272511,0.09849036867907224,0.14890026501314402,0.08812529124141136
Langevin,1,0.96,1.1519473970696361,0.4335254743485968,0.9317267429110403,0.09455596621663209,0.1447281436335216,0.08420934126252037
Langevin,1,1.02,1.156410885506153,0.3785696461896525,0.9259283459248867,0.08502398189281501,0.12745944283196653,0.07623465634322485
Langevin,1,1.08,1.130462355874429,0.40390437665500023,0.9170883357750486,0.07422100814187493,0.10725929300837433,0.06731144668077783
Langevin,1,1.1400000000000001,1.1214935413589855,0.39766209027638555,0.9156687063578082,0.07461441809047542,0.1131215360443375,0.06664710328130005
Langevin,1,1.2,1.138943669240073,0.3754880976433156,0.9097252114413475,0.06566019417431934,0.09480351023610167,0.05952697659729625
Langevin,1,1.26,1.1567646285876798,0.384826729752203,0.9072447384319726,0.06293777662871858,0.09057071640236292,0.05715397175206918
Langevin,1,1.32,1.1096306572348718,0.40051379006272425,0.9038602913326758,0.05836054983468775,0.07916549988173649,0.053940282145548635
Langevin,1,1.3800000000000001,1.0964557012819756,0.39506820798240905,0.8993712519103498,0.053098211288173824,0.06937060421293906,0.04956886224837741
Langevin,1,1.44,1.103435836569926,0.37133186005976815,0.8962564206014193,0.05236231909252809,0.07483515951083619,0.047610993151219014
Langevin,1,1.5,1.0900746640459726,0.37045374114994534,0.8922068242862894,0.04939825713640744,0.07737820944785423,0.0436737521624837
Langevin,1,1.56,1.088830337982172,0.3952359836680256,0.890999796720866,0.04774180808845441,0.07400693141244086,0.04237409047649676
Langevin,1,1.62,1.0650009070091728,0.3833140578113008,0.8864010560725845,0.04339436592089885,0.06636874663189996,0.038643677369621626
Langevin,1,1.68,1.1123808560994548,0.42945235849141095,0.8821353503159174,0.03925438259004277,0.0548506216128265,0.035961140052064744
Langevin,1,1.74,1.1216639909586252,0.40291283604433625,0.8808343171490968,0.041488306331443514,0.06717613134934608,0.036192465999631246
Langevin,1,1.8,1.0893544863297902,0.382289787133156,0.8784488761783935,0.03684368685398598,0.05678983326622988,0.03274411407574876
Langevin,1,1.86,1.090895246296163,0.33054237028953404,0.8750898813135621,0.03497458791006802,0.05741858245742815,0.03040746073268566
Langevin,1,1.92,1.0852972068721656,0.3807343137812631,0.8711644132242562,0.0284114851515469,0.03993664351497206,0.02602938767982918
Langevin,1,1.98,1.070297503076643,0.3629264854511657,0.865074238320882,0.020843406685228105,0.024456295798779615,0.02004773312800931
Langevin,1,2.04,1.0629157202835644,0.3560105526936733,0.8638247955226408,0.021063229524499905,0.02168063823150468,0.02080942911743336
Langevin,1,2.1,1.0598893433034888,0.3554393412626978,0.8610629343653579,0.019272158041660936,0.020428456872824463,0.01895561558585479
Langevin,1,2.16,1.0742800481255501,0.39030645348147963,0.8612394530921181,0.02418924354477503,0.03807856252029185,0.021432197991209073
Langevin,1,2.22,1.0767205237559256,0.35760426686361546,0.8579290895821979,0.018134424781606207,0.02144682331435699,0.017374775409093657
Langevin,1,2.2800000000000002,1.042753018392947,0.3570065516465015,0.8534926849945009,0.017268391322490917,0.023952182657886678,0.015932642614749915
Langevin,1,2.34,1.0782863518599322,0.32592918924533876,0.851605672360425,0.01992577017961783,0.031965231067827005,0.017543974732402712
Langevin,1,2.4,1.0449768474417442,0.3040120098407688,0.8511744949847655,0.021539405881705664,0.03024028227731257,0.01967765422839174
Langevin,1,2.46,1.0806260305137327,0.40584651358620105,0.8454691673364255,0.014117388434283229,0.01387465214459116,0.014121121858619606
Langevin,1,2.52,1.0756305835312,0.39215338894363483,0.8459680764282365,0.018021814457362284,0.027617938836606792,0.01611977965440034
Langevin,1,2.58,1.0823145955437439,0.3309161147305901,0.8449035729426505,0.019906777423273514,0.03048495897368808,0.017721832888501377
Langevin,1,2.64,1.031822845792023,0.33150968635379574,0.8424613919018729,0.018218860717184593,0.029307317933879307,0.015917853515289876
Langevin,1,2.7,1.0771272127298035,0.34988086324513334,0.8415132545064576,0.020636308988101426,0.036484129164349066,0.01744432205700097
Langevin,1,2.7600000000000002,1.0420772374586016,0.3603508503556335,0.8426075059512182,0.025005276842275048,0.048995006398572793,0.020231858281915815
Langevin,1,2.82,1.0608794250469187,0.3080499553475533,0.8394837722384982,0.022973204135328662,0.04190593280766752,0.019211293437804977
Langevin,1,2.88,1.0514827667092952,0.29721233492088084,0.8358809755597442,0.020219199864098925,0.03474366636807236,0.017332130527330847
Langevin,1,2.94,1.0429589141929991,0.3762802575782743,0.8309024240051601,0.01540878818355973,0.01926467555843714,0.014524587533566863
Langevin,1,3.0,1.0486012733748562,0.31956021789997047,0.8274017587152496,0.014503481813074703,0.01977962772401476,0.013462799550534726
Langevin,1,3.06,1.035655182552179,0.37950267050041464,0.8294043196588109,0.02276045500459445,0.041542178194422186,0.019088195707979566
Langevin,1,3.12,1.008291666335458,0.3219689896971394,0.822919770875667,0.02209793340638977,0.04109506116096784,0.018301254682750734
Langevin,1,3.18,1.0701140500307245,0.33060704425132914,0.8249412885503065,0.024773599000376456,0.042652041059680124,0.02112521762844427
Langevin,1,3.24,1.0321354700839982,0.33691437230167043,0.8232345362152118,0.024727969098199964,0.045182513430805815,0.020685934146159102
Langevin,1,3.3000000000000003,1.0288315586567582,0.32141853440571744,0.8205520294344535,0.021419260845490617,0.032284979168216155,0.019268136471558867
Langevin,1,3.36,1.013156758325074,0.28837002879090856,0.8193295492326279,0.02089545550267069,0.030497603367045545,0.019037169268331183
Langevin,1,3.42,1.028895428537387,0.2921044106205547,0.8182829672070943,0.022591851105886573,0.03838120271587597,0.01951007348498035
Langevin,1,3.48,1.0378418995413776,0.3100866689155136,0.8141174455097214,0.02425777141280605,0.0463087103444636,0.01991168677268032
Langevin,1,3.54,1.0268858931575824,0.3331389812706549,0.8137094528673058,0.027036183294365634,0.049042666696419546,0.022577477740758356
Langevin,1,3.6,1.017786161768243,0.33202492671435946,0.8098592414670065,0.023612948684117452,0.04793628857175436,0.018761536418451213
Langevin,1,3.66,0.9842305605431679,0.30112896559587743,0.8066310874915061,0.019927414504584573,0.04178561689114135,0.01562538661439239
Langevin,1,3.72,1.0052703845980078,0.2815502687459781,0.8015410761600924,0.01429519448237393,0.021930227768373167,0.012777867007829596
Langevin,1,3.7800000000000002,0.987006362153805,0.3205870889375233,0.795211710910795,0.0098231882233073,0.014744824672666357,0.00887051922715651
Langevin,1,3.84,0.9754199830614348,0.27834034954456865,0.789841986240421,0.00888559081191509,0.013675264369902185,0.008049259192948216
Langevin,1,3.9,0.9926281250993926,0.27470178058824113,0.7903540439980459,0.011380946520510138,0.019823184848723252,0.009840548388930254
Langevin,1,3.96,0.9733520577530759,0.28377388504638545,0.7806273727023003,0.003982053982029443,0.016013400391698518,0.0014560731738196553
Langevin,1,4.0200000000000005,0.9699479180627837,0.2820598276942857,0.778520227889409,0.001979630339855043,0.006358942326263328,0.0010651393524711839
Langevin,1,4.08,0.9740640502304417,0.28549568412944826,0.7759295453637395,0.002546559475203103,0.011433161830723182,0.0007702002464984037
Langevin,1,4.14,0.9503973304122307,0.32255650739275565,0.7732872977025392,0.006223351849503622,0.019228950630963304,0.003605852570124718
Langevin,1,4.2,0.9858206216812846,0.28797750380584175,0.7741717088877126,0.0033061036197182814,0.005025071059230224,0.0029181540731370026
Langevin,1,4.26,0.9622419273598756,0.2871581707906786,0.7716893344342594,0.0018955605526166375,0.005060367578280323,0.0011784733499911604
Langevin,1,4.32,0.9502239415808713,0.26415985117339047,0.7679587888507374,0.0008099620219563786,0.00564619883439943,0.0001512000161545679
Langevin,1,4.38,0.969167051665942,0.3112140019533276,0.7615840428161047,0.005977167985449117,0.0028611653007395432,0.006524966788615888
Langevin,1,4.44,0.96144560044011,0.280314710509443,0.7626071290221738,0.0008408878575614231,0.003848517007906116,0.001788348315496957
Langevin,1,4.5,0.9509027593766171,0.3050599694783265,0.7582268809517237,0.005186372410695417,0.0058160797730428815,0.00495057580098246
Langevin,1,4.5600000000000005,0.9701703596300494,0.273693998161491,0.7515210962473701,0.010865673039917478,0.019855808229672478,0.009015577822746146
Langevin,1,4.62,0.9653906929676923,0.2518901356881206,0.7506022693969786,0.009428630664673476,0.013950786141234794,0.00839490013732272
Langevin,1,4.68,0.9374362752681854,0.31976849463497614,0.7502381472928508,0.006346445956558533,0.009556400016465738,0.005532835859290125
Langevin,1,4.74,0.9212822287341869,0.2729735158047548,0.7462968904347781,0.008922543440941011,0.012746054295853848,0.008017575167813623
Langevin,1,4.8,0.9213932817903768,0.2823377757229495,0.7441314917865229,0.011578574585423218,0.01841226163926224,0.010089632481712796
Kinetic-Langevin,1,0.0,1.3010112802397704,0.5306042925346163,0.9981057029317437,0.14994931746630824,0.05051343122922647,0.16825841503946914
Kinetic-Langevin,1,0.06,1.2490949610157862,0.47335355632409926,0.9954687168850319,0.1633672683421179,0.1500752934848898,0.16471940610434693
Kinetic-Langevin,1,0.12,1.2153269777947613,0.48173533926797973,0.9819926258520334,0.1674348692514842,0.2610685166455097,0.1480987047000469
Kinetic-Langevin,1,0.18,1.1656975854509848,0.42612801511862286,0.9503853428719929,0.12013086923944627,0.16618432623111035,0.11001667169133413
Kinetic-Langevin,1,0.24,1.1199119194108134,0.3871310743661647,0.9082377744611131,0.04348627154745699,0.02846785932581941,0.05716177471537112
Kinetic-Langevin,1,0.3,1.1503903178309023,0.3907178508541317,0.8672481822392905,0.020471197322120438,0.15770133002744802,0.006946260588655134
Kinetic-Langevin,1,0.36,1.1082373458034536,0.3708675844479905,0.8388747031617484,0.0466203735240851,0.17717653293271762,0.020216918288176233
Kinetic-Langevin,1,0.42,1.069539868402483,0.3178381932463118,0.8255503715907117,0.04110485755076221,0.13506882417835842,0.022018688892042948
Kinetic-Langevin,1,0.48,1.0678701489133324,0.3275103009086714,0.8219616488208845,0.022668793630548967,0.09065124326659035,0.009088154156411565
Kinetic-Langevin,1,0.54,1.089086632859613,0.34405643554747734,0.8239083284366638,0.0020425338324026043,0.04641786061403819,0.011518751365917068
Kinetic-Langevin,1,0.6,1.020331314330188,0.3916622861179403,0.828203713857866,0.02924457490949328,0.0018882794016621407,0.03437539019249941
Kinetic-Langevin,1,0.66,1.0499391567361043,0.3660448309534502,0.8303991001791899,0.05091898437577713,0.04230871486955767,0.05224910956796265
