experiment,method,time,L1_density_error_mean,L1_density_error_std,L1_density_error_count,L2_density_error_mean,L2_density_error_std,L2_density_error_count,truncated_KDE_chi2_mean,truncated_KDE_chi2_std,truncated_KDE_chi2_count,KDE_CDF_sup_error_mean,KDE_CDF_sup_error_std,KDE_CDF_sup_error_count,empirical_CDF_sup_error_mean,empirical_CDF_sup_error_std,empirical_CDF_sup_error_count,KDE_vs_empirical_CDF_sup_mean,KDE_vs_empirical_CDF_sup_std,KDE_vs_empirical_CDF_sup_count,KDE_integral_mean,KDE_integral_std,KDE_integral_count,L1_density_error_se,L2_density_error_se,truncated_KDE_chi2_se,KDE_CDF_sup_error_se,empirical_CDF_sup_error_se,KDE_vs_empirical_CDF_sup_se,KDE_integral_se,KDE_bandwidth,chi_interval_left,chi_interval_right,chi_omitted_target_mass,chi_target_density_min
double-well,CP,2.34,0.4247262206568602,0.01869949113392659,4,0.05019440386713342,0.00471304396379256,4,0.10984111568122779,0.009082830824106491,4,0.13232237058001883,0.008382964862514842,4,0.13043197179714622,0.008403759506466007,4,0.00885730231697909,0.0006877904406913298,4,1.0,1.4332917616497527e-16,4,0.009349745566963295,0.00235652198189628,0.004541415412053246,0.004191482431257421,0.004201879753233003,0.0003438952203456649,7.166458808248763e-17,0.044680194829788474,-1.3928523387877063,1.3795041741603404,0.020000000000000018,0.09593733604311634
double-well,CP,2.4,0.4125227343747586,0.017835443842368445,4,0.046108144608030865,0.004533706215554379,4,0.10191838209488173,0.013368027235885436,4,0.126453601444672,0.005254839956470291,4,0.12494788638689995,0.005352449616468055,4,0.008819123243370502,0.0005122887263142788,4,0.9999999999999999,1.1102230246251565e-16,4,0.008917721921184223,0.0022668531077771896,0.006684013617942718,0.0026274199782351454,0.0026762248082340275,0.0002561443631571394,5.551115123125783e-17,0.044680194829788474,-1.3928523387877063,1.3795041741603404,0.020000000000000018,0.09593733604311634
double-well,CP,2.46,0.41958774600765425,0.017828189614043487,4,0.04780206665706631,0.003849694258817872,4,0.10942620725226693,0.0065880586433481395,4,0.1284841034921198,0.006426659445963503,4,0.12705393497605996,0.006334649666163213,4,0.008339161495400753,0.001083998202766439,4,1.0,6.409875621278546e-17,4,0.008914094807021744,0.001924847129408936,0.0032940293216740697,0.0032133297229817513,0.0031673248330816063,0.0005419991013832195,3.204937810639273e-17,0.044680194829788474,-1.3928523387877063,1.3795041741603404,0.020000000000000018,0.09593733604311634
double-well,CP,2.52,0.4123740558820824,0.025669498458195626,4,0.04626860443406465,0.006875881475463987,4,0.09926710275126055,0.01042639282311268,4,0.12726725894734384,0.009408793327421528,4,0.1253765067503022,0.00852136801893593,4,0.008403855349147754,0.0008303634116569235,4,1.0,0.0,4,0.012834749229097813,0.0034379407377319936,0.00521319641155634,0.004704396663710764,0.004260684009467965,0.00041518170582846174,0.0,0.044680194829788474,-1.3928523387877063,1.3795041741603404,0.020000000000000018,0.09593733604311634
double-well,CP,2.58,0.4163512752635824,0.03990602763600921,4,0.04737242385633413,0.009238428473610815,4,0.10022863859180609,0.010470029312337108,4,0.12508030464883138,0.012990992309660825,4,0.12284767131181948,0.013290056780902152,4,0.008039874551893342,0.0004638364852161863,4,1.0,0.0,4,0.019953013818004604,0.004619214236805408,0.005235014656168554,0.006495496154830412,0.006645028390451076,0.00023191824260809316,0.0,0.044680194829788474,-1.3928523387877063,1.3795041741603404,0.020000000000000018,0.09593733604311634
double-well,CP,2.64,0.41883030005924093,0.03283304217790858,4,0.04926892768791152,0.009782113878971665,4,0.10363480142173669,0.016039785444048292,4,0.12351095875997337,0.011792161604722809,4,0.12231281609124793,0.011981225402111618,4,0.007803657619187797,0.0007126743941479164,4,1.0,6.409875621278546e-17,4,0.01641652108895429,0.004891056939485832,0.008019892722024146,0.0058960808023614045,0.005990612701055809,0.0003563371970739582,3.204937810639273e-17,0.044680194829788474,-1.3928523387877063,1.3795041741603404,0.020000000000000018,0.09593733604311634
double-well,CP,2.7,0.41933235323473333,0.02648592841714975,4,0.04888225816120193,0.009884475746334642,4,0.10292549477110263,0.021336226399438978,4,0.12327941270395751,0.008679416038028093,4,0.12129205432249152,0.009577763432318268,4,0.008532124360004525,0.0001644684470458135,4,1.0,1.2819751242557092e-16,4,0.013242964208574876,0.004942237873167321,0.010668113199719489,0.004339708019014047,0.004788881716159134,8.223422352290675e-05,6.409875621278546e-17,0.044680194829788474,-1.3928523387877063,1.3795041741603404,0.020000000000000018,0.09593733604311634
double-well,CP,2.7600000000000002,0.4164916189350144,0.014676004533008102,4,0.04787314254211326,0.004907638801497246,4,0.10451153791573627,0.009268648585800855,4,0.11960648861490769,0.009339547631626775,4,0.11800050829060466,0.010522089516333492,4,0.00876453167215931,0.0015510575402204844,4,1.0,1.2819751242557092e-16,4,0.007338002266504051,0.002453819400748623,0.004634324292900427,0.004669773815813388,0.005261044758166746,0.0007755287701102422,6.409875621278546e-17,0.044680194829788474,-1.3928523387877063,1.3795041741603404,0.020000000000000018,0.09593733604311634
double-well,CP,2.82,0.41400361419760434,0.017912933650092104,4,0.0474554397585563,0.004947547466978685,4,0.10711677754439806,0.0179076690060386,4,0.12055109135763867,0.010631843448701219,4,0.11883759708865524,0.01011021127536198,4,0.009034314719098019,0.0012015981381695356,4,1.0,1.2819751242557092e-16,4,0.008956466825046052,0.0024737737334893425,0.0089538345030193,0.005315921724350609,0.00505510563768099,0.0006007990690847678,6.409875621278546e-17,0.044680194829788474,-1.3928523387877063,1.3795041741603404,0.020000000000000018,0.09593733604311634
double-well,CP,2.88,0.40511812911304057,0.01747434902077778,4,0.04587950842060488,0.0047745722145432525,4,0.10190899419079483,0.014084023969583631,4,0.11796812349999719,0.009040253620812419,4,0.1158539320114963,0.009087987740825716,4,0.008155247576585048,0.00014128411689041638,4,1.0,1.2819751242557092e-16,4,0.00873717451038889,0.0023872861072716262,0.007042011984791816,0.004520126810406209,0.004543993870412858,7.064205844520819e-05,6.409875621278546e-17,0.044680194829788474,-1.3928523387877063,1.3795041741603404,0.020000000000000018,0.09593733604311634
double-well,CP,2.94,0.41189003781413464,0.016932635706730922,4,0.0460236673889019,0.004772882155453643,4,0.10213783071397439,0.011894489607716375,4,0.11655211315878104,0.008946489300000797,4,0.11512439831313709,0.010004569921657517,4,0.00848692768257215,0.0009928651212766833,4,1.0,6.409875621278546e-17,4,0.008466317853365461,0.0023864410777268215,0.0059472448038581874,0.0044732446500003985,0.005002284960828759,0.0004964325606383416,3.204937810639273e-17,0.044680194829788474,-1.3928523387877063,1.3795041741603404,0.020000000000000018,0.09593733604311634
double-well,CP,3.0,0.4152275446430049,0.032005409411123925,4,0.04550275715960671,0.007016066168252124,4,0.10090799590471462,0.013150168275083878,4,0.11742815666399727,0.013888393207018549,4,0.11506724096469759,0.014286417279043605,4,0.008552589693880779,0.001113497202551099,4,1.0,1.1102230246251565e-16,4,0.016002704705561963,0.003508033084126062,0.006575084137541939,0.006944196603509274,0.0071432086395218026,0.0005567486012755495,5.551115123125783e-17,0.044680194829788474,-1.3928523387877063,1.3795041741603404,0.020000000000000018,0.09593733604311634
double-well,CP,3.06,0.40553846489976686,0.023657989321501774,4,0.04259861253493555,0.003969784219925655,4,0.10000336211922453,0.008286929007135539,4,0.11475716383484451,0.010809449500456784,4,0.11252560056585523,0.011406956767628727,4,0.007982761747600847,0.0011297871656120806,4,0.9999999999999999,1.1102230246251565e-16,4,0.011828994660750887,0.0019848921099628273,0.004143464503567769,0.005404724750228392,0.005703478383814364,0.0005648935828060403,5.551115123125783e-17,0.044680194829788474,-1.3928523387877063,1.3795041741603404,0.020000000000000018,0.09593733604311634
double-well,CP,3.12,0.4056916386419843,0.014608838557356582,4,0.043090717750071436,0.003210218143634826,4,0.09906768352076792,0.005847767387084009,4,0.113459607783144,0.007438994036809827,4,0.1122179342480701,0.007272756840501448,4,0.009009673920362879,0.0009345153486403282,4,1.0,1.4332917616497527e-16,4,0.007304419278678291,0.001605109071817413,0.0029238836935420046,0.0037194970184049134,0.003636378420250724,0.0004672576743201641,7.166458808248763e-17,0.044680194829788474,-1.3928523387877063,1.3795041741603404,0.020000000000000018,0.09593733604311634
double-well,CP,3.18,0.4102947056037137,0.014325986934949424,4,0.04376912155565234,0.0029434203533450958,4,0.09644047337702978,0.005205190956824834,4,0.11688859156934606,0.010249353877756327,4,0.1160384234042923,0.009288618618262835,4,0.008243728076725604,0.0007598151775153146,4,1.0,1.2819751242557092e-16,4,0.007162993467474712,0.0014717101766725479,0.002602595478412417,0.0051246769388781635,0.004644309309131418,0.0003799075887576573,6.409875621278546e-17,0.044680194829788474,-1.3928523387877063,1.3795041741603404,0.020000000000000018,0.09593733604311634
