method,seed,time,W1,L1_pdf,CDF_sup,well_TV,accept
Langevin,0,1.44,0.8875399035980214,0.9872355293170421,0.4856020391191752,0.4813636363636363,
Langevin,0,1.5,0.8837940386533185,0.975737939186641,0.4822932251593872,0.4813636363636363,
Langevin,0,1.56,0.881285053389491,0.9760427819038766,0.4814210345288456,0.4786363636363636,
Langevin,0,1.62,0.8746663403564352,0.9721630341397214,0.47551194361975463,0.47409090909090906,
Langevin,0,1.68,0.8734519158890363,0.96623408948352,0.4740412703293363,0.47181818181818175,
Langevin,0,1.74,0.8669204914547839,0.9601655258354602,0.47265731795730637,0.4686363636363636,
Langevin,0,1.8,0.863164440584389,0.9608454476644761,0.4720863471162933,0.4695454545454545,
Langevin,0,1.86,0.8612232947161874,0.9549676321503193,0.4728759099534121,0.46681818181818174,
Langevin,0,1.92,0.8563507179125666,0.9509322198411545,0.47044661695862466,0.4649999999999999,
Langevin,0,1.98,0.853280226493879,0.9574703067554484,0.4690198776646835,0.46681818181818174,
Langevin,0,2.04,0.8482113732544604,0.9451927578324775,0.46483572821180436,0.46409090909090905,
Langevin,0,2.1,0.8463854477693251,0.9413963664135107,0.46390452893447515,0.45772727272727265,
Langevin,0,2.16,0.8435177805018491,0.9343677482268398,0.46083913613912453,0.45863636363636356,
Langevin,0,2.22,0.8408882887662777,0.9349765195039719,0.4586363636363635,0.45863636363636356,
Langevin,0,2.2800000000000002,0.8415903563502385,0.9302370933475557,0.457691173716721,0.45681818181818173,
Langevin,0,2.34,0.8384615263137835,0.9283748900618716,0.4565763455635864,0.45499999999999996,
Langevin,0,2.4,0.835779212592346,0.9346010057687526,0.4528679195877141,0.4518181818181818,
Langevin,0,2.46,0.8358431452286994,0.9332594332342876,0.4560733626972865,0.45499999999999996,
Langevin,0,2.52,0.8374174140378872,0.9242265406901864,0.4518386797048418,0.44909090909090904,
Langevin,0,2.58,0.831579315273974,0.9206853830438495,0.4505375944627674,0.45090909090909087,
Langevin,0,2.64,0.8265842550528173,0.9165134836350806,0.4491146982693148,0.4477272727272727,
Langevin,0,2.7,0.8223140842553984,0.9080369626237441,0.44667753495774043,0.4463636363636363,
Langevin,0,2.7600000000000002,0.8155833296762909,0.9062897666687157,0.4440671199125033,0.44363636363636355,
Langevin,0,2.82,0.8125634329850966,0.9035705738208243,0.4422932251593873,0.4418181818181818,
Langevin,0,2.88,0.8104031830014401,0.9004242112073895,0.4411509271636863,0.4395454545454545,
Langevin,0,2.94,0.8059980089088709,0.9002905631707028,0.4383224650422596,0.43681818181818177,
Langevin,0,3.0,0.7960105090673685,0.8934679090850837,0.4368892132444073,0.43499999999999994,
Langevin,0,3.06,0.79360435848633,0.8973256839657994,0.4364132751252091,0.4336363636363636,
Langevin,0,3.12,0.7903260365729401,0.8820002815245704,0.43310587009426493,0.4322727272727272,
Langevin,0,3.18,0.788190525921707,0.8809160536618204,0.43483572821180433,0.4327272727272727,
Langevin,0,3.24,0.7882112456965036,0.8787445077011805,0.42909090909090897,0.4295454545454545,
Langevin,0,3.3000000000000003,0.7833462647291909,0.8849372842693035,0.4308853017306851,0.42590909090909085,
Langevin,0,3.36,0.7806515114207357,0.8738157071176946,0.42607336269728646,0.42499999999999993,
Langevin,0,3.42,0.7787542032884541,0.8689280132328474,0.42657634556358637,0.4254545454545454,
Langevin,0,3.48,0.7777174578049951,0.8702160752367958,0.42720169584650164,0.4254545454545454,
Langevin,0,3.54,0.7740218183869796,0.8652698642778656,0.42430361829085905,0.424090909090909,
Langevin,0,3.6,0.7703100849661999,0.8585848067949997,0.42332246504225957,0.4227272727272727,
Langevin,0,3.66,0.7697571115724647,0.854186314059752,0.4205375944627675,0.4195454545454545,
Langevin,0,3.72,0.7698425280983039,0.860586484460824,0.41909883758682986,0.41818181818181815,
Langevin,0,3.7800000000000002,0.7625394477570189,0.8521905568652817,0.41892663730271346,0.41772727272727267,
Langevin,0,3.84,0.7600369010921254,0.8507437097552595,0.4182648671900402,0.419090909090909,
Langevin,0,3.9,0.7567747232421708,0.8498129662906666,0.4147097263336501,0.4149999999999999,
Langevin,0,3.96,0.7533888276236705,0.8498966155914315,0.41143958445118967,0.41,
Langevin,0,4.0200000000000005,0.7480007066034379,0.8456367222050649,0.4136284351404428,0.41227272727272724,
Langevin,0,4.08,0.7464861239024115,0.8431321557723986,0.41312685525488674,0.4113636363636363,
Langevin,0,4.14,0.745853801356911,0.8416806812200547,0.4123486753602805,0.4104545454545454,
Langevin,0,4.2,0.7442019634216186,0.8360317418995723,0.40858672487479075,0.40772727272727266,
Langevin,0,4.26,0.7420539693814734,0.8358883834927142,0.40767230980034125,0.4063636363636363,
Langevin,0,4.32,0.7417116824975521,0.8301281164406527,0.40665391002998613,0.4063636363636363,
Langevin,0,4.38,0.7383457485500406,0.8341952656015501,0.4072177643457959,0.40272727272727266,
Langevin,0,4.44,0.736005033067118,0.8245716355498189,0.4030175463936226,0.4009090909090908,
Langevin,0,4.5,0.7360621334698191,0.825496064381988,0.40304117132137685,0.4013636363636363,
Langevin,0,4.5600000000000005,0.731151786798067,0.8242214803258561,0.39946950645790125,0.39818181818181814,
Langevin,0,4.62,0.7291898094751555,0.8250846922904643,0.39674223373062856,0.3968181818181818,
Langevin,0,4.68,0.7277159422153692,0.8204209372024325,0.39834608997001375,0.39909090909090905,
Langevin,0,4.74,0.7293649742888262,0.8114933732621357,0.39460041747238594,0.39499999999999996,
Langevin,0,4.8,0.7283482453053557,0.8111047332330168,0.3932314569433909,0.3913636363636363,
Kinetic-Langevin,0,0.0,1.019113988814569,1.5154490518790928,0.681987042686254,0.49999999999999994,
Kinetic-Langevin,0,0.06,0.9923802400872744,1.2239183127374675,0.6014995517625212,0.49999999999999994,
Kinetic-Langevin,0,0.12,0.9770041340628896,1.090751934127979,0.5412549278353626,0.49999999999999994,
Kinetic-Langevin,0,0.18,0.9443604597853404,1.0475553415633403,0.5151404613895094,0.49681818181818177,
Kinetic-Langevin,0,0.24,0.9071873597001642,1.0528589168989217,0.5008153021470987,0.49181818181818177,
Kinetic-Langevin,0,0.3,0.8740019099957732,1.0727006885687203,0.49380717978638483,0.48681818181818176,
Kinetic-Langevin,0,0.36,0.843130346614159,1.0245361816117655,0.4852681652981115,0.4799999999999999,
Kinetic-Langevin,0,0.42,0.8256288355138388,0.9748643066366909,0.47088530173068505,0.4699999999999999,
Kinetic-Langevin,0,0.48,0.8215699169456746,0.9571228756766873,0.46038351402831984,0.45863636363636356,
Kinetic-Langevin,0,0.54,0.8211649941607871,0.9399385641340665,0.4514210345288456,0.4472727272727272,
Kinetic-Langevin,0,0.6,0.8201475196998702,0.9258964020621112,0.44663180166174793,0.4422727272727272,
Kinetic-Langevin,0,0.66,0.8189138088364284,0.9285506919876962,0.4470312031676524,0.4372727272727272,
Kinetic-Langevin,0,0.72,0.8120660505919481,0.9257474414964962,0.4417364442174667,0.43545454545454537,
Kinetic-Langevin,0,0.78,0.8013088932223429,0.909233801321288,0.436794392639776,0.434090909090909,
Kinetic-Langevin,0,0.84,0.7872746842187583,0.9012134516768205,0.434918262399285,0.4281818181818181,
Kinetic-Langevin,0,0.9,0.7713544597368222,0.8719792640541729,0.4253670577420753,0.41999999999999993,
Kinetic-Langevin,0,0.96,0.7588983018455759,0.8741567640529246,0.42047074382700256,0.4145454545454545,
Kinetic-Langevin,0,1.02,0.7461560670341274,0.8561047514852099,0.41274777061393275,0.41181818181818175,
Kinetic-Langevin,0,1.08,0.7328470355817501,0.8473674188693738,0.4071084554845316,0.4063636363636363,
Kinetic-Langevin,0,1.1400000000000001,0.7210764574122752,0.8345347001605448,0.4045659524321146,0.4018181818181818,
Kinetic-Langevin,0,1.2,0.7111962424704199,0.8242759685025511,0.39952166536704875,0.3995454545454545,
Kinetic-Langevin,0,1.26,0.703067029873168,0.81862954792425,0.3942315559513504,0.3909090909090909,
Kinetic-Langevin,0,1.32,0.6948461001307817,0.8082730191969083,0.3869668190443212,0.38499999999999995,
Kinetic-Langevin,0,1.3800000000000001,0.6883488392703395,0.7920132456419129,0.38041844644399375,0.3777272727272727,
Kinetic-Langevin,0,1.44,0.6835575737616703,0.7774020287930862,0.3735814007094322,0.3727272727272727,
Kinetic-Langevin,0,1.5,0.678257103980952,0.7675687925102712,0.37040490669297266,0.36727272727272725,
Kinetic-Langevin,0,1.56,0.6720058673542884,0.7703315591412576,0.3665042832240777,0.36499999999999994,
Kinetic-Langevin,0,1.62,0.6620715872800659,0.7509749411255999,0.3632023160684782,0.3613636363636363,
Kinetic-Langevin,0,1.68,0.6487370508117609,0.7457400958956406,0.35887819989095904,0.35681818181818176,
Kinetic-Langevin,0,1.74,0.6362726531209648,0.7387728411735167,0.35483572821180437,0.3549999999999999,
Kinetic-Langevin,0,1.8,0.6252547566354322,0.7372762972370865,0.35183867970484184,0.3486363636363636,
Kinetic-Langevin,0,1.86,0.6169913712397037,0.7258021334252469,0.34446240553723234,0.3445454545454545,
Kinetic-Langevin,0,1.92,0.6110659968576927,0.7033502483246901,0.33868600239793634,0.33681818181818174,
Kinetic-Langevin,0,1.98,0.6084363003801811,0.6903795403035756,0.33310587009426496,0.3327272727272727,
Kinetic-Langevin,0,2.04,0.6055717691721874,0.6944919011711634,0.32854887592389337,0.32590909090909087,
Kinetic-Langevin,0,2.1,0.6004149416444229,0.7037141142000777,0.3230343245171884,0.3177272727272727,
Kinetic-Langevin,0,2.16,0.5914894936823419,0.6872990080846213,0.3181118634118518,0.31863636363636355,
Kinetic-Langevin,0,2.22,0.5785504851798466,0.6731949570762685,0.316794392639776,0.31499999999999995,
Kinetic-Langevin,0,2.2800000000000002,0.5640174867833745,0.6591384205329688,0.31447549977548817,0.31136363636363634,
Kinetic-Langevin,0,2.34,0.5506111284591513,0.6455607232678575,0.30890452893447523,0.30636363636363634,
Kinetic-Langevin,0,2.4,0.5388691187934505,0.6325414585099258,0.30380063542455926,0.30318181818181816,
Kinetic-Langevin,0,2.46,0.530860317530896,0.6381076586411791,0.3004545454545453,0.30045454545454536,
Kinetic-Langevin,0,2.52,0.5255604597945986,0.6285807494330398,0.29724893809432146,0.2945454545454545,
Kinetic-Langevin,0,2.58,0.5216730176525309,0.6248758532961711,0.2909011624131701,0.29,
Kinetic-Langevin,0,2.64,0.5178736813531158,0.6119397941630688,0.28539958252761405,0.2845454545454545,
Kinetic-Langevin,0,2.7,0.5118222347296971,0.6040409934189807,0.2801406468604414,0.279090909090909,
Kinetic-Langevin,0,2.7600000000000002,0.5025898634586167,0.5912633482828717,0.2735533146281414,0.27318181818181814,
Kinetic-Langevin,0,2.82,0.4916332010052439,0.5770446082622325,0.2696285035536765,0.26999999999999996,
Kinetic-Langevin,0,2.88,0.47941960915738746,0.5705929500444253,0.2669668190443212,0.2636363636363636,
Kinetic-Langevin,0,2.94,0.46816573977087805,0.5736716015640931,0.26189412990573513,0.2613636363636363,
Kinetic-Langevin,0,3.0,0.4598948703779506,0.5759655098820888,0.2577822356542041,0.25454545454545446,
Kinetic-Langevin,0,3.06,0.4524124965126668,0.566772413164079,0.2555041842161182,0.2518181818181818,
Kinetic-Langevin,0,3.12,0.4457767256328902,0.5435539750869839,0.2509801223353164,0.2486363636363636,
Kinetic-Langevin,0,3.18,0.4387629855319264,0.5295175285748233,0.24543075627613958,0.24454545454545448,
Kinetic-Langevin,0,3.24,0.4300017204980452,0.519572821995347,0.23909090909090902,0.23909090909090905,
Kinetic-Langevin,0,3.3000000000000003,0.42124753711070023,0.5163175076203512,0.23743699906092286,0.2381818181818181,
Kinetic-Langevin,0,3.36,0.4132154091926712,0.5246237053095328,0.23318181818181805,0.2331818181818181,
Kinetic-Langevin,0,3.42,0.4042203574479766,0.5018710527818844,0.22695882867862316,0.22727272727272724,
Kinetic-Langevin,0,3.48,0.3971881550572927,0.49909983307841416,0.22293998192722275,0.22181818181818175,
Kinetic-Langevin,0,3.54,0.3913128556806238,0.4794695588503457,0.2188006354245592,0.21909090909090906,
Kinetic-Langevin,0,3.6,0.3854281575762747,0.4791564030089351,0.2132528496080437,0.2131818181818181,
Kinetic-Langevin,0,3.66,0.3765036488799691,0.4778620173492865,0.2083460899700138,0.20863636363636356,
Kinetic-Langevin,0,3.72,0.3660323134332456,0.46661531358776964,0.20235577628094925,0.20272727272727267,
Kinetic-Langevin,0,3.7800000000000002,0.35723160543273796,0.4641386877137865,0.19865686152302364,0.1972727272727272,
Kinetic-Langevin,0,3.84,0.349638459192228,0.44252761647232614,0.19678208280763015,0.19499999999999992,
Kinetic-Langevin,0,3.9,0.3434366657023252,0.45260489968934625,0.1954049066929726,0.19318181818181815,
Kinetic-Langevin,0,3.96,0.3376734779693175,0.4345932371497797,0.19218967826450511,0.19136363636363632,
Kinetic-Langevin,0,4.0200000000000005,0.3320545882212876,0.43379093123990986,0.19008304900822204,0.18999999999999992,
Kinetic-Langevin,0,4.08,0.32956776461542364,0.43163177236296135,0.18871941264458558,0.18954545454545452,
Kinetic-Langevin,0,4.14,0.3263429925097897,0.4309096381560049,0.1864185992905677,0.1845454545454545,
Kinetic-Langevin,0,4.2,0.3236246279274905,0.41243811757740084,0.18265624130104713,0.1822727272727272,
Kinetic-Langevin,0,4.26,0.32093950752697353,0.4332755509320679,0.18234867536028054,0.18181818181818174,
Kinetic-Langevin,0,4.32,0.3185343500836234,0.4227195360212235,0.17953752604953377,0.17863636363636357,
Kinetic-Langevin,0,4.38,0.31702671272396193,0.4201737465148738,0.1796940917715939,0.17772727272727268,
Kinetic-Langevin,0,4.44,0.3155908558139637,0.4049528499098394,0.18143958445118968,0.1772727272727272,
Kinetic-Langevin,0,4.5,0.3134195193800899,0.4187417323224498,0.1794904916185231,0.17863636363636357,
Kinetic-Langevin,0,4.5600000000000005,0.31088760827958667,0.4123832175464973,0.1773437586989528,0.17590909090909085,
Kinetic-Langevin,0,4.62,0.30845364136716635,0.4120889969848757,0.17424691758431243,0.17272727272727267,
Kinetic-Langevin,0,4.68,0.3058670067666557,0.40905934983909775,0.1718892132444073,0.1695454545454545,
Kinetic-Langevin,0,4.74,0.3012479187756495,0.40978009764331685,0.1692580961538217,0.16999999999999996,
Kinetic-Langevin,0,4.8,0.2971755355519927,0.4045997128868787,0.16966936130801058,0.16545454545454538,
LSC-CP,0,0.0,1.019113988814569,1.5154490518790928,0.681987042686254,0.49999999999999994,
LSC-CP,0,0.06,0.9303537763221509,1.224474197781729,0.5820105309036061,0.47227272727272723,
LSC-CP,0,0.12,0.8540508148694059,1.084251739302766,0.5230943506915692,0.44590909090909087,
LSC-CP,0,0.18,0.7858126448956725,1.0051187080536979,0.48397334521889956,0.4222727272727272,
LSC-CP,0,0.24,0.7262332745276266,0.9153769988867648,0.4417006179461723,0.39772727272727265,
LSC-CP,0,0.3,0.6759017731341388,0.8560702920424308,0.4115696546422785,0.3777272727272727,
LSC-CP,0,0.36,0.6327905392281448,0.8009864565185614,0.38247874555136946,0.35636363636363627,
LSC-CP,0,0.42,0.5700177602879547,0.72969444948923,0.3485509821553843,0.32590909090909087,
LSC-CP,0,0.48,0.5239284829088943,0.6929330322961321,0.3233878364604604,0.304090909090909,
LSC-CP,0,0.54,0.47854093677373616,0.6388679717267036,0.2998760932374438,0.2854545454545454,
LSC-CP,0,0.6,0.4404704784448023,0.618227501824355,0.28107990705911207,0.2663636363636363,
LSC-CP,0,0.66,0.41350459303962517,0.5846414089207714,0.26501619837245716,0.2522727272727272,
LSC-CP,0,0.72,0.40650111994767607,0.5818262548284489,0.25551194361975466,0.24999999999999994,
LSC-CP,0,0.78,0.39769307459326253,0.5534883022073943,0.24854257487437142,0.24181818181818177,
LSC-CP,0,0.84,0.37027114312041975,0.5438719272194472,0.23233012543793646,0.22590909090909086,
LSC-CP,0,0.9,0.33883753116241355,0.4892547079751992,0.2144754997754882,0.2095454545454545,
LSC-CP,0,0.96,0.311262968357074,0.4614735806259048,0.19588530173068502,0.19318181818181815,
LSC-CP,0,1.02,0.28824572681208166,0.4360264127673371,0.18543075627613964,0.18318181818181814,
LSC-CP,0,1.08,0.278910654007899,0.4353918680546215,0.17809876917359596,0.17818181818181814,
LSC-CP,0,1.1400000000000001,0.26455219105801564,0.40532149873892814,0.16296910898186823,0.16318181818181815,
LSC-CP,0,1.2,0.24294819831028297,0.395090848800306,0.1499289685737744,0.14818181818181814,
LSC-CP,0,1.26,0.22423217660768502,0.37253830439447777,0.13884907283631365,0.13863636363636359,
LSC-CP,0,1.32,0.20494261837972066,0.3674085837256808,0.1260497377695322,0.1254545454545454,
LSC-CP,0,1.3800000000000001,0.20028434599912037,0.3713304992851288,0.12278467089248196,0.12090909090909083,
LSC-CP,0,1.44,0.19417093967761723,0.33997692544683816,0.11997621082159421,0.1186363636363636,
LSC-CP,0,1.5,0.17595810412843838,0.31542098614428715,0.1093036182908591,0.1081818181818181,
LSC-CP,0,1.56,0.16893477934463294,0.3194504130657261,0.10593288008749668,0.10499999999999993,
LSC-CP,0,1.62,0.1541439638108114,0.3111917252082485,0.09657634556358641,0.09636363636363629,
LSC-CP,0,1.68,0.136154929376601,0.3135101972060047,0.08438118275725887,0.08363636363636356,
LSC-CP,0,1.74,0.13106039759623522,0.3093677871588495,0.07860026462581188,0.0781818181818181,
LSC-CP,0,1.8,0.12601153496709536,0.31169043975833566,0.0727110743548155,0.07181818181818175,
LSC-CP,0,1.86,0.12514625129617132,0.3069434576040133,0.07176078365297256,0.06863636363636358,
LSC-CP,0,1.92,0.11988607972117675,0.29867443336883387,0.07098503899664421,0.06863636363636358,
LSC-CP,0,1.98,0.11119479800260416,0.2866033007755395,0.06683867970484181,0.06499999999999992,
LSC-CP,0,2.04,0.10350731146098235,0.2763062811642887,0.06274777061393277,0.05863636363636357,
LSC-CP,0,2.1,0.10060512572495356,0.28090229686459633,0.05937463839543322,0.05818181818181814,
LSC-CP,0,2.16,0.09910991221444646,0.3060546038565712,0.0575786355011334,0.05045454545454539,
LSC-CP,0,2.22,0.09536882364785679,0.2833586573277206,0.056387425542042124,0.04863636363636356,
LSC-CP,0,2.2800000000000002,0.10162732204750222,0.2965122271565974,0.053691326563295005,0.051363636363636334,
LSC-CP,0,2.34,0.08496741271495259,0.287145075658053,0.04473183470188846,0.04181818181818178,
LSC-CP,0,2.4,0.08937009866095848,0.2885076059179058,0.046216142699006646,0.04227272727272721,
LSC-CP,0,2.46,0.08892884428788506,0.2784290303007835,0.04713226588321773,0.041363636363636325,
LSC-CP,0,2.52,0.08102448307411733,0.2822508895326647,0.04312637898468685,0.037727272727272665,
LSC-CP,0,2.58,0.0780488468771337,0.27919714793442274,0.045914660837183985,0.03499999999999995,
LSC-CP,0,2.64,0.06555337513873888,0.2765209959767241,0.03826244637850229,0.0286363636363636,
LSC-CP,0,2.7,0.06307247850867921,0.27410874846296995,0.035392879364442395,0.021818181818181764,
LSC-CP,0,2.7600000000000002,0.06187578828291476,0.2703547859405132,0.03924345143648278,0.023636363636363594,
LSC-CP,0,2.82,0.06051931332323669,0.26782924353419035,0.040166680979331404,0.021363636363636307,
LSC-CP,0,2.88,0.061424745927967546,0.2783635322850524,0.04120994185768445,0.022272727272727194,
LSC-CP,0,2.94,0.05861533169129816,0.26472769075495006,0.04482825888423736,0.018181818181818132,
LSC-CP,0,3.0,0.05268386376417292,0.2658504179299282,0.037780596272929845,0.013181818181818128,
LSC-CP,0,3.06,0.05154063894833826,0.26225666175327855,0.03777468350571378,0.015454545454545415,
LSC-CP,0,3.12,0.05461045409660069,0.28981972701592684,0.03959286532389561,0.013181818181818128,
LSC-CP,0,3.18,0.048481185522810624,0.2639704747702044,0.04086706985598618,0.009999999999999953,
LSC-CP,0,3.24,0.04411833024980882,0.2745837451304637,0.03868968718202076,0.007727272727272666,
LSC-CP,0,3.3000000000000003,0.04770401584604331,0.27178635417795555,0.04768525167416798,0.002272727272727232,
LSC-CP,0,3.36,0.04803759360691985,0.2600470344439897,0.040956501687531954,0.004545454545454464,
LSC-CP,0,3.42,0.04997603466010643,0.28895392746948123,0.041061633254665095,0.007727272727272666,
LSC-CP,0,3.48,0.05220640095653664,0.2835297286158972,0.04186559259662215,0.009999999999999953,
LSC-CP,0,3.54,0.049035541465244144,0.2665884963755355,0.042439408252059274,0.009545454545454468,
LSC-CP,0,3.6,0.04274664598680644,0.24732039796888983,0.02859434258325888,0.011818181818181783,
LSC-CP,0,3.66,0.044479873968654285,0.27312226064720185,0.0390351359648205,0.00909090909090901,
LSC-CP,0,3.72,0.04083106531254514,0.2922769986057883,0.03812015209171511,0.01090909090909084,
LSC-CP,0,3.7800000000000002,0.046772305296413255,0.25271335402045525,0.036253247805282385,0.015454545454545415,
LSC-CP,0,3.84,0.04430249051691419,0.25294837978845214,0.03503491084429101,0.014999999999999958,
LSC-CP,0,3.9,0.03626326630185757,0.25542447980186084,0.03280790092395709,0.011818181818181783,
LSC-CP,0,3.96,0.03220371391969434,0.26331598685805446,0.03550195623298652,0.007727272727272666,
LSC-CP,0,4.0200000000000005,0.03975579566299676,0.26532576947581776,0.03424513183697152,0.01227272727272724,
LSC-CP,0,4.08,0.03769104477454585,0.2838215933331183,0.04197240456424424,0.008636363636363581,
LSC-CP,0,4.14,0.03203006819415283,0.2688312403178868,0.04151785910969878,0.0018181818181817744,
LSC-CP,0,4.2,0.03278447430574822,0.2544408793276724,0.03380304461569564,0.0018181818181818854,
LSC-CP,0,4.26,0.04076234502219316,0.27123255199821916,0.032665606637169664,0.007272727272727347,
LSC-CP,0,4.32,0.04412446648983469,0.27477695321409634,0.038367951030265864,0.012272727272727352,
LSC-CP,0,4.38,0.039312575824643245,0.26375584687022663,0.03833436052739238,0.007272727272727347,
LSC-CP,0,4.44,0.035188653168209745,0.2719045122590067,0.04248678958826982,0.005909090909090947,
LSC-CP,0,4.5,0.03218314292760507,0.27671773287554136,0.04413831986935016,0.0018181818181818854,
LSC-CP,0,4.5600000000000005,0.03445994769520019,0.2616528867671054,0.04198486279751382,0.00681818181818189,
LSC-CP,0,4.62,0.04104099125168976,0.2637230866384477,0.0413019702735333,0.010000000000000064,
LSC-CP,0,4.68,0.047004150178621154,0.287847187652188,0.04488961144164602,0.008636363636363692,
LSC-CP,0,4.74,0.04850482594867453,0.2878623880522281,0.04396175167962718,0.013181818181818239,
LSC-CP,0,4.8,0.044907792198006447,0.2684921660967301,0.03761688416891876,0.012727272727272781,
CP,0,0.0,1.019113988814569,1.5154490518790928,0.681987042686254,0.49999999999999994,
CP,0,0.06,0.9690103151833984,1.2384371848652238,0.5940279666736368,0.4713636363636363,
CP,0,0.12,0.9344986132811004,1.0987426356085794,0.536405559529102,0.4431818181818181,
CP,0,0.18,0.899208273853752,1.008204193624648,0.4912761688733873,0.4172727272727272,
CP,0,0.24,0.8569231121760028,0.9198948886585161,0.4509241241087131,0.3895454545454545,
CP,0,0.3,0.834549193115911,0.8910924649715355,0.43183321501780403,0.3704545454545454,
CP,0,0.36,0.7983214916096891,0.846392518159815,0.40350163479337714,0.34909090909090906,
CP,0,0.42,0.7376072896718986,0.7981066551402424,0.37392880578596965,0.3245454545454545,
CP,0,0.48,0.7043437074999641,0.7647450026204685,0.34909066648647247,0.3045454545454545,
CP,0,0.54,0.6736855636206756,0.7353049492350434,0.33344817310197467,0.29090909090909084,
CP,0,0.6,0.6462234567831444,0.7093322017463359,0.31726695991839016,0.2759090909090908,
CP,0,0.66,0.6072105931960309,0.6859507362940974,0.3005904608534304,0.25999999999999995,
CP,0,0.72,0.5775888870127484,0.658925725935102,0.2822877604723495,0.24090909090909088,
CP,0,0.78,0.5418779081924003,0.6379362045702387,0.2674086426716123,0.22454545454545446,
CP,0,0.84,0.5288071022146559,0.6272539088578954,0.25637459435164855,0.2104545454545454,
CP,0,0.9,0.5189607253908147,0.6082978883049894,0.25253908219288373,0.2054545454545454,
CP,0,0.96,0.5081272784500184,0.6063272296732064,0.2414995517625213,0.19318181818181815,
CP,0,1.02,0.4833085721153141,0.5795585171750008,0.22968136994433958,0.17863636363636357,
CP,0,1.08,0.4690507606986224,0.5918664821794863,0.22321394067791062,0.1672727272727272,
CP,0,1.1400000000000001,0.4290238395736161,0.5696595649414158,0.207256702904207,0.1513636363636363,
CP,0,1.2,0.416801882774904,0.5675381414711208,0.20472607378186353,0.14454545454545448,
CP,0,1.26,0.3981884344856985,0.5611949605837872,0.20187873755555225,0.13590909090909084,
CP,0,1.32,0.3914877101557281,0.5500013167486006,0.19694733922946372,0.1263636363636363,
CP,0,1.3800000000000001,0.3942223391548443,0.5531489236393801,0.19271124835875247,0.1286363636363636,
CP,0,1.44,0.4013023029203482,0.5588026826789083,0.20040122190888834,0.12318181818181811,
CP,0,1.5,0.3802948905744197,0.5402492605285094,0.18459167443074506,0.11590909090909088,
CP,0,1.56,0.3643719649763871,0.5580786567691931,0.1794921309997974,0.1081818181818181,
CP,0,1.62,0.34142575869775393,0.5233859386842905,0.16653537747939828,0.09727272727272723,
CP,0,1.68,0.31865713544134605,0.5134104579332381,0.16367838468946838,0.08863636363636357,
CP,0,1.74,0.3057656766541863,0.49201758594760747,0.15312849463616104,0.0854545454545454,
CP,0,1.8,0.3029652023854764,0.5110232085692825,0.15106278541504214,0.0795454545454545,
CP,0,1.86,0.30984745061298435,0.5093749056883559,0.15785643013855466,0.08454545454545451,
CP,0,1.92,0.3051161773875901,0.5071507023996035,0.15680215744966153,0.08363636363636356,
CP,0,1.98,0.2952266842500525,0.4952782354925843,0.1522253164942862,0.07363636363636356,
