experiment,grid_left,grid_right,grid_N,target_integral,target_cdf_endpoint,omitted_tail_mass_note,KDE_bandwidth,bandwidth_rule,chi_interval_left,chi_interval_right,chi_omitted_target_mass,chi_target_density_min,quadrature,KDE_bias_floor_chi2_mean,KDE_bias_floor_chi2_max
double-well,-6.0,6.0,900,1.0,1.0,not estimated; displayed grid is the simulation clipping domain,0.044680194829788474,"target-local Scott rule on high-density connected components, floored at two grid spacings",-1.3928523387877063,1.3795041741603404,0.020000000000000018,0.09593733604311634,composite trapezoid on reference grid,0.007785228524837934,0.014102316738984008
