experiment,plotted_interval_left,plotted_interval_right,omitted_target_mass,full_domain_left,full_domain_right,presentation
double-well,-1.4428579974444118,1.4295098328170435,0.010000000000000009,-6.0,6.0,separate signed panels with shared x-axis
