time,well_TV,left_mass,right_mass,t_max,target_left_mass,target_right_mass,chi2_mixing_tol,chi2_bias_floor_mean,chi2_bias_floor_max,L1_density_error,L2_density_error,truncated_KDE_chi2,KDE_CDF_sup_error,empirical_CDF_sup_error,KDE_vs_empirical_CDF_sup,method,eps,rng_seed,clip_fraction_mean,clip_fraction_max
43.92,0.027777777777777873,0.4722222222222222,0.5277777777777778,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.17037606983658082,0.014230117889507107,0.03711899607429842,0.041755836673261715,0.047030230646582516,0.013256272027665106,LSC-CP,0.125,20315790,0.0,0.0
44.1,0.03000000000000011,0.47,0.53,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.1417914947532839,0.009079247326153072,0.029322596804526868,0.03930891196120351,0.0451040737619835,0.01566558181056721,LSC-CP,0.125,20315790,0.0,0.0
44.28,0.031111111111111173,0.4688888888888889,0.5311111111111111,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.16428094640503182,0.012202692677621087,0.030382176848341942,0.04844900542620262,0.05317852384233995,0.012909738471959198,LSC-CP,0.125,20315790,0.0,0.0
44.46,0.027777777777777873,0.4722222222222222,0.5277777777777778,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.15601694975443187,0.011152701456223038,0.03356901653636928,0.05212245209714739,0.057862152569358394,0.013237183473853498,LSC-CP,0.125,20315790,0.0,0.0
44.64,0.024444444444444546,0.47555555555555556,0.5244444444444445,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.15669228260137016,0.011189000986960927,0.03400304194686487,0.04766226899983189,0.05541224837524006,0.013712412506704741,LSC-CP,0.125,20315790,0.0,0.0
44.82,0.02222222222222231,0.4777777777777778,0.5222222222222223,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.14542927119539706,0.009289975114087712,0.024184054495240193,0.0431991677498777,0.05289211528121346,0.015354649855286423,LSC-CP,0.125,20315790,0.0,0.0
45.0,0.013333333333333391,0.4866666666666667,0.5133333333333333,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.1840758963745983,0.015956085286893625,0.04070747754142461,0.04671882308614067,0.05452881923602504,0.014167833391965035,LSC-CP,0.125,20315790,0.0,0.0
45.18,0.0055555555555554526,0.5055555555555555,0.49444444444444446,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.15207098390120888,0.012416757720334074,0.033687094226879474,0.031544756188890855,0.040452485330445806,0.014336871198725398,LSC-CP,0.125,20315790,0.0,0.0
45.36,0.022222222222222143,0.5222222222222223,0.4777777777777778,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.16342598489256216,0.014002169002303496,0.0342746693013445,0.040880539165914276,0.04135637707106199,0.014912701169793069,LSC-CP,0.125,20315790,0.0,0.0
45.54,0.014444444444444371,0.5144444444444445,0.4855555555555556,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.12359702644761648,0.008555513227354301,0.01807777811008963,0.029375208098094213,0.04394563490204412,0.014570426803949904,LSC-CP,0.125,20315790,0.0,0.0
45.72,0.023333333333333234,0.5233333333333333,0.4766666666666667,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.17454065104745248,0.014391888535703857,0.04076268392461589,0.0488296931720591,0.04781177551245519,0.012504424238508116,LSC-CP,0.125,20315790,0.0,0.0
45.9,0.013333333333333225,0.5133333333333333,0.4866666666666667,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.17052636057008974,0.013896864883753768,0.03761960326669295,0.048032336152242006,0.04635555039350647,0.015226026370093071,LSC-CP,0.125,20315790,0.0,0.0
46.08,0.022222222222222143,0.5222222222222223,0.4777777777777778,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.1846972037712028,0.016494398819922,0.053430005175652204,0.0458645975906915,0.04717859468408325,0.014557342474555174,LSC-CP,0.125,20315790,0.0,0.0
46.26,0.02666666666666656,0.5266666666666666,0.47333333333333333,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.1603317219815597,0.01368730776612755,0.03597228340775029,0.05303128057840545,0.050816934592927354,0.015989443895981698,LSC-CP,0.125,20315790,0.0,0.0
46.44,0.017777777777777698,0.5177777777777778,0.4822222222222222,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.1538997373043397,0.011668801995380437,0.033573715233449423,0.04664668372865499,0.046230831513252246,0.012100290488225224,LSC-CP,0.125,20315790,0.0,0.0
46.62,0.03222222222222215,0.5322222222222223,0.4677777777777778,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.1874860515158273,0.01628317365560163,0.04349144751675601,0.052446333326899075,0.05256368914475307,0.01354814836389956,LSC-CP,0.125,20315790,0.0,0.0
46.800000000000004,0.039999999999999925,0.54,0.46,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.1652875899930616,0.015062632689695538,0.03734281102512198,0.052562309475646996,0.058390079346488655,0.01572948886430936,LSC-CP,0.125,20315790,0.0,0.0
46.980000000000004,0.03666666666666657,0.5366666666666666,0.4633333333333333,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.17200510433204508,0.01727147312286928,0.0369343460488884,0.05583868486619725,0.05285912977260976,0.01669886652626265,LSC-CP,0.125,20315790,0.0,0.0
47.160000000000004,0.04999999999999993,0.55,0.45,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.18654552829881887,0.018109077931166843,0.036442868715678284,0.0655515010059824,0.06319002615301794,0.012941889625966069,LSC-CP,0.125,20315790,0.0,0.0
47.34,0.03666666666666657,0.5366666666666666,0.4633333333333333,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.1571294751630082,0.013898838447188446,0.029402769829267494,0.04680727722326672,0.04923915820778124,0.012202264246246625,LSC-CP,0.125,20315790,0.0,0.0
47.52,0.03333333333333324,0.5333333333333333,0.4666666666666667,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.1575494318245219,0.014413665740926902,0.03741695211939033,0.040056238411081246,0.04191336187090011,0.012986791049011459,LSC-CP,0.125,20315790,0.0,0.0
47.7,0.007777777777777689,0.5077777777777778,0.4922222222222222,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.11553302702669702,0.0054535336702240785,0.018955797492009006,0.02093435660612819,0.03109662564044452,0.012958978489863604,LSC-CP,0.125,20315790,0.0,0.0
47.88,0.0011111111111111738,0.4988888888888889,0.5011111111111111,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.15204836420179324,0.011460961344663425,0.030100770700299012,0.03531828443751461,0.036743142351410185,0.01552067339952945,LSC-CP,0.125,20315790,0.0,0.0
48.06,0.0033333333333334103,0.49666666666666665,0.5033333333333333,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.17421369688216726,0.017203174181946113,0.03782063136408537,0.035911647083592624,0.04781177551245508,0.017347518854290228,LSC-CP,0.125,20315790,0.0,0.0
48.24,0.004444444444444529,0.4955555555555556,0.5044444444444445,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.14394266213854515,0.011321610749584939,0.03148725893102776,0.02807969542256361,0.035431930868664044,0.012157775887599143,LSC-CP,0.125,20315790,0.0,0.0
48.42,0.0033333333333332438,0.5033333333333333,0.49666666666666665,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.16753852891180637,0.011905826743536317,0.034924301957895344,0.03246897746398203,0.034896929774890256,0.011313972797903138,LSC-CP,0.125,20315790,0.0,0.0
48.6,0.0033333333333334103,0.49666666666666665,0.5033333333333333,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.16242900774451935,0.011361165238107115,0.028215998931470213,0.03148321383452478,0.044150267926260575,0.012835654519389658,LSC-CP,0.125,20315790,0.0,0.0
48.78,0.007777777777777856,0.4922222222222222,0.5077777777777778,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.1626327515413608,0.011474523136316181,0.03594111840343761,0.03581640044798151,0.03495637246186095,0.01294746270893285,LSC-CP,0.125,20315790,0.0,0.0
48.96,0.013333333333333391,0.4866666666666667,0.5133333333333333,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.15532588049915846,0.014189587516422228,0.032389117957477245,0.03574080417455028,0.050511928017416496,0.014771123842866218,LSC-CP,0.125,20315790,0.0,0.0
49.14,0.005555555555555619,0.49444444444444446,0.5055555555555555,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.13030739937644412,0.007272338643689317,0.017648912943625472,0.02970796845351964,0.0317234126798219,0.01298918740624011,LSC-CP,0.125,20315790,0.0,0.0
49.32,0.00222222222222232,0.49777777777777776,0.5022222222222222,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.09158075813907898,0.004115495855294388,0.011560584010445865,0.017451927196394657,0.028162650866938782,0.012372138475705063,LSC-CP,0.125,20315790,0.0,0.0
49.5,0.015555555555555461,0.5155555555555555,0.48444444444444446,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.12307666626539994,0.007887380880625393,0.019434257890341068,0.025426404735996666,0.035023089682377745,0.013198914027440917,LSC-CP,0.125,20315790,0.0,0.0
49.68,0.009999999999999926,0.51,0.49,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.2132167897371464,0.020262206600721724,0.05273742949902256,0.05128812118145831,0.05331884786266694,0.014266379891728742,LSC-CP,0.125,20315790,0.0,0.0
49.86,0.02444444444444438,0.5244444444444445,0.47555555555555556,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.1797534682645301,0.015552378866784018,0.04163432400696815,0.05074282295384369,0.04917213044185964,0.0147334372834384,LSC-CP,0.125,20315790,0.0,0.0
50.04,0.016666666666666607,0.5166666666666667,0.48333333333333334,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.15052657745891704,0.01295833046965757,0.029019480507595466,0.04062662244741136,0.04950119045759968,0.011288353295985626,LSC-CP,0.125,20315790,0.0,0.0
50.22,0.03555555555555548,0.5355555555555556,0.46444444444444444,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.16372669477273483,0.01368094801514554,0.043699828867006706,0.04737521754510865,0.04532326280552079,0.012693961955735134,LSC-CP,0.125,20315790,0.0,0.0
50.4,0.028888888888888797,0.5288888888888889,0.4711111111111111,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.15750009697830886,0.011441370019169226,0.03259437743139701,0.03793893643134982,0.04391197857126662,0.013149555723738757,LSC-CP,0.125,20315790,0.0,0.0
50.58,0.006666666666666765,0.49333333333333335,0.5066666666666667,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.11425160511004258,0.006763661440520817,0.01909866345612283,0.01781817739829561,0.02845305373547434,0.01202076755610404,LSC-CP,0.125,20315790,0.0,0.0
50.76,0.011111111111111183,0.4888888888888889,0.5111111111111111,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.1115300431803796,0.005998712539661789,0.018561403401807355,0.024958302618575956,0.03591911953547139,0.013792656045262697,LSC-CP,0.125,20315790,0.0,0.0
50.94,0.005555555555555619,0.49444444444444446,0.5055555555555555,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.13441244226972154,0.008395053343135297,0.023384227617517662,0.0305497764532425,0.04394563490204412,0.013512146257103425,LSC-CP,0.125,20315790,0.0,0.0
51.120000000000005,0.008888888888888946,0.4911111111111111,0.5088888888888888,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.170614924061824,0.01609645371205833,0.04645548797207597,0.05577094767065628,0.06705153975582767,0.013137618937981377,LSC-CP,0.125,20315790,0.0,0.0
51.300000000000004,0.004444444444444529,0.4955555555555556,0.5044444444444445,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.17337446275554927,0.018164503133306024,0.0443694546795122,0.03834459229931009,0.045119720402141,0.014858504540310125,LSC-CP,0.125,20315790,0.0,0.0
51.480000000000004,0.004444444444444529,0.4955555555555556,0.5044444444444445,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.18459820830617035,0.017235996049045514,0.0398875659495826,0.04968467161422939,0.06118758679585452,0.013327306357533097,LSC-CP,0.125,20315790,0.0,0.0
51.660000000000004,0.0011111111111111738,0.4988888888888889,0.5011111111111111,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.1954841102798675,0.019735480626507484,0.0429432486774581,0.04248985556893367,0.053367331068010615,0.015649943083089646,LSC-CP,0.125,20315790,0.0,0.0
0.0,0.4999999999999999,1.0,0.0,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,1.4363148752148591,2.2058830455004057,3.4549938011297887,0.6699965769272717,0.6897167584470294,0.07710296861004587,Langevin,0.125,20316780,0.0,0.0
0.18,0.4999999999999999,1.0,0.0,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,1.1255601164169096,0.7983313418952362,1.4475006385224631,0.5627761231789072,0.5677056463034362,0.02905067803911207,Langevin,0.125,20316780,0.0,0.0
0.36,0.4999999999999999,1.0,0.0,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,1.060562172948252,0.6484272431633659,1.213643605218295,0.5302777031501376,0.5330244729820113,0.024181758638772005,Langevin,0.125,20316780,0.0,0.0
0.54,0.4988888888888888,0.9988888888888889,0.0011111111111111111,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,1.04879764802221,0.5864862252889519,1.1060155461561705,0.5243658152089445,0.527428865728912,0.02264573761318847,Langevin,0.125,20316780,0.0,0.0
0.72,0.49777777777777765,0.9977777777777778,0.0022222222222222222,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,1.0286318542664736,0.5468522547230739,1.077871173319897,0.5143158875779639,0.5175544940710222,0.021370531575523766,Langevin,0.125,20316780,0.0,0.0
0.9,0.49111111111111105,0.9911111111111112,0.008888888888888889,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,1.0101422074661386,0.5348006720121562,1.0378484647420183,0.5050699179575636,0.5080858888059899,0.022809298534183675,Langevin,0.125,20316780,0.0,0.0
1.08,0.4866666666666666,0.9866666666666667,0.013333333333333334,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.9846440654341151,0.5217964378659279,0.995879098966592,0.492322032580128,0.4936810326135604,0.022710544580800712,Langevin,0.125,20316780,0.0,0.0
1.26,0.48111111111111104,0.9811111111111112,0.01888888888888889,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.9708224487827954,0.5121402394490777,0.9896673490273808,0.485409922418197,0.4868425257510961,0.020152092656859022,Langevin,0.125,20316780,0.0,0.0
1.44,0.4777777777777777,0.9777777777777777,0.022222222222222223,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.9610052422045733,0.48736673893760124,0.9324561682467527,0.48050258154701403,0.48157408045901934,0.0203972911281719,Langevin,0.125,20316780,0.0,0.0
1.62,0.4733333333333333,0.9733333333333334,0.02666666666666667,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.9651244147986988,0.47823891167171184,0.9356283985090723,0.4825508161656404,0.48473394859824703,0.020379095601451958,Langevin,0.125,20316780,0.0,0.0
1.8,0.4699999999999999,0.97,0.03,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.9524061786372644,0.5012287395019508,0.9408153378794551,0.4761935095477589,0.47824074712568604,0.0280621238906828,Langevin,0.125,20316780,0.0,0.0
1.98,0.46555555555555544,0.9655555555555555,0.034444444444444444,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.9384186682186191,0.47704371162349557,0.8886737910038285,0.46920929455403676,0.47046296934790827,0.025166297451255648,Langevin,0.125,20316780,0.0,0.0
2.16,0.4599999999999999,0.96,0.04,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.9263826931845134,0.45455880406340493,0.8594180600474584,0.4631739768161186,0.46490741379235273,0.020786119797029906,Langevin,0.125,20316780,0.0,0.0
2.34,0.45666666666666655,0.9566666666666667,0.043333333333333335,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.9142293864314481,0.4345309275549366,0.8390705476147469,0.45710716648794597,0.4581254770580048,0.01982332640694426,Langevin,0.125,20316780,0.0,0.0
2.52,0.4477777777777777,0.9477777777777778,0.052222222222222225,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.8970594859887164,0.42633662251040627,0.8182219043477243,0.44850644041761284,0.45046296934790825,0.018655046583893387,Langevin,0.125,20316780,0.0,0.0
2.7,0.441111111111111,0.9411111111111111,0.058888888888888886,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.8834865122482687,0.4304864587676972,0.8042705363291315,0.44168604245144855,0.44224252691890814,0.020703719430755857,Langevin,0.125,20316780,0.0,0.0
2.88,0.4355555555555555,0.9355555555555556,0.06444444444444444,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.876270665201391,0.42635842565817794,0.7838271834996118,0.43813529304542304,0.43892782437100974,0.020966311648709546,Langevin,0.125,20316780,0.0,0.0
3.06,0.43444444444444436,0.9344444444444444,0.06555555555555556,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.8700885477972043,0.39232667124811826,0.7578329560006218,0.4350403388690545,0.43684252575109606,0.017787192343310165,Langevin,0.125,20316780,0.0,0.0
3.24,0.4355555555555555,0.9355555555555556,0.06444444444444444,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.869524253115654,0.3980121339299175,0.7703623405785891,0.43476200223662237,0.43663158982037936,0.015821403028538517,Langevin,0.125,20316780,0.0,0.0
3.42,0.42555555555555546,0.9255555555555556,0.07444444444444444,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.8567766314509202,0.38582162095748485,0.7492361407741985,0.4283882147728905,0.4301120454616812,0.01729265985780265,Langevin,0.125,20316780,0.0,0.0
3.6,0.42555555555555546,0.9255555555555556,0.07444444444444444,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.8568523080020191,0.4075463705430171,0.745854532003158,0.4283996465751237,0.42952834021421876,0.0203983167704036,Langevin,0.125,20316780,0.0,0.0
3.7800000000000002,0.42444444444444435,0.9244444444444444,0.07555555555555556,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.8480967249022768,0.3880794419029162,0.7430237506473489,0.42389549912381463,0.42609162928734495,0.01888282156663479,Langevin,0.125,20316780,0.0,0.0
3.96,0.4188888888888888,0.9188888888888889,0.0811111111111111,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.8400826574265314,0.3772127573070614,0.7214357863544532,0.42003739368371795,0.42053631612303055,0.018203563391040192,Langevin,0.125,20316780,0.0,0.0
4.14,0.41444444444444434,0.9144444444444444,0.08555555555555555,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.8393973217304271,0.34919617754550014,0.7212796386164525,0.4196127053719367,0.4209196211069746,0.016931183223596352,Langevin,0.125,20316780,0.0,0.0
4.32,0.4133333333333332,0.9133333333333333,0.08666666666666667,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.8306452169970427,0.34852001264726334,0.6846703957558561,0.41531878966666896,0.4166869713633526,0.020521688953653278,Langevin,0.125,20316780,0.0,0.0
4.5,0.4099999999999999,0.91,0.09,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.817389200248281,0.35135398663903833,0.6800858195985193,0.40866653506716394,0.4094639262682106,0.01664443234657509,Langevin,0.125,20316780,0.0,0.0
4.68,0.40555555555555545,0.9055555555555556,0.09444444444444444,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.8124667611269388,0.35078209152582757,0.6761899340547788,0.4062162672326644,0.40779808247446375,0.018360761202537795,Langevin,0.125,20316780,0.0,0.0
4.86,0.4033333333333332,0.9033333333333333,0.09666666666666666,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.8092022881889734,0.3454514433197745,0.6986149395321133,0.40212556368766056,0.4038694070651228,0.0197758317493055,Langevin,0.125,20316780,0.0,0.0
5.04,0.39666666666666656,0.8966666666666666,0.10333333333333333,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.7945819411453515,0.332734258143902,0.6412235009299645,0.39728969395009306,0.39781671325989865,0.01828331144417411,Langevin,0.125,20316780,0.0,0.0
5.22,0.3933333333333332,0.8933333333333333,0.10666666666666667,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.7851303481106624,0.3351757926354635,0.6423971971589808,0.39256504973412665,0.3938694070651228,0.018183454836905588,Langevin,0.125,20316780,0.0,0.0
5.4,0.3899999999999999,0.89,0.11,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.7844843549377378,0.33395831113276353,0.6355227672367323,0.39162820177979646,0.3932943978512126,0.01736484260880644,Langevin,0.125,20316780,0.0,0.0
5.58,0.38555555555555543,0.8855555555555555,0.11444444444444445,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.7748773703442029,0.3191597156291698,0.6008767583999169,0.3865884400531828,0.38670174351295405,0.021280888132424458,Langevin,0.125,20316780,0.0,0.0
5.76,0.37888888888888883,0.8788888888888889,0.12111111111111111,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.7580988875202808,0.31005949766773244,0.5870615599309764,0.37883654155280805,0.38002030469668596,0.02053455415896649,Langevin,0.125,20316780,0.0,0.0
5.94,0.37333333333333324,0.8733333333333333,0.12666666666666668,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.7501985156248225,0.2952468741479347,0.557712408727137,0.37509589983904157,0.3761303505436362,0.01991034150605192,Langevin,0.125,20316780,0.0,0.0
6.12,0.3677777777777777,0.8677777777777778,0.1322222222222222,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.7369845146889429,0.2913623285958722,0.5535681419847556,0.36848873247216923,0.3705126779092683,0.02202070399197928,Langevin,0.125,20316780,0.0,0.0
6.3,0.36444444444444435,0.8644444444444445,0.13555555555555557,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.7300244672453309,0.2800495078299629,0.5480790742568292,0.3643339149544378,0.36536406555141904,0.02063874422203371,Langevin,0.125,20316780,0.0,0.0
6.48,0.36555555555555547,0.8655555555555555,0.13444444444444445,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.7338643437763059,0.2883461890277471,0.5539036366201265,0.36693216418797486,0.3697451129983295,0.01780319597270838,Langevin,0.125,20316780,0.0,0.0
6.66,0.36444444444444435,0.8644444444444445,0.13555555555555557,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.7302828694964796,0.2688807333738975,0.5325565720748076,0.3651410767097462,0.36552047870926824,0.015972541389441167,Langevin,0.125,20316780,0.0,0.0
6.84,0.3577777777777777,0.8577777777777778,0.14222222222222222,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.7164045442801728,0.26478169487296915,0.5117040535745463,0.358198478658853,0.3594249626206783,0.015748682471149272,Langevin,0.125,20316780,0.0,0.0
7.0200000000000005,0.35555555555555546,0.8555555555555555,0.14444444444444443,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.711958884886682,0.26684641889694605,0.513328790817127,0.3559350110283171,0.3566315898203794,0.0182163903144979,Langevin,0.125,20316780,0.0,0.0
7.2,0.35111111111111104,0.8511111111111112,0.14888888888888888,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.7055347825869001,0.2744558868972586,0.509305292621004,0.35276735173817725,0.3528616735475521,0.020837351372920893,Langevin,0.125,20316780,0.0,0.0
7.38,0.3499999999999999,0.85,0.15,51.72339269251455,0.5000000000000001,0.49999999999999994,0.07446575606006209,0.01609487109275938,0.024821918686687365,0.6992225637593228,0.254669610896312,0.4929344457198029,0.34960143117575876,0.3497451129983295,0.015834473304869867,Langevin,0.125,20316780,0.0,0.0
