experiment_id,method,variant_label,run_id,tame,tame_cap,dt,particles,n_seeds,schema_version,status,target_hash,reference_hash,calibration_hash,metric_definition_hash,variant_hash,rng_pair_group_hash,fee_calibration_hash,fee_cost_unit,device_type,dtype,written_at_utc,has_stationarity,is_latest_for_variant,run_directory,param_A,param_alpha,param_gamma,param_n_swap
E2,FLA,"FLA alpha=1.6, canonical",FLA-alpha1.6-canonical-dt0.01-20260806T142517689701Z,False,,0.01,1000,4,2,complete,a7f73d9b33f4c67e2ed3a91986fd9b5c,1ed7f635d25fe5cc00b6acb78b3f3fe4,be3615f1f4e05ec63a0824000882f1fd,5471a024550bb71fafef76a952762803,9100993240b20b93814fae72f96f5a4d,886f78956fbec8ada7e87bddd0150ddb,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,cuda,float64,2026-08-06T14:25:17.890403Z,False,False,results/E2_mog40/runs/FLA/FLA-alpha1.6-canonical-dt0.01-20260806T142517689701Z,,1.6,,
E2,FLA,"FLA alpha=1.6, canonical",FLA-alpha1.6-canonical-dt0.01-20260806T195654925750Z,False,,0.01,1000,4,2,complete,a7f73d9b33f4c67e2ed3a91986fd9b5c,1ed7f635d25fe5cc00b6acb78b3f3fe4,be3615f1f4e05ec63a0824000882f1fd,5471a024550bb71fafef76a952762803,9100993240b20b93814fae72f96f5a4d,886f78956fbec8ada7e87bddd0150ddb,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,cuda,float64,2026-08-06T19:56:55.297731Z,False,False,results/E2_mog40/runs/FLA/FLA-alpha1.6-canonical-dt0.01-20260806T195654925750Z,,1.6,,
E2,FLA,"FLA alpha=1.6, canonical",FLA-alpha1.6-canonical-dt0.01-20260806T213416220673Z,False,,0.01,1000,4,2,complete,a7f73d9b33f4c67e2ed3a91986fd9b5c,1ed7f635d25fe5cc00b6acb78b3f3fe4,be3615f1f4e05ec63a0824000882f1fd,5471a024550bb71fafef76a952762803,9100993240b20b93814fae72f96f5a4d,886f78956fbec8ada7e87bddd0150ddb,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,cuda,float64,2026-08-06T21:34:16.657645Z,False,True,results/E2_mog40/runs/FLA/FLA-alpha1.6-canonical-dt0.01-20260806T213416220673Z,,1.6,,
E2,FLA,"FLA alpha=1.6, tamed",FLA-alpha1.6-tamed-dt0.01-20260806T142732145780Z,True,1.0,0.01,1000,4,2,complete,a7f73d9b33f4c67e2ed3a91986fd9b5c,1ed7f635d25fe5cc00b6acb78b3f3fe4,14117dc81d2df61b8d90b1ba264c24b4,5471a024550bb71fafef76a952762803,fba3a9cc4307e4af0b8519c8281dc4f8,886f78956fbec8ada7e87bddd0150ddb,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,cuda,float64,2026-08-06T14:27:32.346140Z,False,False,results/E2_mog40/runs/FLA/FLA-alpha1.6-tamed-dt0.01-20260806T142732145780Z,,1.6,,
E2,FLA,"FLA alpha=1.6, tamed",FLA-alpha1.6-tamed-dt0.01-20260806T195701585592Z,True,1.0,0.01,1000,4,2,complete,a7f73d9b33f4c67e2ed3a91986fd9b5c,1ed7f635d25fe5cc00b6acb78b3f3fe4,14117dc81d2df61b8d90b1ba264c24b4,5471a024550bb71fafef76a952762803,fba3a9cc4307e4af0b8519c8281dc4f8,886f78956fbec8ada7e87bddd0150ddb,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,cuda,float64,2026-08-06T19:57:01.886932Z,False,False,results/E2_mog40/runs/FLA/FLA-alpha1.6-tamed-dt0.01-20260806T195701585592Z,,1.6,,
E2,FLA,"FLA alpha=1.6, tamed",FLA-alpha1.6-tamed-dt0.01-20260806T213423718008Z,True,1.0,0.01,1000,4,2,complete,a7f73d9b33f4c67e2ed3a91986fd9b5c,1ed7f635d25fe5cc00b6acb78b3f3fe4,14117dc81d2df61b8d90b1ba264c24b4,5471a024550bb71fafef76a952762803,fba3a9cc4307e4af0b8519c8281dc4f8,886f78956fbec8ada7e87bddd0150ddb,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,cuda,float64,2026-08-06T21:34:23.999361Z,False,True,results/E2_mog40/runs/FLA/FLA-alpha1.6-tamed-dt0.01-20260806T213423718008Z,,1.6,,
E2,FLA,"FLA alpha=1.7, canonical",FLA-alpha1.7-canonical-dt0.01-20260806T143002306355Z,False,,0.01,1000,4,2,complete,a7f73d9b33f4c67e2ed3a91986fd9b5c,1ed7f635d25fe5cc00b6acb78b3f3fe4,32078d57154305a1da436627452e36ab,5471a024550bb71fafef76a952762803,f3178da7b0a518ce87a471d07e026fce,8f8ed9bfcdb6b0ab389d3efb1ce513e8,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,cuda,float64,2026-08-06T14:30:02.500862Z,False,False,results/E2_mog40/runs/FLA/FLA-alpha1.7-canonical-dt0.01-20260806T143002306355Z,,1.7,,
E2,FLA,"FLA alpha=1.7, canonical",FLA-alpha1.7-canonical-dt0.01-20260806T195707967389Z,False,,0.01,1000,4,2,complete,a7f73d9b33f4c67e2ed3a91986fd9b5c,1ed7f635d25fe5cc00b6acb78b3f3fe4,32078d57154305a1da436627452e36ab,5471a024550bb71fafef76a952762803,f3178da7b0a518ce87a471d07e026fce,8f8ed9bfcdb6b0ab389d3efb1ce513e8,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,cuda,float64,2026-08-06T19:57:08.257112Z,False,False,results/E2_mog40/runs/FLA/FLA-alpha1.7-canonical-dt0.01-20260806T195707967389Z,,1.7,,
E2,FLA,"FLA alpha=1.7, canonical",FLA-alpha1.7-canonical-dt0.01-20260806T213430806534Z,False,,0.01,1000,4,2,complete,a7f73d9b33f4c67e2ed3a91986fd9b5c,1ed7f635d25fe5cc00b6acb78b3f3fe4,32078d57154305a1da436627452e36ab,5471a024550bb71fafef76a952762803,f3178da7b0a518ce87a471d07e026fce,8f8ed9bfcdb6b0ab389d3efb1ce513e8,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,cuda,float64,2026-08-06T21:34:31.096092Z,False,True,results/E2_mog40/runs/FLA/FLA-alpha1.7-canonical-dt0.01-20260806T213430806534Z,,1.7,,
E2,FLA,"FLA alpha=1.7, tamed",FLA-alpha1.7-tamed-dt0.01-20260806T143243819764Z,True,1.0,0.01,1000,4,2,complete,a7f73d9b33f4c67e2ed3a91986fd9b5c,1ed7f635d25fe5cc00b6acb78b3f3fe4,30b358034ffff43649d07326b715a3df,5471a024550bb71fafef76a952762803,539ccca205beeea074bcb3e0ff138db1,8f8ed9bfcdb6b0ab389d3efb1ce513e8,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,cuda,float64,2026-08-06T14:32:44.021872Z,False,False,results/E2_mog40/runs/FLA/FLA-alpha1.7-tamed-dt0.01-20260806T143243819764Z,,1.7,,
E2,FLA,"FLA alpha=1.7, tamed",FLA-alpha1.7-tamed-dt0.01-20260806T195714453005Z,True,1.0,0.01,1000,4,2,complete,a7f73d9b33f4c67e2ed3a91986fd9b5c,1ed7f635d25fe5cc00b6acb78b3f3fe4,30b358034ffff43649d07326b715a3df,5471a024550bb71fafef76a952762803,539ccca205beeea074bcb3e0ff138db1,8f8ed9bfcdb6b0ab389d3efb1ce513e8,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,cuda,float64,2026-08-06T19:57:14.741397Z,False,False,results/E2_mog40/runs/FLA/FLA-alpha1.7-tamed-dt0.01-20260806T195714453005Z,,1.7,,
E2,FLA,"FLA alpha=1.7, tamed",FLA-alpha1.7-tamed-dt0.01-20260806T213438061412Z,True,1.0,0.01,1000,4,2,complete,a7f73d9b33f4c67e2ed3a91986fd9b5c,1ed7f635d25fe5cc00b6acb78b3f3fe4,30b358034ffff43649d07326b715a3df,5471a024550bb71fafef76a952762803,539ccca205beeea074bcb3e0ff138db1,8f8ed9bfcdb6b0ab389d3efb1ce513e8,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,cuda,float64,2026-08-06T21:34:38.352981Z,False,True,results/E2_mog40/runs/FLA/FLA-alpha1.7-tamed-dt0.01-20260806T213438061412Z,,1.7,,
E2,FLA,"FLA alpha=1.8, canonical",FLA-alpha1.8-canonical-dt0.01-20260806T143511821926Z,False,,0.01,1000,4,2,complete,a7f73d9b33f4c67e2ed3a91986fd9b5c,1ed7f635d25fe5cc00b6acb78b3f3fe4,5c87dd47ec60fa7cd601f9b3e03514d8,5471a024550bb71fafef76a952762803,81eb2a78a7c6aa6642fc9c734e0c2144,80146c550e5afdc1dad45edbb4ca9b07,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,cuda,float64,2026-08-06T14:35:12.019782Z,False,False,results/E2_mog40/runs/FLA/FLA-alpha1.8-canonical-dt0.01-20260806T143511821926Z,,1.8,,
E2,FLA,"FLA alpha=1.8, canonical",FLA-alpha1.8-canonical-dt0.01-20260806T195720683934Z,False,,0.01,1000,4,2,complete,a7f73d9b33f4c67e2ed3a91986fd9b5c,1ed7f635d25fe5cc00b6acb78b3f3fe4,5c87dd47ec60fa7cd601f9b3e03514d8,5471a024550bb71fafef76a952762803,81eb2a78a7c6aa6642fc9c734e0c2144,80146c550e5afdc1dad45edbb4ca9b07,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,cuda,float64,2026-08-06T19:57:20.972776Z,False,False,results/E2_mog40/runs/FLA/FLA-alpha1.8-canonical-dt0.01-20260806T195720683934Z,,1.8,,
E2,FLA,"FLA alpha=1.8, canonical",FLA-alpha1.8-canonical-dt0.01-20260806T213445186034Z,False,,0.01,1000,4,2,complete,a7f73d9b33f4c67e2ed3a91986fd9b5c,1ed7f635d25fe5cc00b6acb78b3f3fe4,5c87dd47ec60fa7cd601f9b3e03514d8,5471a024550bb71fafef76a952762803,81eb2a78a7c6aa6642fc9c734e0c2144,80146c550e5afdc1dad45edbb4ca9b07,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,cuda,float64,2026-08-06T21:34:45.487652Z,False,True,results/E2_mog40/runs/FLA/FLA-alpha1.8-canonical-dt0.01-20260806T213445186034Z,,1.8,,
E2,FLA,"FLA alpha=1.8, tamed",FLA-alpha1.8-tamed-dt0.01-20260806T143733044068Z,True,1.0,0.01,1000,4,2,complete,a7f73d9b33f4c67e2ed3a91986fd9b5c,1ed7f635d25fe5cc00b6acb78b3f3fe4,452d1c32dc27b16d0d64fc871e76ec83,5471a024550bb71fafef76a952762803,f4e072c25075d2cc45cadca4e0162b91,80146c550e5afdc1dad45edbb4ca9b07,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,cuda,float64,2026-08-06T14:37:33.244539Z,False,False,results/E2_mog40/runs/FLA/FLA-alpha1.8-tamed-dt0.01-20260806T143733044068Z,,1.8,,
E2,FLA,"FLA alpha=1.8, tamed",FLA-alpha1.8-tamed-dt0.01-20260806T195727331764Z,True,1.0,0.01,1000,4,2,complete,a7f73d9b33f4c67e2ed3a91986fd9b5c,1ed7f635d25fe5cc00b6acb78b3f3fe4,452d1c32dc27b16d0d64fc871e76ec83,5471a024550bb71fafef76a952762803,f4e072c25075d2cc45cadca4e0162b91,80146c550e5afdc1dad45edbb4ca9b07,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,cuda,float64,2026-08-06T19:57:27.620928Z,False,False,results/E2_mog40/runs/FLA/FLA-alpha1.8-tamed-dt0.01-20260806T195727331764Z,,1.8,,
E2,FLA,"FLA alpha=1.8, tamed",FLA-alpha1.8-tamed-dt0.01-20260806T213452545680Z,True,1.0,0.01,1000,4,2,complete,a7f73d9b33f4c67e2ed3a91986fd9b5c,1ed7f635d25fe5cc00b6acb78b3f3fe4,452d1c32dc27b16d0d64fc871e76ec83,5471a024550bb71fafef76a952762803,f4e072c25075d2cc45cadca4e0162b91,80146c550e5afdc1dad45edbb4ca9b07,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,cuda,float64,2026-08-06T21:34:52.864606Z,False,True,results/E2_mog40/runs/FLA/FLA-alpha1.8-tamed-dt0.01-20260806T213452545680Z,,1.8,,
E2,LSC-CP,"LSC-CP, canonical",LSC-CP-canonical-uncalibratable-20260806T151227100996Z,False,,,1000,4,2,uncalibratable,a7f73d9b33f4c67e2ed3a91986fd9b5c,1ed7f635d25fe5cc00b6acb78b3f3fe4,1dcad52e501d9a9b231501c5eb6c0a43,,ce06a1214b487d843820179501a08beb,e71bbd08ba7e81335a987ae53f2cf774,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,cuda,float64,2026-08-06T15:12:27.134768Z,False,False,results/E2_mog40/runs/LSC-CP/LSC-CP-canonical-uncalibratable-20260806T151227100996Z,,,,
E2,LSC-CP,"LSC-CP, canonical",LSC-CP-canonical-uncalibratable-20260806T200836608605Z,False,,,1000,4,2,uncalibratable,a7f73d9b33f4c67e2ed3a91986fd9b5c,1ed7f635d25fe5cc00b6acb78b3f3fe4,1dcad52e501d9a9b231501c5eb6c0a43,,ce06a1214b487d843820179501a08beb,e71bbd08ba7e81335a987ae53f2cf774,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,cuda,float64,2026-08-06T20:08:36.739641Z,False,False,results/E2_mog40/runs/LSC-CP/LSC-CP-canonical-uncalibratable-20260806T200836608605Z,,,,
E2,LSC-CP,"LSC-CP, canonical",LSC-CP-canonical-uncalibratable-20260806T214317337545Z,False,,,1000,4,2,uncalibratable,a7f73d9b33f4c67e2ed3a91986fd9b5c,1ed7f635d25fe5cc00b6acb78b3f3fe4,1dcad52e501d9a9b231501c5eb6c0a43,,ce06a1214b487d843820179501a08beb,e71bbd08ba7e81335a987ae53f2cf774,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,cuda,float64,2026-08-06T21:43:17.447192Z,False,True,results/E2_mog40/runs/LSC-CP/LSC-CP-canonical-uncalibratable-20260806T214317337545Z,,,,
