step,t,n_potential_only,n_potential_baseline,n_force_only,n_value_and_force,n_structured_extra_chord_units,n_structured_extra_particle_calls,n_force,n_extra_potential,n_extra_potential_equivalent,rho,n_fee,fee_calibration_hash,fee_cost_unit,n_force_per_particle,n_extra_potential_equivalent_per_particle,n_fee_per_particle
0,0.0,0,0,0,0,0,0,0,0,0.0,0.7570305438663122,0.0,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,0.0,0.0,0.0
8,0.04,819200,0,25600,0,0,0,25600,819200,819200.0,0.7570305438663122,645759.421535283,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,8.0,256.0,201.79981922977592
17,0.085,1740800,0,54400,0,0,0,54400,1740800,1740800.0,0.7570305438663122,1372238.7707624764,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,17.0,544.0,428.8246158632739
25,0.125,2560000,0,80000,0,0,0,80000,2560000,2560000.0,0.7570305438663122,2017998.1922977592,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,25.0,800.0,630.6244350930498
33,0.165,3379200,0,105600,0,0,0,105600,3379200,3379200.0,0.7570305438663122,2663757.6138330423,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,33.0,1056.0,832.4242543228257
42,0.21,4300800,0,134400,0,0,0,134400,4300800,4300800.0,0.7570305438663122,3390236.9630602356,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,42.0,1344.0,1059.4490509563236
50,0.25,5120000,0,160000,0,0,0,160000,5120000,5120000.0,0.7570305438663122,4035996.3845955185,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,50.0,1600.0,1261.2488701860996
58,0.29,5939200,0,185600,0,0,0,185600,5939200,5939200.0,0.7570305438663122,4681755.806130801,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,58.0,1856.0,1463.0486894158755
67,0.335,6860800,0,214400,0,0,0,214400,6860800,6860800.0,0.7570305438663122,5408235.155357995,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,67.0,2144.0,1690.0734860493735
75,0.375,7680000,0,240000,0,0,0,240000,7680000,7680000.0,0.7570305438663122,6053994.5768932775,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,75.0,2400.0,1891.8733052791492
83,0.41500000000000004,8499200,0,265600,0,0,0,265600,8499200,8499200.0,0.7570305438663122,6699753.998428561,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,83.0,2656.0,2093.6731245089254
92,0.46,9420800,0,294400,0,0,0,294400,9420800,9420800.0,0.7570305438663122,7426233.347655754,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,92.0,2944.0,2320.697921142423
100,0.5,10240000,0,320000,0,0,0,320000,10240000,10240000.0,0.7570305438663122,8071992.769191037,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,100.0,3200.0,2522.497740372199
108,0.54,11059200,0,345600,0,0,0,345600,11059200,11059200.0,0.7570305438663122,8717752.19072632,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,108.0,3456.0,2724.2975596019746
117,0.585,11980800,0,374400,0,0,0,374400,11980800,11980800.0,0.7570305438663122,9444231.539953513,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,117.0,3744.0,2951.322356235473
125,0.625,12800000,0,400000,0,0,0,400000,12800000,12800000.0,0.7570305438663122,10089990.961488796,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,125.0,4000.0,3153.122175465249
133,0.665,13619200,0,425600,0,0,0,425600,13619200,13619200.0,0.7570305438663122,10735750.38302408,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,133.0,4256.0,3354.9219946950248
142,0.71,14540800,0,454400,0,0,0,454400,14540800,14540800.0,0.7570305438663122,11462229.732251272,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,142.0,4544.0,3581.9467913285225
150,0.75,15360000,0,480000,0,0,0,480000,15360000,15360000.0,0.7570305438663122,12107989.153786555,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,150.0,4800.0,3783.7466105582985
158,0.79,16179200,0,505600,0,0,0,505600,16179200,16179200.0,0.7570305438663122,12753748.575321838,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,158.0,5056.0,3985.5464297880744
167,0.835,17100800,0,534400,0,0,0,534400,17100800,17100800.0,0.7570305438663122,13480227.924549032,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,167.0,5344.0,4212.571226421573
175,0.875,17920000,0,560000,0,0,0,560000,17920000,17920000.0,0.7570305438663122,14125987.346084315,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,175.0,5600.0,4414.371045651348
183,0.915,18739200,0,585600,0,0,0,585600,18739200,18739200.0,0.7570305438663122,14771746.767619597,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,183.0,5856.0,4616.170864881124
192,0.96,19660800,0,614400,0,0,0,614400,19660800,19660800.0,0.7570305438663122,15498226.11684679,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,192.0,6144.0,4843.195661514622
200,1.0,20480000,0,640000,0,0,0,640000,20480000,20480000.0,0.7570305438663122,16143985.538382074,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,200.0,6400.0,5044.995480744398
208,1.04,21299200,0,665600,0,0,0,665600,21299200,21299200.0,0.7570305438663122,16789744.95991736,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,208.0,6656.0,5246.795299974175
217,1.085,22220800,0,694400,0,0,0,694400,22220800,22220800.0,0.7570305438663122,17516224.30914455,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,217.0,6944.0,5473.820096607672
