experiment,method,seed,time,KDE_bandwidth,KDE_integral,KDE_integral_before_grid_renormalization,KDE_tail_mass_outside_plot,L1_density_error,L2_density_error,truncated_KDE_chi2,KDE_CDF_sup_error,empirical_CDF_sup_error,KDE_vs_empirical_CDF_sup,chi_interval_left,chi_interval_right,chi_omitted_target_mass,chi_target_density_min,quadrature
triple-well,LSC-adjacent,0,3.528,0.09199214785700836,0.9999999999999999,1.0000000000000302,0.0,0.16064154756731744,0.005853304873017882,0.035476812431714924,0.07075319756658371,0.07053571419198507,0.0063460410168446335,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-adjacent,0,3.5427,0.09199214785700836,0.9999999999999999,1.0000000000000302,0.0,0.15762703295397507,0.0055205580457074865,0.033765105929103936,0.06905848761369898,0.07028686166499615,0.006048596468197193,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-adjacent,0,3.5574,0.09199214785700836,1.0,1.0000000000000302,0.0,0.15567190863943364,0.005292801415407953,0.03303895450013705,0.06817176705386535,0.06802997350675644,0.0056261488671952575,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-adjacent,0,3.5721,0.09199214785700836,0.9999999999999999,1.0000000000000302,0.0,0.14568896173938,0.005106163378949395,0.03026537458614286,0.06595543439258256,0.06609429720210469,0.005503061787161395,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-adjacent,0,3.5867999999999998,0.09199214785700836,1.0,1.00000000000003,0.0,0.13724875656296615,0.004810174117254934,0.028555600653087175,0.06439970040038334,0.065074605655359,0.005659866464610017,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-adjacent,0,3.6015,0.09199214785700836,0.9999999999999999,1.0000000000000302,0.0,0.1399002782982264,0.004910526711807787,0.02985407795097214,0.06537829603955808,0.0658375478046409,0.005746871200719417,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-adjacent,0,3.6162,0.09199214785700836,1.0,1.0000000000000302,0.0,0.1374228030076586,0.0048061722586018665,0.028834961044555442,0.06469119860671296,0.06513831657734137,0.006495073129466289,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-adjacent,0,3.6309,0.09199214785700836,0.9999999999999999,1.0000000000000302,0.0,0.13610447010536325,0.004688457621691577,0.028980684529517187,0.06283959231718589,0.062382145928404686,0.0072612574852161105,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-adjacent,0,3.6456,0.09199214785700836,0.9999999999999999,1.0000000000000302,0.0,0.1350513749001116,0.004543866088283139,0.028146737840749253,0.062101202465744465,0.06262979740491936,0.006462803577197307,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-adjacent,0,3.6603,0.09199214785700836,0.9999999999999998,1.0000000000000302,0.0,0.13900250913938544,0.004824850327445614,0.02968705132900979,0.06177946323530725,0.06278087178757275,0.006700870815805893,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-adjacent,0,3.675,0.09199214785700836,0.9999999999999998,1.0000000000000302,0.0,0.12869575562328664,0.004340482732215555,0.026799934687218915,0.057052257674141404,0.056905704295489024,0.007081881275757929,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-adjacent,0,3.6896999999999998,0.09199214785700836,1.0,1.0000000000000302,0.0,0.12880270312175834,0.00444680310147832,0.02761148836920375,0.0582849912754711,0.05795493010253405,0.005979322901940587,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-adjacent,0,3.7044,0.09199214785700836,0.9999999999999998,1.0000000000000302,0.0,0.12017531470529456,0.003878880917809617,0.0246202903306518,0.054591547083466085,0.055882329095327754,0.007792526419336587,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-adjacent,0,3.7191,0.09199214785700836,1.0,1.0000000000000302,0.0,0.13114829451277907,0.003682161552593921,0.02332355266692749,0.055768980687732395,0.05581037200389416,0.0065228575604489025,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-adjacent,0,3.7338,0.09199214785700836,0.9999999999999999,1.0000000000000302,0.0,0.13135512645821212,0.003517227613955099,0.022289063911458018,0.05711228723705419,0.057548090793611784,0.005586676883305497,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-adjacent,0,3.7485,0.09199214785700836,1.0,1.0000000000000302,0.0,0.1420032651030395,0.003801607444450258,0.025947466795270657,0.06073385474231863,0.06099690392706536,0.006330470070297467,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-adjacent,0,3.7632,0.09199214785700836,0.9999999999999999,1.0000000000000302,0.0,0.14072077990055126,0.00380705161799246,0.02614979585026335,0.061889964858625524,0.06266357059373207,0.005879643879538321,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-adjacent,0,3.7779,0.09199214785700836,1.0,1.0000000000000302,0.0,0.13896914554504133,0.003794780001064279,0.026275402930156642,0.06014954522153637,0.06073958081064845,0.0064748468445792184,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-adjacent,0,3.7925999999999997,0.09199214785700836,1.0000000000000002,1.00000000000003,0.0,0.13999434038400255,0.0037987298757654435,0.024800191543368124,0.057383035832535345,0.06030621786397594,0.005765580162916284,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-adjacent,0,3.8073,0.09199214785700836,0.9999999999999999,1.0000000000000302,0.0,0.1388440750078364,0.0039331745219966605,0.02493815175060292,0.0576984973209842,0.061556217863975915,0.005422029068419154,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-adjacent,0,3.822,0.09199214785700836,0.9999999999999999,1.0000000000000302,0.0,0.14074747972384266,0.004207320465910868,0.02682598433081034,0.058243335917197325,0.060806477241738266,0.006119368658168645,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-adjacent,0,3.8367,0.09199214785700836,1.0,1.0000000000000302,0.0,0.13952342876646473,0.004041985799889831,0.025502464456254932,0.05912639483512572,0.06154247403889124,0.004893961468355523,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-adjacent,0,3.8514,0.09199214785700836,0.9999999999999999,1.0000000000000302,0.0,0.1446391119739468,0.004346413156965026,0.02772590536390536,0.06180095364966476,0.06413981057507157,0.004834161585468705,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-adjacent,0,3.8661,0.09199214785700836,0.9999999999999998,1.0000000000000302,0.0,0.14174075712508508,0.00430584521758961,0.02738193925286607,0.06289212620858198,0.06529247403889127,0.005580328950706148,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-adjacent,0,3.8808,0.09199214785700836,0.9999999999999999,1.0000000000000302,0.0,0.1416338444712285,0.00447616490008395,0.02720639952934297,0.06380148595417978,0.06862580737222457,0.005650761614112265,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-adjacent,0,3.8954999999999997,0.09199214785700836,0.9999999999999998,1.0000000000000302,0.0,0.14613481676527945,0.004499275240805735,0.026678778206585096,0.06551472807666159,0.06779247403889133,0.006117812465918582,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-adjacent,0,3.9102,0.09199214785700836,0.9999999999999999,1.0000000000000302,0.0,0.14803782725892395,0.004406358719736885,0.02657665334926007,0.06461264612260864,0.06663981057507162,0.006295804716986764,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-adjacent,0,3.9249,0.09199214785700836,1.0,1.0000000000000302,0.0,0.14032107874578414,0.004015906396982096,0.025115598828708015,0.06252706203682623,0.06429016477335514,0.005705848959841352,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-adjacent,0,3.9396,0.09199214785700836,1.0,1.0000000000000302,0.0,0.13484074770541526,0.0038376447067600644,0.025657614915282578,0.06177114208480072,0.06278087178757275,0.005200400346412115,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-adjacent,0,3.9543,0.09199214785700836,0.9999999999999998,1.0000000000000302,0.0,0.14147316724930714,0.003989331045120233,0.028953991405276977,0.06529795705928698,0.06692878640967281,0.005828324701052878,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-adjacent,0,3.969,0.09199214785700836,0.9999999999999999,1.0000000000000302,0.0,0.14295595107428982,0.004201359128305682,0.0319023328442083,0.06643451116975929,0.06756136545737135,0.005411159916341335,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-adjacent,0,3.9837,0.09199214785700836,0.9999999999999999,1.0000000000000302,0.0,0.13970137967753,0.004044200014836439,0.029946692217041042,0.06478079320194108,0.06631136545737137,0.005930212592537884,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-adjacent,0,3.9984,0.09199214785700836,0.9999999999999999,1.0000000000000302,0.0,0.13730565406145062,0.0038411176353910304,0.027313635908730836,0.06415264898463346,0.06550062221738506,0.005618629470758585,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-adjacent,0,4.0131,0.09199214785700836,0.9999999999999998,1.0000000000000302,0.0,0.13815475097245353,0.004172572771585269,0.028499555380476563,0.06421939388828446,0.06597297735413277,0.0061600434599874965,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-adjacent,0,4.0278,0.09199214785700836,1.0000000000000002,1.00000000000003,0.0,0.13655540332109523,0.00393911853561697,0.0274209253656671,0.06537612979478413,0.06565054715073987,0.006478791390608085,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-adjacent,0,4.0424999999999995,0.09199214785700836,0.9999999999999998,1.0000000000000302,0.0,0.13975063103118995,0.004020907917732534,0.02675246725609236,0.06599814986984187,0.06633395555071842,0.005667425079745159,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-adjacent,0,4.0572,0.09199214785700836,1.0,1.0000000000000302,0.0,0.13523797969155915,0.0037112364324598628,0.02393174924095882,0.062465517827494654,0.0636840083486131,0.005956643810823191,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-adjacent,0,4.0719,0.09199214785700836,1.0,1.0000000000000302,0.0,0.1372525058088061,0.0038633595667608737,0.023756469279114706,0.061481839850507036,0.06512979740491931,0.006318701545930561,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-adjacent,0,4.0866,0.09199214785700836,0.9999999999999999,1.0000000000000302,0.0,0.13333716245472932,0.0036982606018149153,0.022943921551325637,0.05943629599476563,0.061302537998125906,0.007374741859825007,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-adjacent,0,4.1013,0.09199214785700836,0.9999999999999999,1.0000000000000302,0.0,0.13151265425452996,0.0035681672206698527,0.022243714996737968,0.058850593832563636,0.06016348937267535,0.005103966393463777,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-adjacent,0,4.116,0.09199214785700836,1.0,1.0000000000000302,0.0,0.12715411962469975,0.0034939333999796434,0.02144249217638778,0.058599594133667,0.06045174744508175,0.0066549892788192455,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-adjacent,0,4.1307,0.09199214785700836,1.0,1.00000000000003,0.0,0.13097929211776396,0.003705968819728822,0.022685042959232633,0.058766740124844175,0.05984545307633948,0.005218151335521948,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-adjacent,0,4.1453999999999995,0.09199214785700836,0.9999999999999998,1.0000000000000302,0.0,0.12097878798935206,0.0034569423232646457,0.02125485924247194,0.05608372238304793,0.05714469879070461,0.005458287149975649,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-adjacent,0,4.1601,0.09199214785700836,1.0,1.0000000000000302,0.0,0.11750112497455158,0.003328514377760621,0.019963211425151704,0.05641733276505467,0.05778087178757274,0.005050597138554269,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-adjacent,0,4.1748,0.09199214785700836,0.9999999999999999,1.0000000000000302,0.0,0.12078851258267256,0.003403137136377711,0.02006932248692609,0.0555983593577003,0.05694753845423939,0.0055216056975191385,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-adjacent,0,4.1895,0.09199214785700836,1.0,1.0000000000000302,0.0,0.12217787564356797,0.003491153405688785,0.020557190232529936,0.0567095188414759,0.05679145011648312,0.005422857251631497,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-overlong,0,0.0,0.09199214785700836,1.0,1.00000000000003,0.0,1.6792770888270936,1.381118799239265,7.545464870256502,0.8004714502819211,0.8091975005692015,0.05333610160703128,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-overlong,0,0.0147,0.09199214785700836,1.0,1.0000000000000298,0.0,1.6480018192068742,1.2976592745953137,7.113851706971962,0.7883591184400374,0.7952093640794173,0.057689768683640646,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-overlong,0,0.0294,0.09199214785700836,1.0,1.0000000000000298,0.0,1.611713902766447,1.2044537566718854,6.6438503859458,0.7745921432185978,0.7808636314447713,0.05008642803668342,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-overlong,0,0.0441,0.09199214785700836,1.0000000000000002,1.0000000000000295,0.0,1.5817360411499255,1.1354811408623575,6.320475599256359,0.7625013030050494,0.7670299389667006,0.04818743333242215,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-overlong,0,0.0588,0.09199214785700836,1.0000000000000002,1.0000000000000295,0.0,1.5474073428707573,1.0592569236789333,5.967358039199814,0.7487826863027346,0.7529424538919373,0.043339363202374,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-overlong,0,0.0735,0.09199214785700836,1.0,1.0000000000000295,0.0,1.5156134133177028,0.9854251877003244,5.631603970662173,0.7367621900480685,0.7393687652695884,0.04018061460918848,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-overlong,0,0.0882,0.09199214785700836,1.0,1.0000000000000298,0.0,1.4877132217764344,0.9287144411019174,5.393857942648805,0.7247963131262591,0.7275739382007643,0.041464508845973136,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-overlong,0,0.1029,0.09199214785700836,0.9999999999999999,1.0000000000000298,0.0,1.4654261936593236,0.8806838895929222,5.223214242875056,0.7148531513842813,0.7162303750535779,0.039168671824600626,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-overlong,0,0.1176,0.09199214785700836,0.9999999999999999,1.0000000000000298,0.0,1.4310552161897334,0.8132689689781021,4.94752288889713,0.7013064987280303,0.7027794117984701,0.03286157936830522,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-overlong,0,0.1323,0.09199214785700836,0.9999999999999998,1.0000000000000298,0.0,1.394641119602611,0.7528499033742206,4.741033499365589,0.6871999785707259,0.6882513870380483,0.032430007226328356,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-overlong,0,0.147,0.09199214785700836,0.9999999999999998,1.00000000000003,0.0,1.3684543989095828,0.7004488709033848,4.56548953530991,0.675481250862474,0.6764771489344441,0.029514621381268147,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-overlong,0,0.1617,0.09199214785700836,0.9999999999999998,1.00000000000003,0.0,1.3414058614141622,0.6484337785253579,4.411417963451959,0.6619740836838827,0.6628649948849971,0.028248961609087075,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-overlong,0,0.1764,0.09199214785700836,1.0000000000000002,1.0000000000000298,0.0,1.3113474319909995,0.5930620959272217,4.2206089099153505,0.6471118758207696,0.6476796059049035,0.027160036874174315,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-overlong,0,0.1911,0.09199214785700836,1.0,1.0000000000000298,0.0,1.2890332371042017,0.549425378740437,4.098643748705887,0.6365402881292661,0.6377842164230676,0.026348303639269044,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-overlong,0,0.2058,0.09199214785700836,1.0,1.00000000000003,0.0,1.2603664736020623,0.5023752811665128,3.946196437504174,0.6231389886608869,0.6239397812553948,0.02272456562101105,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-overlong,0,0.2205,0.09199214785700836,0.9999999999999998,1.0000000000000302,0.0,1.2288614624097671,0.453803421582078,3.770226855515238,0.6085191575276427,0.6093564479220617,0.021444358167647892,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-overlong,0,0.2352,0.09199214785700836,1.0,1.00000000000003,0.0,1.2108280148782455,0.41157007299278625,3.6716292785130573,0.5977579569546461,0.5998006539442811,0.01807755037463596,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-overlong,0,0.2499,0.09199214785700836,1.0000000000000002,1.00000000000003,0.0,1.1851764204342428,0.3717898773461397,3.528694497582497,0.58597846969019,0.5881866746788086,0.01809443140142661,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-overlong,0,0.2646,0.09199214785700836,1.0,1.0000000000000302,0.0,1.164120730584298,0.3362754064920215,3.393493514862468,0.5763412502532506,0.5804027117320372,0.016062902259269873,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-overlong,0,0.2793,0.09199214785700836,1.0,1.0000000000000302,0.0,1.1439083205168292,0.30547120611536066,3.30024099378281,0.5666124784740174,0.5687360450653705,0.013321802945719219,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-overlong,0,0.294,0.09199214785700836,1.0,1.0000000000000302,0.0,1.1277786697331083,0.28085964759578197,3.206472739772862,0.5576506291407568,0.5603088702119272,0.015220266012892225,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-overlong,0,0.3087,0.09199214785700836,1.0,1.0000000000000302,0.0,1.0991614756890582,0.25458324928188325,3.0785715010628287,0.5446938554847619,0.5479239756777236,0.013606800039329348,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-overlong,0,0.3234,0.09199214785700836,1.0,1.0000000000000302,0.0,1.076952937354301,0.2367551978968393,2.989543168988562,0.5337541545168303,0.5376810126617121,0.010878233005181731,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-overlong,0,0.3381,0.09199214785700836,0.9999999999999998,1.0000000000000302,0.0,1.0511319395655896,0.2204555475553147,2.8259932699270314,0.5213023868568262,0.5252824449181621,0.009681569064418805,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-overlong,0,0.3528,0.09199214785700836,0.9999999999999999,1.0000000000000302,0.0,1.0245691745653753,0.2091584450626165,2.694770440221151,0.5072811584102194,0.5118152467249216,0.009763233910038582,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-overlong,0,0.3675,0.09199214785700836,1.0,1.0000000000000302,0.0,1.0036208989217879,0.20315436552568122,2.609488432076876,0.49620108435030025,0.49995686639084036,0.00931580704869539,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-overlong,0,0.3822,0.09199214785700836,0.9999999999999999,1.0000000000000302,0.0,0.981939917799967,0.20026316305818875,2.5228410809856707,0.4851162039942497,0.48935556412380454,0.011473973498387635,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-overlong,0,0.3969,0.09199214785700836,0.9999999999999999,1.0000000000000302,0.0,0.9610647920920217,0.19952874529650297,2.433778006323218,0.4759318532234192,0.48080917169494114,0.010902075612657103,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-overlong,0,0.4116,0.09199214785700836,0.9999999999999997,1.0000000000000304,0.0,0.9420462014897062,0.199136276833476,2.3388318466117757,0.4640395806782193,0.46850995039087323,0.013411851605086067,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-overlong,0,0.4263,0.09199214785700836,0.9999999999999999,1.0000000000000302,0.0,0.9278215032252601,0.1997997021467723,2.247492209634277,0.45533508870209716,0.4614266170575398,0.013349035755809924,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-overlong,0,0.441,0.09199214785700836,0.9999999999999999,1.0000000000000302,0.0,0.9095212671251329,0.19998922816913636,2.149656254516252,0.44616200303271847,0.4516122120536605,0.01128590936926066,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-overlong,0,0.4557,0.09199214785700836,1.0,1.00000000000003,0.0,0.8904075121732173,0.19723406246605643,2.0184558644888364,0.43160081137304157,0.4381815673231792,0.012903713254717175,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-overlong,0,0.4704,0.09199214785700836,1.0,1.00000000000003,0.0,0.8743997756845924,0.19517422604580134,1.9102933045960138,0.4199820675806685,0.4238624926845393,0.014727858009779882,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-overlong,0,0.4851,0.09199214785700836,1.0,1.00000000000003,0.0,0.849116643665121,0.19537286699780326,1.8305326185541486,0.41021310876573913,0.41447573596674303,0.013549498269451954,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-overlong,0,0.4998,0.09199214785700836,1.0,1.00000000000003,0.0,0.8249362736885417,0.19507571663480794,1.7524270720147677,0.40282556121748175,0.4079392280847242,0.01449854670396411,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-overlong,0,0.5145,0.09199214785700836,0.9999999999999999,1.00000000000003,0.0,0.8018931696256091,0.1954935914369883,1.6760354126807249,0.39462343602091066,0.40008768585883336,0.01567595810506628,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-overlong,0,0.5292,0.09199214785700836,0.9999999999999998,1.0000000000000302,0.0,0.7874128641656795,0.19409536024647342,1.5908311761953118,0.3862262063986494,0.3930059445287337,0.015429143066510331,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-overlong,0,0.5438999999999999,0.09199214785700836,1.0000000000000002,1.0000000000000298,0.0,0.7651388050588731,0.1921017745782638,1.5150331541990465,0.3767659778783479,0.3822296275318899,0.015726730074858697,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-overlong,0,0.5586,0.09199214785700836,0.9999999999999998,1.00000000000003,0.0,0.7400690417674615,0.18518741187825144,1.4218085867851995,0.3660076936819184,0.3708622899158313,0.015275923153120874,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-overlong,0,0.5733,0.09199214785700836,1.0,1.00000000000003,0.0,0.7267180019708983,0.18291396396960366,1.3715100866955092,0.35843502833383367,0.36514629419855654,0.013633729220497048,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-overlong,0,0.588,0.09199214785700836,1.0,1.00000000000003,0.0,0.7093660543305633,0.1789273034482462,1.3060786912191578,0.3500808700022239,0.35514629419855653,0.013443037661710955,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-overlong,0,0.6027,0.09199214785700836,0.9999999999999998,1.00000000000003,0.0,0.6955656767540356,0.17780611130199286,1.2570140198134183,0.3431643474264452,0.3503277621480929,0.015877656298904974,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-overlong,0,0.6174,0.09199214785700836,1.0,1.00000000000003,0.0,0.6779534458346055,0.17019379070717094,1.1739944342574347,0.33345879550664836,0.33969664017342305,0.013777447393872322,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
triple-well,LSC-overlong,0,0.6321,0.09199214785700836,0.9999999999999999,1.00000000000003,0.0,0.665325569814831,0.1650283238359025,1.106138272772332,0.3245140252781547,0.3301385039511933,0.014582964401448906,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid
