experiment,method,time,L1_density_error_mean,L1_density_error_std,L1_density_error_count,L2_density_error_mean,L2_density_error_std,L2_density_error_count,truncated_KDE_chi2_mean,truncated_KDE_chi2_std,truncated_KDE_chi2_count,KDE_CDF_sup_error_mean,KDE_CDF_sup_error_std,KDE_CDF_sup_error_count,empirical_CDF_sup_error_mean,empirical_CDF_sup_error_std,empirical_CDF_sup_error_count,KDE_vs_empirical_CDF_sup_mean,KDE_vs_empirical_CDF_sup_std,KDE_vs_empirical_CDF_sup_count,KDE_integral_mean,KDE_integral_std,KDE_integral_count,L1_density_error_se,L2_density_error_se,truncated_KDE_chi2_se,KDE_CDF_sup_error_se,empirical_CDF_sup_error_se,KDE_vs_empirical_CDF_sup_se,KDE_integral_se,KDE_bandwidth,chi_interval_left,chi_interval_right,chi_omitted_target_mass,chi_target_density_min
triple-well,CP-overlong,0.0,1.679906152068005,0.0020292579101239927,4,1.4052189908629324,0.02182397456243426,4,7.667905184092233,0.11117784644438036,4,0.8011975487663949,0.0005382268927412455,4,0.809195024927265,0.0009128731779927841,4,0.05665948886798707,0.002934522945037605,4,1.0,0.0,4,0.0010146289550619963,0.01091198728121713,0.05558892322219018,0.0002691134463706227,0.00045643658899639203,0.0014672614725188026,0.0,0.09199214785700836,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915
triple-well,CP-overlong,0.0147,1.6576934939294201,0.00462262361495272,4,1.3091038558038377,0.021346683734686987,4,7.162752041480883,0.1105965180172497,4,0.7917058607556492,0.0016615013133437675,4,0.7991032841968873,0.002206258273460684,4,0.05483852151796531,0.002857875784320335,4,0.9999999999999999,6.409875621278546e-17,4,0.00231131180747636,0.010673341867343493,0.05529825900862485,0.0008307506566718838,0.001103129136730342,0.0014289378921601675,3.204937810639273e-17,0.09199214785700836,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915
triple-well,CP-overlong,0.0294,1.6356537809470915,0.006407084444234239,4,1.2097064046968744,0.02490658250470983,4,6.637565763840782,0.13157212151728162,4,0.7824734063806036,0.002530966536778157,4,0.7896955057960571,0.00202904825568588,4,0.04875542795379248,0.0038493310221185384,4,1.0,1.1102230246251565e-16,4,0.0032035422221171196,0.012453291252354915,0.06578606075864081,0.0012654832683890785,0.00101452412784294,0.0019246655110592692,5.551115123125783e-17,0.09199214785700836,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915
triple-well,CP-overlong,0.0441,1.6147952414755566,0.0057925255334820795,4,1.1296330434866937,0.021071400148444965,4,6.213749088931314,0.11172087328381117,4,0.7731804482764081,0.002196060635596009,4,0.779829403428719,0.0015141482657591904,4,0.045440150376845095,0.0020824434834658162,4,1.0,1.1102230246251565e-16,4,0.0028962627667410397,0.010535700074222483,0.055860436641905584,0.0010980303177980045,0.0007570741328795952,0.0010412217417329081,5.551115123125783e-17,0.09199214785700836,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915
triple-well,CP-overlong,0.0588,1.5918031573873725,0.00864262205183478,4,1.0510648842190453,0.01849743413263987,4,5.795402633582613,0.09560217960838814,4,0.7627879787262382,0.002633984045568729,4,0.7690181507261235,0.0029364409044258136,4,0.04343891600588887,0.002641302492687914,4,1.0,1.2819751242557092e-16,4,0.00432131102591739,0.009248717066319936,0.04780108980419407,0.0013169920227843646,0.0014682204522129068,0.001320651246343957,6.409875621278546e-17,0.09199214785700836,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915
triple-well,CP-overlong,0.0735,1.5711477672390908,0.0037840412168984408,4,0.981550299125414,0.01772945178114782,4,5.425908948588901,0.09125013082921435,4,0.7533183119069728,0.0009367605743247796,4,0.7586906700754855,0.0010158101840641882,4,0.03868660076488371,0.0013404395228603122,4,1.0,1.5700924586837752e-16,4,0.0018920206084492204,0.00886472589057391,0.045625065414607174,0.0004683802871623898,0.0005079050920320941,0.0006702197614301561,7.850462293418876e-17,0.09199214785700836,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915
triple-well,CP-overlong,0.0882,1.5529319571208993,0.008090610423044178,4,0.9278201941294841,0.020876465652538725,4,5.135526285865,0.104810898101908,4,0.7455696805630393,0.0035478535129185415,4,0.7508781700754855,0.0037841061291506105,4,0.03713627370827738,0.0012230591172302273,4,1.0,6.409875621278546e-17,4,0.004045305211522089,0.010438232826269362,0.052405449050954,0.0017739267564592708,0.0018920530645753053,0.0006115295586151137,3.204937810639273e-17,0.09199214785700836,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915
triple-well,CP-overlong,0.1029,1.5351141099075842,0.01135293266802045,4,0.8677000984432466,0.02038764084137696,4,4.813554321164642,0.10065961730520961,4,0.7370248983725638,0.004853408843069009,4,0.7421283910854474,0.004734136840966936,4,0.03470590774120212,0.0016821670496708718,4,1.0,1.4332917616497527e-16,4,0.005676466334010225,0.01019382042068848,0.05032980865260481,0.0024267044215345044,0.002367068420483468,0.0008410835248354359,7.166458808248763e-17,0.09199214785700836,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915
triple-well,CP-overlong,0.1176,1.5155613485554191,0.013093044166350444,4,0.81890276035989,0.018506986078104946,4,4.548368254773457,0.09109095862714804,4,0.7278446165847374,0.006158091556503298,4,0.7323900066646539,0.00604824180660969,4,0.03392694229641862,0.0031118189405857344,4,1.0,1.2819751242557092e-16,4,0.006546522083175222,0.009253493039052473,0.04554547931357402,0.003079045778251649,0.003024120903304845,0.0015559094702928672,6.409875621278546e-17,0.09199214785700836,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915
triple-well,CP-overlong,0.1323,1.4972484196308282,0.01606890876505734,4,0.7763225839323725,0.01846564294508561,4,4.316811862672717,0.09053915498598301,4,0.7189541232541481,0.007198302764679123,4,0.7237156029354035,0.007247667602286729,4,0.03280824035080045,0.0031177660161675054,4,1.0,6.409875621278546e-17,4,0.00803445438252867,0.009232821472542806,0.04526957749299151,0.0035991513823395616,0.0036238338011433647,0.0015588830080837527,3.204937810639273e-17,0.09199214785700836,-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915
