experiment,figure,metric,method,reference,spectral_rate,metric_rate_factor,effective_decay_rate,amplitude_rule,anchor_time,anchor_value,validated_finite_dimensional_reference
triple-well,triple-well:CDF_sup:time-decay,CDF_sup,LSC-adjacent,abscissa,0.7514790508028,1,0.7514790508028,anchor at first valid positive mean metric value,0.0,0.809195024927265,True
triple-well,triple-well:CDF_sup:time-decay,CDF_sup,LSC-adjacent,form_gap,0.3881943394620701,1,0.3881943394620701,anchor at first valid positive mean metric value,0.0,0.809195024927265,True
triple-well,triple-well:CDF_sup:time-decay,CDF_sup,LSC-overlong,abscissa,2.6560506395098726,1,2.6560506395098726,anchor at first valid positive mean metric value,0.0,0.809195024927265,True
triple-well,triple-well:CDF_sup:time-decay,CDF_sup,LSC-overlong,form_gap,0.0905930161676336,1,0.0905930161676336,anchor at first valid positive mean metric value,0.0,0.809195024927265,True
triple-well,triple-well:CDF_sup:time-decay,CDF_sup,Langevin,abscissa,0.009343371749772027,1,0.009343371749772027,anchor at first valid positive mean metric value,0.0,0.809195024927265,True
triple-well,triple-well:CDF_sup:time-decay,CDF_sup,Langevin,form_gap,0.006787481642835932,1,0.006787481642835932,anchor at first valid positive mean metric value,0.0,0.809195024927265,True
triple-well,triple-well:L2_density_error:time-decay,L2_density_error,LSC-adjacent,abscissa,0.7514790508028,1,0.7514790508028,anchor at first valid positive mean metric value,0.0,1.4052189908629324,True
triple-well,triple-well:L2_density_error:time-decay,L2_density_error,LSC-adjacent,form_gap,0.3881943394620701,1,0.3881943394620701,anchor at first valid positive mean metric value,0.0,1.4052189908629324,True
triple-well,triple-well:L2_density_error:time-decay,L2_density_error,LSC-overlong,abscissa,2.6560506395098726,1,2.6560506395098726,anchor at first valid positive mean metric value,0.0,1.4052189908629324,True
triple-well,triple-well:L2_density_error:time-decay,L2_density_error,LSC-overlong,form_gap,0.0905930161676336,1,0.0905930161676336,anchor at first valid positive mean metric value,0.0,1.4052189908629324,True
triple-well,triple-well:L2_density_error:time-decay,L2_density_error,Langevin,abscissa,0.009343371749772027,1,0.009343371749772027,anchor at first valid positive mean metric value,0.0,1.4052189908629324,True
triple-well,triple-well:L2_density_error:time-decay,L2_density_error,Langevin,form_gap,0.006787481642835932,1,0.006787481642835932,anchor at first valid positive mean metric value,0.0,1.4052189908629324,True
triple-well,triple-well:MMD:time-decay,MMD,LSC-adjacent,abscissa,0.7514790508028,1,0.7514790508028,anchor at first valid positive mean metric value,0.0,0.803224567200545,True
triple-well,triple-well:MMD:time-decay,MMD,LSC-adjacent,form_gap,0.3881943394620701,1,0.3881943394620701,anchor at first valid positive mean metric value,0.0,0.803224567200545,True
triple-well,triple-well:MMD:time-decay,MMD,LSC-overlong,abscissa,2.6560506395098726,1,2.6560506395098726,anchor at first valid positive mean metric value,0.0,0.803224567200545,True
triple-well,triple-well:MMD:time-decay,MMD,LSC-overlong,form_gap,0.0905930161676336,1,0.0905930161676336,anchor at first valid positive mean metric value,0.0,0.803224567200545,True
triple-well,triple-well:MMD:time-decay,MMD,Langevin,abscissa,0.009343371749772027,1,0.009343371749772027,anchor at first valid positive mean metric value,0.0,0.803224567200545,True
triple-well,triple-well:MMD:time-decay,MMD,Langevin,form_gap,0.006787481642835932,1,0.006787481642835932,anchor at first valid positive mean metric value,0.0,0.803224567200545,True
triple-well,triple-well:W1:time-decay,W1,LSC-adjacent,abscissa,0.7514790508028,1,0.7514790508028,anchor at first valid positive mean metric value,0.0,3.3193942270683876,True
triple-well,triple-well:W1:time-decay,W1,LSC-adjacent,form_gap,0.3881943394620701,1,0.3881943394620701,anchor at first valid positive mean metric value,0.0,3.3193942270683876,True
triple-well,triple-well:W1:time-decay,W1,LSC-overlong,abscissa,2.6560506395098726,1,2.6560506395098726,anchor at first valid positive mean metric value,0.0,3.3193942270683876,True
triple-well,triple-well:W1:time-decay,W1,LSC-overlong,form_gap,0.0905930161676336,1,0.0905930161676336,anchor at first valid positive mean metric value,0.0,3.3193942270683876,True
triple-well,triple-well:W1:time-decay,W1,Langevin,abscissa,0.009343371749772027,1,0.009343371749772027,anchor at first valid positive mean metric value,0.0,3.3193942270683876,True
