experiment,plotted_interval_left,plotted_interval_right,omitted_target_mass,full_domain_left,full_domain_right,presentation
triple-well,-4.026880937227513,4.075028786711706,0.010000000000000009,-12.0,12.0,separate signed panels with shared x-axis
