experiment,method,x,local_Langevin_drift,Levy_score_correction,total_LSC_drift,jump_shell_center_positive,jump_shell_center_negative
triple-well,LSC-overlong,4.777698355968546,-0.5688635551859761,-926.650026284726,-927.218889839912,6.0,-6.0
triple-well,LSC-overlong,4.794853466761971,-0.5743531865716175,-1045.9813180833853,-1046.555671269957,6.0,-6.0
triple-well,LSC-overlong,4.812008577555396,-0.5798428181498956,-1182.0032313731726,-1182.5830741913226,6.0,-6.0
triple-well,LSC-overlong,4.829163688348821,-0.5853324499089582,-1337.2093450818309,-1337.7946775317398,6.0,-6.0
triple-well,LSC-overlong,4.846318799142242,-0.5908220818376807,-1514.4871411279842,-1515.0779632098217,6.0,-6.0
triple-well,LSC-overlong,4.863473909935667,-0.596311713925624,-1717.1833318758142,-1717.7796435897399,6.0,-6.0
triple-well,LSC-overlong,4.880629020729092,-0.6018013461629729,-1949.180502745517,-1949.78230409168,6.0,-6.0
triple-well,LSC-overlong,4.8977841315225135,-0.6072909785404986,-2214.9871085183086,-2215.594399496849,6.0,-6.0
triple-well,LSC-overlong,4.914939242315938,-0.612780611049523,-2519.843242646208,-2520.4560232572576,6.0,-6.0
triple-well,LSC-overlong,4.932094353109363,-0.6182702436818647,-2869.845053194441,-2870.4633234381226,6.0,-6.0
triple-well,LSC-overlong,4.949249463902788,-0.6237598764298172,-3272.091221566833,-3272.714981443263,6.0,-6.0
triple-well,LSC-overlong,4.9664045746962096,-0.6292495092861088,-3734.855568551444,-3735.48481806073,6.0,-6.0
triple-well,LSC-overlong,4.9835596854896345,-0.6347391422438736,-4267.790627791896,-4268.425366934141,6.0,-6.0
triple-well,LSC-overlong,5.000714796283059,-0.6402287752966211,-4882.167955255734,-4882.808184031031,6.0,-6.0
triple-well,LSC-overlong,5.017869907076481,-0.6457184084382084,-5591.162055727015,-5591.807774135454,6.0,-6.0
triple-well,LSC-overlong,5.035025017869906,-0.6512080416628189,-6410.186141370133,-6410.837349411796,6.0,-6.0
triple-well,LSC-overlong,5.0521801286633305,-0.6566976749649343,-7357.289538490935,-7357.9462361659,6.0,-6.0
triple-well,LSC-overlong,5.069335239456752,-0.6621873083393112,-8453.628481859761,-8454.2906691681,6.0,-6.0
triple-well,LSC-overlong,5.086490350250177,-0.6676769417809695,-9724.024348141926,-9724.692025083707,6.0,-6.0
triple-well,LSC-overlong,5.103645461043602,-0.6731665752851599,-11197.626162151566,-11198.299328726851,6.0,-6.0
triple-well,LSC-overlong,5.120800571837027,-0.6786562088473583,-12908.697560222567,-12909.376216431414,6.0,-6.0
triple-well,LSC-overlong,5.137955682630448,-0.6841458424632368,-14897.552433553266,-14898.236579395729,6.0,-6.0
triple-well,LSC-overlong,5.155110793423873,-0.6896354761286569,-17211.66834644054,-17212.35798191667,6.0,-6.0
triple-well,LSC-overlong,5.172265904217298,-0.6951251098396485,-19907.012706958067,-19907.707832067907,6.0,-6.0
triple-well,LSC-overlong,5.189421015010719,-0.700614743592397,-23049.623776695782,-23050.324391439375,6.0,-6.0
triple-well,LSC-overlong,5.206576125804144,-0.7061043773832313,-26717.497204804673,-26718.203309182056,6.0,-6.0
triple-well,LSC-overlong,5.223731236597569,-0.7115940112086075,-31002.839181037427,-31003.550775048636,6.0,-6.0
triple-well,LSC-overlong,5.240886347390994,-0.7170836450650968,-36014.75991519203,-36015.4769988371,6.0,-6.0
triple-well,LSC-overlong,5.258041458184415,-0.7225732789493767,-41882.49644610745,-41883.2190193864,6.0,-6.0
triple-well,LSC-overlong,5.27519656897784,-0.7280629128582178,-48759.27234940126,-48760.00041231412,6.0,-6.0
triple-well,LSC-overlong,5.292351679771265,-0.733552546788469,-56826.92446859845,-56827.65802114524,6.0,-6.0
triple-well,LSC-overlong,5.309506790564686,-0.7390421807370523,-66301.45422100207,-66302.19326318281,6.0,-6.0
triple-well,LSC-overlong,5.326661901358111,-0.7445318147009503,-77439.69440929839,-77440.4389411131,6.0,-6.0
triple-well,LSC-overlong,5.343817012151536,-0.7500214486771956,-90547.32313119729,-90548.07315264597,6.0,-6.0
triple-well,LSC-overlong,5.360972122944961,-0.7555110826628603,-105988.50595553454,-105989.2614666172,6.0,-6.0
triple-well,LSC-overlong,5.3781272337383825,-0.7610007166550474,-124197.50803326577,-124198.26903398242,6.0,-6.0
triple-well,LSC-overlong,5.395282344531807,-0.7664903506508857,-145692.6917100741,-145693.45820042476,6.0,-6.0
triple-well,LSC-overlong,5.412437455325232,-0.7719799846475094,-171093.40555302543,-171094.17753301008,6.0,-6.0
triple-well,LSC-overlong,5.429592566118654,-0.7774696186420593,-201140.38125915045,-201141.1587287691,6.0,-6.0
triple-well,LSC-overlong,5.446747676912079,-0.7829592526316684,-236720.3903235328,-236721.17328278543,6.0,-6.0
triple-well,LSC-overlong,5.4639027877055035,-0.7884488866134539,-278896.0783494343,-278896.8667983209,6.0,-6.0
triple-well,LSC-overlong,5.481057898498925,-0.7939385205845061,-328942.0985847249,-328942.8925232455,6.0,-6.0
triple-well,LSC-overlong,5.49821300929235,-0.7994281545418827,-388388.9164595462,-388389.71588770073,6.0,-6.0
triple-well,LSC-overlong,5.515368120085775,-0.8049177884825939,-459075.9644767989,-459076.7693945874,6.0,-6.0
triple-well,LSC-overlong,5.5325232308792,-0.8104074224035966,-543216.2052872367,-543217.0156946591,6.0,-6.0
triple-well,LSC-overlong,5.549678341672621,-0.8158970563017788,-643474.6269465365,-643475.4428435927,6.0,-6.0
triple-well,LSC-overlong,5.566833452466046,-0.8213866901739578,-763063.7690619313,-763064.5904486214,6.0,-6.0
triple-well,LSC-overlong,5.583988563259471,-0.8268763240168653,-905860.0877352577,-905860.9146115817,6.0,-6.0
triple-well,LSC-overlong,5.601143674052892,-0.832365957827127,-1076545.843206106,-1076546.6755720638,6.0,-6.0
triple-well,LSC-overlong,5.618298784846317,-0.8378555916012694,-1280782.277154743,-1280783.1150103346,6.0,-6.0
triple-well,LSC-overlong,5.635453895639742,-0.8433452253356903,-1525421.1869700195,-1525422.0303152448,6.0,-6.0
triple-well,LSC-overlong,5.652609006433167,-0.8488348590266556,-1818763.6646460819,-1818764.5134809408,6.0,-6.0
triple-well,LSC-overlong,5.669764117226588,-0.8543244926702827,-2170876.8267341694,-2170877.681058662,6.0,-6.0
triple-well,LSC-overlong,5.686919228020013,-0.8598141262625277,-2593981.9170297524,-2593982.7768438784,6.0,-6.0
triple-well,LSC-overlong,5.704074338813438,-0.8653037597991697,-3102930.3382435604,-3102931.2035473203,6.0,-6.0
triple-well,LSC-overlong,5.721229449606859,-0.8707933932757943,-3715788.116768037,-3715788.9875614303,6.0,-6.0
triple-well,LSC-overlong,5.738384560400284,-0.8762830266877758,-4454554.218998602,-4454555.095281628,6.0,-6.0
triple-well,LSC-overlong,5.755539671193709,-0.8817726600302667,-5346044.261164751,-5346045.142937411,6.0,-6.0
triple-well,LSC-overlong,5.772694781987131,-0.8872622932981687,-6422978.7923526,-6422979.679614893,6.0,-6.0
triple-well,LSC-overlong,5.7898498927805555,-0.8927519264861203,-7725324.866283702,-7725325.759035628,6.0,-6.0
triple-well,LSC-overlong,5.80700500357398,-0.8982415595884662,-9301951.535117788,-9301952.433359347,6.0,-6.0
triple-well,LSC-overlong,5.824160114367405,-0.9037311925992525,-11212674.80796695,-11212675.711698143,6.0,-6.0
triple-well,LSC-overlong,5.841315225160827,-0.9092208255121791,-13530786.287749652,-13530787.196970478,6.0,-6.0
triple-well,LSC-overlong,5.858470335954252,-0.9147104583205939,-16346183.105205579,-16346184.019916037,6.0,-6.0
triple-well,LSC-overlong,5.8756254467476765,-0.9202000910174478,-19769246.13856334,-19769247.05876343,6.0,-6.0
triple-well,LSC-overlong,5.892780557541098,-0.9256897235952747,-23935650.39915737,-23935651.324847095,6.0,-6.0
triple-well,LSC-overlong,5.909935668334523,-0.9311793560461676,-29012337.851231765,-29012338.78241112,6.0,-6.0
triple-well,LSC-overlong,5.927090779127948,-0.9366689883617214,-35204941.32266751,-35204942.2593365,6.0,-6.0
triple-well,LSC-overlong,5.944245889921373,-0.9421586205330114,-42767021.73294662,-42767022.67510524,6.0,-6.0
triple-well,LSC-overlong,5.961401000714794,-0.9476482525505574,-52011573.65841286,-52011574.60606111,6.0,-6.0
triple-well,LSC-overlong,5.978556111508219,-0.9531378844042656,-63325371.418216534,-63325372.371354416,6.0,-6.0
triple-well,LSC-overlong,5.995711222301644,-0.9586275160833918,-77186875.95155914,-77186876.91018666,6.0,-6.0
triple-well,LSC-overlong,6.012866333095065,-0.9641171475764949,-94188610.12650456,-94188611.09062171,6.0,-6.0
triple-well,LSC-overlong,6.03002144388849,-0.9696067788713759,-115065147.44218248,-115065148.41178925,6.0,-6.0
triple-well,LSC-overlong,6.047176554681915,-0.9750964099550216,-140728159.99422914,-140728160.96932554,6.0,-6.0
triple-well,LSC-overlong,6.06433166547534,-0.9805860408135381,-172310353.50924504,-172310354.4898311,6.0,-6.0
triple-well,LSC-overlong,6.081486776268761,-0.9860756714320995,-211220602.55192846,-211220603.53800413,6.0,-6.0
triple-well,LSC-overlong,6.098641887062186,-0.9915653017948581,-259213216.2993471,-259213217.2909124,6.0,-6.0
triple-well,LSC-overlong,6.115796997855611,-0.9970549318848647,-318475051.3001452,-318475052.29720014,6.0,-6.0
triple-well,LSC-overlong,6.132952108649032,-1.0025445616839959,-391735189.58991045,-391735190.592455,6.0,-6.0
triple-well,LSC-overlong,6.150107219442457,-1.008034191172855,-482403179.1106253,-482403180.1186595,6.0,-6.0
triple-well,LSC-overlong,6.167262330235882,-1.0135238203306711,-594743466.7166283,-594743467.7301521,6.0,-6.0
triple-well,LSC-overlong,6.184417441029304,-1.019013449135188,-734095742.835404,-734095743.8544174,6.0,-6.0
triple-well,LSC-overlong,6.2015725518227285,-1.0245030775625572,-907153590.9913245,-907153592.0158277,6.0,-6.0
triple-well,LSC-overlong,6.218727662616153,-1.0299927055872007,-1122317262.6628745,-1122317263.6928673,6.0,-6.0
triple-well,LSC-overlong,6.235882773409578,-1.0354823331816754,-1390140795.2329385,-1390140796.268421,6.0,-6.0
triple-well,LSC-overlong,6.253037884203,-1.040971960316521,-1723899338.8318434,-1723899339.8728154,6.0,-6.0
triple-well,LSC-overlong,6.270192994996425,-1.0464615869601146,-2140309820.395944,-2140309821.4424057,6.0,-6.0
triple-well,LSC-overlong,6.2873481057898495,-1.0519512130784678,-2660447422.0406866,-2660447423.092638,6.0,-6.0
triple-well,LSC-overlong,6.304503216583271,-1.0574408386350478,-3310912398.4657235,-3310912399.5231643,6.0,-6.0
triple-well,LSC-overlong,6.321658327376696,-1.06293046359058,-4125317300.840764,-4125317301.9036946,6.0,-6.0
triple-well,LSC-overlong,6.338813438170121,-1.068420087902802,-5146184748.649655,-5146184749.718076,6.0,-6.0
triple-well,LSC-overlong,6.355968548963546,-1.0739097115262275,-6427371846.137897,-6427371847.211806,6.0,-6.0
triple-well,LSC-overlong,6.373123659756967,-1.0793993344118809,-8037170936.640497,-8037170937.719896,6.0,-6.0
triple-well,LSC-overlong,6.390278770550392,-1.0848889565069983,-10062279924.383204,-10062279925.468092,6.0,-6.0
triple-well,LSC-overlong,6.407433881343817,-1.0903785777547204,-12612891872.999096,-12612891874.089474,6.0,-6.0
triple-well,LSC-overlong,6.424588992137238,-1.0958681980937273,-15829226943.010456,-15829226944.106325,6.0,-6.0
triple-well,LSC-overlong,6.441744102930663,-1.1013578174578822,-19889925104.48438,-19889925105.585735,6.0,-6.0
triple-well,LSC-overlong,6.458899213724088,-1.106847435775813,-25022842205.891586,-25022842206.998432,6.0,-6.0
triple-well,LSC-overlong,6.476054324517513,-1.1123370529704555,-31518953756.53874,-31518953757.651073,6.0,-6.0
triple-well,LSC-overlong,6.493209435310934,-1.117826668958579,-39750281831.870316,-39750281832.988144,6.0,-6.0
triple-well,LSC-overlong,6.510364546104359,-1.1233162836502408,-50193036157.43829,-50193036158.56161,6.0,-6.0
triple-well,LSC-overlong,6.527519656897784,-1.1288058969481949,-63457520843.8539,-63457520844.982704,6.0,-6.0
triple-well,LSC-overlong,6.544674767691205,-1.1342955087472792,-80326830032.83711,-80326830033.9714,6.0,-6.0
triple-well,LSC-overlong,6.56182987848463,-1.1397851189336996,-101806973985.15663,-101806973986.29642,6.0,-6.0
triple-well,LSC-overlong,6.578984989278055,-1.145274727384266,-129191888291.17859,-129191888292.32387,6.0,-6.0
triple-well,LSC-overlong,6.5961401000714766,-1.1507643339655642,-164147844289.11832,-164147844290.26907,6.0,-6.0
triple-well,LSC-overlong,6.6132952108649015,-1.1562539385330515,-208823179713.68213,-208823179714.83838,6.0,-6.0
triple-well,LSC-overlong,6.630450321658326,-1.1617435409300378,-265991112825.33054,-265991112826.49228,6.0,-6.0
triple-well,LSC-overlong,6.647605432451751,-1.1672331409866084,-339235833805.18207,-339235833806.3493,6.0,-6.0
triple-well,LSC-overlong,6.664760543245173,-1.172722738518401,-433195274066.0344,-433195274067.20715,6.0,-6.0
triple-well,LSC-overlong,6.6819156540385976,-1.1782123333253227,-553878190087.9232,-553878190089.1014,6.0,-6.0
triple-well,LSC-overlong,6.6990707648320225,-1.1837019251900829,-709078800015.1875,-709078800016.3712,6.0,-6.0
triple-well,LSC-overlong,6.716225875625444,-1.189191513876605,-908919627241.4695,-908919627242.6587,6.0,-6.0
triple-well,LSC-overlong,6.733380986418869,-1.1946810991283148,-1166563034353.6929,-1166563034354.8875,6.0,-6.0
triple-well,LSC-overlong,6.750536097212294,-1.2001706806662042,-1499144973110.706,-1499144973111.9062,6.0,-6.0
triple-well,LSC-overlong,6.7676912080057186,-1.2056602581867446,-1929001801596.1746,-1929001801597.3801,6.0,-6.0
triple-well,LSC-overlong,6.78484631879914,-1.211149831359577,-2485284060988.6772,-2485284060989.888,6.0,-6.0
triple-well,LSC-overlong,6.802001429592565,-1.2166393998249865,-3206081781960.625,-3206081781961.842,6.0,-6.0
triple-well,LSC-overlong,6.81915654038599,-1.222128963191091,-4141226781569.0054,-4141226781570.2275,6.0,-6.0
triple-well,LSC-overlong,6.836311651179411,-1.227618521030792,-5355991977573.571,-5355991977574.799,6.0,-6.0
triple-well,LSC-overlong,6.853466761972836,-1.2331080728783814,-6935980644191.815,-6935980644193.049,6.0,-6.0
triple-well,LSC-overlong,6.870621872766261,-1.238597618225808,-8993596029618.502,-8993596029619.74,6.0,-6.0
triple-well,LSC-overlong,6.887776983559686,-1.244087156518595,-11676612299584.172,-11676612299585.416,6.0,-6.0
triple-well,LSC-overlong,6.904932094353107,-1.2495766871512792,-15179542762010.88,-15179542762012.13,6.0,-6.0
triple-well,LSC-overlong,6.922087205146532,-1.2550662094624487,-19758736163102.023,-19758736163103.277,6.0,-6.0
triple-well,LSC-overlong,6.939242315939957,-1.2605557227292106,-25752447346117.176,-25752447346118.438,6.0,-6.0
triple-well,LSC-overlong,6.956397426733378,-1.2660452261611002,-33607552916579.043,-33607552916580.31,6.0,-6.0
triple-well,LSC-overlong,6.973552537526803,-1.2715347188933783,-43915153958806.37,-43915153958807.64,6.0,-6.0
triple-well,LSC-overlong,6.990707648320228,-1.2770241999795855,-57458078119134.586,-57458078119135.86,6.0,-6.0
triple-well,LSC-overlong,7.0078627591136495,-1.282513668383314,-75274332890729.36,-75274332890730.64,6.0,-6.0
triple-well,LSC-overlong,7.025017869907074,-1.2880031229691775,-98741966392587.39,-98741966392588.67,6.0,-6.0
triple-well,LSC-overlong,7.042172980700499,-1.293492562492662,-129692691572772.23,-129692691572773.53,6.0,-6.0
triple-well,LSC-overlong,7.059328091493924,-1.298981985589097,-170564202045897.44,-170564202045898.75,6.0,-6.0
triple-well,LSC-overlong,7.076483202287346,-1.3044713907612189,-224604594762360.6,-224604594762361.9,6.0,-6.0
triple-well,LSC-overlong,7.0936383130807705,-1.3099607763656078,-296147046945482.25,-296147046945483.56,6.0,-6.0
triple-well,LSC-overlong,7.110793423874195,-1.3154501405974577,-390979324068176.44,-390979324068177.75,6.0,-6.0
triple-well,LSC-overlong,7.127948534667617,-1.3209394814738002,-516841440404765.4,-516841440404766.7,6.0,-6.0
triple-well,LSC-overlong,7.145103645461042,-1.3264287968148742,-684096700950133.6,-684096700950135.0,6.0,-6.0
triple-well,LSC-overlong,7.162258756254467,-1.3319180842233909,-906637584905002.1,-906637584905003.5,6.0,-6.0
triple-well,LSC-overlong,7.1794138670478915,-1.3374073410615581,-1203110081274066.8,-1203110081274068.0,6.0,-6.0
triple-well,LSC-overlong,7.196568977841313,-1.3428965644255129,-1598570348164911.2,-1598570348164912.5,6.0,-6.0
triple-well,LSC-overlong,7.213724088634738,-1.3483857511169186,-2126728954498137.0,-2126728954498138.2,6.0,-6.0
triple-well,LSC-overlong,7.230879199428163,-1.3538748976113766,-2832994628964949.0,-2832994628964950.5,6.0,-6.0
triple-well,LSC-overlong,7.248034310221584,-1.3593640000232383,-3778607111865657.5,-3778607111865659.0,6.0,-6.0
triple-well,LSC-overlong,7.265189421015009,-1.3648530540664405,-5046255283260515.0,-5046255283260516.0,6.0,-6.0
triple-well,LSC-overlong,7.282344531808434,-1.3703420550109433,-6747723143653488.0,-6747723143653489.0,6.0,-6.0
triple-well,LSC-overlong,7.299499642601859,-1.3758309976340903,-9034307551520754.0,-9034307551520756.0,6.0,-6.0
triple-well,LSC-overlong,7.31665475339528,-1.3813198761664447,-1.211102878194799e+16,-1.2111028781947992e+16,6.0,-6.0
triple-well,LSC-overlong,7.333809864188705,-1.3868086842313634,-1.6256036938139552e+16,-1.6256036938139554e+16,6.0,-6.0
triple-well,LSC-overlong,7.35096497498213,-1.392297414777485,-2.184714422339874e+16,-2.184714422339874e+16,6.0,-6.0
triple-well,LSC-overlong,7.368120085775551,-1.3977860600035097,-2.9398140897839e+16,-2.9398140897839e+16,6.0,-6.0
triple-well,LSC-overlong,7.385275196568976,-1.4032746112740233,-3.960855902369641e+16,-3.960855902369641e+16,6.0,-6.0
triple-well,LSC-overlong,7.402430307362401,-1.408763059025477,-5.343194087256089e+16,-5.343194087256089e+16,6.0,-6.0
triple-well,LSC-overlong,7.4195854181558225,-1.4142513926611113,-7.216959862215646e+16,-7.216959862215646e+16,6.0,-6.0
triple-well,LSC-overlong,7.436740528949247,-1.4197396004333152,-9.759952858134862e+16,-9.759952858134862e+16,6.0,-6.0
triple-well,LSC-overlong,7.453895639742672,-1.4252276693120518,-1.3215385962299334e+17,-1.3215385962299334e+17,6.0,-6.0
triple-well,LSC-overlong,7.471050750536097,-1.4307155848374689,-1.7916338116704784e+17,-1.7916338116704784e+17,6.0,-6.0
triple-well,LSC-overlong,7.488205861329519,-1.4362033309548432,-2.4319488358739414e+17,-2.4319488358739414e+17,6.0,-6.0
triple-well,LSC-overlong,7.5053609721229435,-1.441690889829501,-3.3051705511977216e+17,-3.3051705511977216e+17,6.0,-6.0
triple-well,LSC-overlong,7.522516082916368,-1.447178241639325,-4.497446380045345e+17,-4.497446380045345e+17,6.0,-6.0
triple-well,LSC-overlong,7.53967119370979,-1.4526653643420246,-6.127300293145194e+17,-6.127300293145194e+17,6.0,-6.0
triple-well,LSC-overlong,7.556826304503215,-1.4581522334137749,-8.357987327668497e+17,-8.357987327668497e+17,6.0,-6.0
triple-well,LSC-overlong,7.57398141529664,-1.4636388215558471,-1.141463139118555e+18,-1.141463139118555e+18,6.0,-6.0
triple-well,LSC-overlong,7.5911365260900645,-1.4691250983649229,-1.5608024137295398e+18,-1.5608024137295398e+18,6.0,-6.0
triple-well,LSC-overlong,7.608291636883486,-1.47461102996252,-2.1367709683228237e+18,-2.1367709683228237e+18,6.0,-6.0
triple-well,LSC-overlong,7.625446747676911,-1.480096578578231,-2.928802785009295e+18,-2.928802785009295e+18,6.0,-6.0
triple-well,LSC-overlong,7.642601858470336,-1.485581702080851,-4.0192260139821783e+18,-4.0192260139821783e+18,6.0,-6.0
triple-well,LSC-overlong,7.659756969263757,-1.4910663534505233,-5.522209112074945e+18,-5.522209112074945e+18,6.0,-6.0
triple-well,LSC-overlong,7.676912080057182,-1.4965504801842369,-7.596250828113733e+18,-7.596250828113733e+18,6.0,-6.0
triple-well,LSC-overlong,7.694067190850607,-1.5020340236260046,-1.0461636242401556e+19,-1.0461636242401556e+19,6.0,-6.0
triple-well,LSC-overlong,7.711222301644032,-1.5075169182117112,-1.4424858936547211e+19,-1.4424858936547211e+19,6.0,-6.0
triple-well,LSC-overlong,7.728377412437453,-1.512999090617449,-1.9912824819459273e+19,-1.9912824819459273e+19,6.0,-6.0
triple-well,LSC-overlong,7.745532523230878,-1.5184804587984824,-2.7520804941696872e+19,-2.7520804941696872e+19,6.0,-6.0
triple-well,LSC-overlong,7.762687634024303,-1.5239609309043332,-3.80797330739892e+19,-3.80797330739892e+19,6.0,-6.0
triple-well,LSC-overlong,7.779842744817724,-1.5294404040533705,-5.27507483072388e+19,-5.27507483072388e+19,6.0,-6.0
triple-well,LSC-overlong,7.796997855611149,-1.534918762948234,-7.3158147133711745e+19,-7.3158147133711745e+19,6.0,-6.0
triple-well,LSC-overlong,7.814152966404574,-1.5403958783103762,-1.0157653733037706e+20,-1.0157653733037706e+20,6.0,-6.0
triple-well,LSC-overlong,7.8313080771979955,-1.545871605109672,-1.4119455314435806e+20,-1.4119455314435806e+20,6.0,-6.0
triple-well,LSC-overlong,7.84846318799142,-1.551345780561071,-1.964868188463821e+20,-1.964868188463821e+20,6.0,-6.0
triple-well,LSC-overlong,7.865618298784845,-1.5568182218567168,-2.7373910774237148e+20,-2.7373910774237148e+20,6.0,-6.0
triple-well,LSC-overlong,7.88277340957827,-1.5622887235974456,-3.8179051070536175e+20,-3.8179051070536175e+20,6.0,-6.0
triple-well,LSC-overlong,7.899928520371692,-1.567757054882668,-5.3308329640122686e+20,-5.3308329640122686e+20,6.0,-6.0
triple-well,LSC-overlong,7.9170836311651165,-1.5732229560115838,-7.451494405641387e+20,-7.451494405641387e+20,6.0,-6.0
triple-well,LSC-overlong,7.934238741958541,-1.5786861347423589,-1.0427174300112669e+21,-1.0427174300112669e+21,6.0,-6.0
triple-well,LSC-overlong,7.951393852751963,-1.5841462620484559,-1.460700939641632e+21,-1.460700939641632e+21,6.0,-6.0
triple-well,LSC-overlong,7.968548963545388,-1.589602967302258,-2.048442421403134e+21,-2.048442421403134e+21,6.0,-6.0
triple-well,LSC-overlong,7.985704074338813,-1.5950558328070534,-2.8757440061136626e+21,-2.8757440061136626e+21,6.0,-6.0
triple-well,LSC-overlong,8.002859185132237,-1.600504387586508,-4.041446189161607e+21,-4.041446189161607e+21,6.0,-6.0
triple-well,LSC-overlong,8.020014295925659,-1.605948100328715,-5.685641425977772e+21,-5.685641425977772e+21,6.0,-6.0
triple-well,LSC-overlong,8.037169406719084,-1.6113863713668195,-8.007077972080955e+21,-8.007077972080955e+21,6.0,-6.0
triple-well,LSC-overlong,8.054324517512509,-1.616818523562085,-1.1287980905552234e+22,-1.1287980905552234e+22,6.0,-6.0
triple-well,LSC-overlong,8.07147962830593,-1.6222437919360935,-1.5929481321450656e+22,-1.5929481321450656e+22,6.0,-6.0
triple-well,LSC-overlong,8.088634739099355,-1.627661311877672,-2.250222951068636e+22,-2.250222951068636e+22,6.0,-6.0
triple-well,LSC-overlong,8.10578984989278,-1.6330701057255206,-3.1818758543646623e+22,-3.1818758543646623e+22,6.0,-6.0
triple-well,LSC-overlong,8.122944960686201,-1.6384690675002236,-4.503702796734452e+22,-4.503702796734452e+22,6.0,-6.0
triple-well,LSC-overlong,8.140100071479626,-1.6438569455277494,-6.380869851139135e+22,-6.380869851139135e+22,6.0,-6.0
triple-well,LSC-overlong,8.157255182273051,-1.6492323226618333,-9.049162404663454e+22,-9.049162404663454e+22,6.0,-6.0
triple-well,LSC-overlong,8.174410293066476,-1.6545935937722904,-1.2845460017056468e+23,-1.2845460017056468e+23,6.0,-6.0
triple-well,LSC-overlong,8.191565403859897,-1.6599389401223814,-1.8251474114617168e+23,-1.8251474114617168e+23,6.0,-6.0
triple-well,LSC-overlong,8.208720514653322,-1.6652663002080303,-2.5956564769073913e+23,-2.5956564769073913e+23,6.0,-6.0
triple-well,LSC-overlong,8.225875625446747,-1.670573336576591,-3.694802058121407e+23,-3.694802058121407e+23,6.0,-6.0
triple-well,LSC-overlong,8.243030736240168,-1.6758573980812181,-5.2640893463559536e+23,-5.2640893463559536e+23,6.0,-6.0
triple-well,LSC-overlong,8.260185847033593,-1.6811154769597532,-7.506483620486578e+23,-7.506483620486578e+23,6.0,-6.0
triple-well,LSC-overlong,8.277340957827018,-1.6863441600533193,-1.0713313066418348e+24,-1.0713313066418348e+24,6.0,-6.0
triple-well,LSC-overlong,8.294496068620443,-1.6915395734009053,-1.5303028275178394e+24,-1.5303028275178394e+24,6.0,-6.0
triple-well,LSC-overlong,8.311651179413865,-1.6966973193622323,-2.1877073739447734e+24,-2.1877073739447734e+24,6.0,-6.0
triple-well,LSC-overlong,8.32880629020729,-1.7018124053336277,-3.1300466124246684e+24,-3.1300466124246684e+24,6.0,-6.0
triple-well,LSC-overlong,8.345961401000714,-1.7068791630329825,-4.481805770083771e+24,-4.481805770083771e+24,6.0,-6.0
triple-well,LSC-overlong,8.363116511794136,-1.7118911572432667,-6.422235730891632e+24,-6.422235730891632e+24,6.0,-6.0
triple-well,LSC-overlong,8.38027162258756,-1.7168410828241607,-9.209585935227131e+24,-9.209585935227131e+24,6.0,-6.0
triple-well,LSC-overlong,8.397426733380986,-1.7217206487355168,-1.3216106682952403e+25,-1.3216106682952403e+25,6.0,-6.0
triple-well,LSC-overlong,8.41458184417441,-1.7265204477736698,-1.897861916812099e+25,-1.897861916812099e+25,6.0,-6.0
triple-well,LSC-overlong,8.431736954967832,-1.7312298107148356,-2.7271589942242223e+25,-2.7271589942242223e+25,6.0,-6.0
triple-well,LSC-overlong,8.448892065761257,-1.7358366436064732,-3.9212735010317416e+25,-3.9212735010317416e+25,6.0,-6.0
triple-well,LSC-overlong,8.466047176554682,-1.7403272470695321,-5.641563644911476e+25,-5.641563644911476e+25,6.0,-6.0
triple-well,LSC-overlong,8.483202287348103,-1.7446861167019934,-8.12102825767197e+25,-8.12102825767197e+25,6.0,-6.0
triple-well,LSC-overlong,8.500357398141528,-1.748895724042882,-1.1696170217569884e+26,-1.1696170217569884e+26,6.0,-6.0
triple-well,LSC-overlong,8.517512508934953,-1.7529362781151872,-1.6853018346844993e+26,-1.6853018346844993e+26,6.0,-6.0
triple-well,LSC-overlong,8.534667619728374,-1.7567854683712503,-2.4293569979016896e+26,-2.4293569979016896e+26,6.0,-6.0
triple-well,LSC-overlong,8.551822730521799,-1.760418190987504,-3.503165893815624e+26,-3.503165893815624e+26,6.0,-6.0
triple-well,LSC-overlong,8.568977841315224,-1.7638062619787516,-5.053117647488066e+26,-5.053117647488066e+26,6.0,-6.0
triple-well,LSC-overlong,8.586132952108649,-1.766918122619776,-7.290516904545566e+26,-7.290516904545566e+26,6.0,-6.0
triple-well,LSC-overlong,8.60328806290207,-1.7697185452775979,-1.0520229640693875e+27,-1.0520229640693875e+27,6.0,-6.0
triple-well,LSC-overlong,8.620443173695495,-1.772168351075528,-1.5181841443201923e+27,-1.5181841443201923e+27,6.0,-6.0
triple-well,LSC-overlong,8.63759828448892,-1.7742241549252618,-2.1908697027972296e+27,-2.1908697027972296e+27,6.0,-6.0
triple-well,LSC-overlong,8.654753395282341,-1.7758381584419964,-3.1612426854235177e+27,-3.1612426854235177e+27,6.0,-6.0
triple-well,LSC-overlong,8.671908506075766,-1.7769580171083237,-4.560369286359856e+27,-4.560369286359856e+27,6.0,-6.0
triple-well,LSC-overlong,8.689063616869191,-1.7775268146868115,-6.576422732214822e+27,-6.576422732214822e+27,6.0,-6.0
