method,seed,time,coverage,effective_mode_count,W2,MMD,weak_x,weak_x2,weak_x3,weak_middle_indicator,weak_left_indicator
Langevin,0,0.0,0.3333333333333333,0.3333333333333333,3.9509413200584724,0.7975992415074243,3.284284510660192,3.4880362326330516,29.957573588579613,0.40992834118157717,0.7525184498734274
Langevin,0,0.0147,0.3333333333333333,0.3333333333333333,4.015336807421326,0.7543331854395056,3.2837050630363565,3.4867610882729476,29.961661154437934,0.40992834118157717,0.7525184498734274
Langevin,0,0.0294,0.3333333333333333,0.3333333333333333,3.850057530129836,0.7927778598837538,3.2857053527482676,3.5012714468080706,30.038454930603997,0.40992834118157717,0.7525184498734274
Langevin,0,0.0441,0.3333333333333333,0.3333333333333333,3.9918915827263866,0.8152405098992325,3.2867738434908236,3.509621452709302,30.08509984262197,0.40992834118157717,0.7525184498734274
Langevin,0,0.0588,0.3333333333333333,0.3333333333333333,3.923492340725082,0.8182828943688827,3.284489791759971,3.498293478436656,30.0446364454362,0.40992834118157717,0.7525184498734274
Langevin,0,0.0735,0.3333333333333333,0.3333333333333333,3.965130424649487,0.8006496551138962,3.28501431054823,3.503298897361603,30.07568586885652,0.40992834118157717,0.7525184498734274
Langevin,0,0.0882,0.3333333333333333,0.3333333333333333,3.948483018019892,0.7557002153265344,3.285266114002635,3.507184863667943,30.103897054169508,0.40992834118157717,0.7525184498734274
Langevin,0,0.1029,0.3333333333333333,0.3333333333333333,3.9468696383378603,0.770544496653618,3.2870523322508425,3.519658041267812,30.168226900756274,0.40992834118157717,0.7525184498734274
Langevin,0,0.1176,0.3333333333333333,0.3333333333333333,3.943534500810789,0.7998265384013574,3.2861135459094175,3.5159582343076057,30.160171621899792,0.40992834118157717,0.7525184498734274
Langevin,0,0.1323,0.3333333333333333,0.3333333333333333,3.878824157257294,0.774836807334823,3.2852881736637767,3.513690778564108,30.161928882941435,0.40992834118157717,0.7525184498734274
Langevin,0,0.147,0.3333333333333333,0.3333333333333333,3.9022481746494133,0.7814396152955292,3.2865764235529653,3.523092462223296,30.211854485880597,0.40992834118157717,0.7525184498734274
Langevin,0,0.1617,0.3333333333333333,0.3333333333333333,3.85145737762884,0.7622881552035365,3.2868293740226693,3.526463989651168,30.23548540017512,0.40992834118157717,0.7525184498734274
Langevin,0,0.1764,0.3333333333333333,0.3333333333333333,3.9167103273490924,0.8239077322597568,3.285609594591031,3.5203413076286445,30.213107000254855,0.40992834118157717,0.7525184498734274
Langevin,0,0.1911,0.3333333333333333,0.3333333333333333,3.895918974273948,0.8084799759501538,3.285263311490426,3.5208855050435073,30.22720405382234,0.40992834118157717,0.7525184498734274
