experiment,grid_left,grid_right,grid_N,target_integral,target_cdf_endpoint,omitted_tail_mass_note,KDE_bandwidth,bandwidth_rule,chi_interval_left,chi_interval_right,chi_omitted_target_mass,chi_target_density_min,quadrature,KDE_bias_floor_chi2_mean,KDE_bias_floor_chi2_max
triple-well,-12.0,12.0,1200,1.0,1.0,not estimated; displayed grid is the simulation clipping domain,0.09199214785700836,"target-local Scott rule on high-density connected components, floored at two grid spacings",-3.873942604832883,3.9304197895342594,0.020000000000000018,0.023294177633243915,composite trapezoid on reference grid,0.009212168001951725,0.012941220488234217
