method,variant_label,variant_hash,metric_definition_hash,tame,seed,step,t,n_fee,n_fee_per_particle,n_force_per_particle,n_extra_potential_equivalent_per_particle,phase_weight_JS,order_parameter_SW2,order_parameter_MMD2_biased,energy_per_site_MAE,susceptibility_relative_frobenius,order_parameter_MMD2_unbiased,phase_weight_TV,max_phase_mass_error,phase_outside_mass,energy_per_site_variance_error,coherence_mean_error,correlation_relative_L2,kink_density_error,heat_capacity_error,binder_cumulant_error,order_parameter_mean_error,marginal_KS_mx,marginal_KS_my,marginal_KS_m_norm,marginal_W1_mx,marginal_W1_my,marginal_W1_m_norm,energy_per_site_KS,energy_per_site_W1,energy_per_site_MMD2_biased,energy_per_site_MMD2_unbiased,coherence_KS,coherence_W1,kink_density_KS,kink_density_W1,kink_zero_probability,kink_zero_probability_reference,kink_zero_probability_error,kink_high_tail_threshold,kink_high_tail_probability,kink_high_tail_probability_reference,kink_high_tail_probability_error,connected_correlation_relative_L2,energy_per_site_mean,energy_per_site_variance,coherence_mean,kink_density_mean,heat_capacity_per_site,heat_capacity_per_site_reference,binder_cumulant,binder_cumulant_reference,phase_occupancy_0,phase_count_0,phase_occupancy_1,phase_count_1,phase_occupancy_2,phase_count_2,phase_occupancy_3,phase_count_3,phase_outside_count,susceptibility_00,susceptibility_01,susceptibility_10,susceptibility_11,correlation_r0,connected_correlation_r0,correlation_r1,connected_correlation_r1,correlation_r2,connected_correlation_r2,correlation_r3,connected_correlation_r3,correlation_r4,connected_correlation_r4,correlation_r5,connected_correlation_r5,correlation_r6,connected_correlation_r6,tamed,tame_cap,boundary_rule,gamma,integrator,boundary_reject_fraction_cumulative,nonfinite_proposal_fraction_cumulative
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,6301bacd8069f5c726e241e2afe2fb0c,False,0,0,0.0,0.0,0.0,0.0,0.0,0.3252121593263408,1.281898199085653,0.3013826502007634,0.02397170896967507,0.9997763614636305,0.3005133643462121,0.676619318181681,0.676619318181681,0.0,0.0014480557669374011,0.0025790974872115504,0.05537662212593512,5.823863636363635e-05,1.1121068290079232,0.017922849496076032,1.282025151726166,0.7125,0.7175,0.535,1.0054152891657426,0.8698850198822635,0.10484381665679886,0.22250000000000003,0.02220424511178118,0.046398448304822315,0.043889827579075225,0.33999999999999997,0.0025047659371764965,0.0,0.0,1.0,0.9997244318181817,0.00027556818181828646,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9996194718020259,0.14961833607931718,0.002774493414124601,0.010057286016945798,0.0,2.1308109420476926,1.0187041130397694,0.4997815539534646,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.021050665072998017,0.0007247902642217421,0.0007247902642217421,0.01964089617810042,2.0155905360664623,0.004992053214539549,2.01056189305799,-3.65897939329507e-05,2.0106695966488117,7.111379688895525e-05,2.010599468143189,9.85291266353272e-07,2.010612824918669,1.4342066746220183e-05,2.010612950914115,1.4468062192296571e-05,2.010551519834556,-4.696301736695219e-05,False,nan,reject,1.0,BAOAB,,
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,6301bacd8069f5c726e241e2afe2fb0c,False,1,0,0.0,0.0,0.0,0.0,0.0,0.3252121593263408,1.2822109626237297,0.30164116670584984,0.025397993417919817,0.9997782267165263,0.30077188255995435,0.676619318181681,0.676619318181681,0.0,0.001770894914463528,0.0026726325215342102,0.05645386873163063,5.823863636363635e-05,1.360047294307989,0.017930338225200848,1.2827681419534094,0.7225,0.715,0.535,1.005843345409408,0.8702527150862679,0.10498841445186187,0.24,0.02367761920281335,0.05193908972949468,0.04940371932872034,0.3500000000000001,0.0025983009714991567,0.0,0.0,1.0,0.9997244318181817,0.00027556818181828646,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9996178634276512,0.15104462052756193,0.003097332561650728,0.010150821051268457,0.0,2.3787514073477585,1.0187041130397694,0.4997890426825894,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.021517150251331912,0.0002064197889607964,0.0002064197889607964,0.01892415652429035,2.017705389233375,0.005055948596561333,2.012629978707741,-1.9461929072761563e-05,2.012656799440263,7.358803449264428e-06,2.0126169131605876,-3.2527476226285046e-05,2.0126923701693444,4.2929532530600056e-05,2.012663084411845,1.3643775031102479e-05,2.0126121320674133,-3.730856940054039e-05,False,nan,reject,1.0,BAOAB,,
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,6301bacd8069f5c726e241e2afe2fb0c,False,2,0,0.0,0.0,0.0,0.0,0.0,0.3252121593263408,1.28155927439964,0.30140143624737303,0.024349574216151526,0.9997656112489658,0.3005321368214615,0.676619318181681,0.676619318181681,0.0,0.0016725669291015458,0.0026041560558093804,0.055268762971830476,5.823863636363635e-05,1.284531401549988,0.01791424007710518,1.2819844386323827,0.7125,0.7050000000000001,0.5325,1.0058213881747156,0.8691940617360498,0.10424298693785661,0.21000000000000008,0.022618469812375468,0.04434990587361476,0.04182836061114925,0.3425,0.0025298245057743273,0.0,0.0,1.0,0.9997244318181817,0.00027556818181828646,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9996036754067887,0.14999620132579364,0.002999004576288746,0.010082344585543628,0.0,2.3032355145897574,1.0187041130397694,0.4997729445344937,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.02128811046255548,0.0006308182545487228,0.0006308182545487228,0.021390618730114677,2.015359224318158,0.004997377896957644,2.0103180520253865,-4.379439581381206e-05,2.0103762966679257,1.445024672541706e-05,2.0104261057775297,6.425935632936586e-05,2.010377872687298,1.6026266097757258e-05,2.0104140065226446,5.2160101444265194e-05,2.0104797694208902,0.00011792299968993447,False,nan,reject,1.0,BAOAB,,
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,6301bacd8069f5c726e241e2afe2fb0c,False,3,0,0.0,0.0,0.0,0.0,0.0,0.3252121593263408,1.2815681781392887,0.3012156380345349,0.019876442707857905,0.9997777888116451,0.3003463521337928,0.676619318181681,0.676619318181681,0.0,0.002019187084887075,0.0023083629590141654,0.05431850056724506,5.823863636363635e-05,1.5507356811932735,0.017938921703438915,1.2813721584027193,0.7125,0.71,0.535,1.0057683855045365,0.8690814144783587,0.10503071932094389,0.19999999999999996,0.01943015966298925,0.03428235177255423,0.03172467090843234,0.3025,0.0022366801086492385,0.0,0.0,1.0,0.9997244318181817,0.00027556818181828646,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9996252812488163,0.14552306981750002,0.003345624732074275,0.009786551488748413,0.0,2.569439794233043,1.0187041130397694,0.49979762616082746,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.022404482775339477,-0.000789481490781843,-0.000789481490781843,0.018293802321226994,2.0134913360686424,0.004899780279099986,2.0085980603242684,6.504534725948474e-06,2.00856021172796,-3.134406158222802e-05,2.00863710235729,4.554656774757859e-05,2.008664373305904,7.281751636156741e-05,2.0086397094221042,4.815363256183147e-05,2.0084829865537968,-0.00010856923574564803,False,nan,reject,1.0,BAOAB,,
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,6301bacd8069f5c726e241e2afe2fb0c,False,0,10,0.02,16000.0,10.0,10.0,0.0,0.3252121593263408,1.281726518625986,0.30134040419975405,0.02111395505060079,0.9997704810378747,0.30047111104584956,0.676619318181681,0.676619318181681,0.0,0.0013630942920143739,0.0023895136583983413,0.05521368729188432,5.823863636363635e-05,1.0468564162670393,0.01791723721842753,1.2819097887546995,0.71,0.72,0.5325000000000001,1.0050882501021672,0.8698368782513715,0.10468146571914105,0.19500000000000006,0.019349471616353132,0.036247685158899534,0.03374905770660441,0.3075,0.0023151821083632887,0.0,0.0,1.0,0.9997244318181817,0.00027556818181828646,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9996162887815315,0.1467605821602429,0.002689531939201574,0.009867702188132588,0.0,2.0655605293068087,1.0187041130397694,0.49977594167581607,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.022033068975884855,0.0007280533387098973,0.0007280533387098973,0.01972738642327427,2.015234339474481,0.004952248330311271,2.010300488380415,1.839723624552647e-05,2.010372305378325,9.021423415545016e-05,2.010299386542253,1.729539808348335e-05,2.010311274353687,2.9183209517391617e-05,2.0102826708965824,5.797524127437725e-07,2.01022550993561,-5.658120855978055e-05,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,6301bacd8069f5c726e241e2afe2fb0c,False,1,10,0.02,16000.0,10.0,10.0,0.0,0.3252121593263408,1.2821828429977904,0.3016789646114675,0.023194853372519614,0.9997747238595472,0.30080967634971667,0.676619318181681,0.676619318181681,0.0,0.001635855570674673,0.002526033724140603,0.056638279988940776,5.823863636363635e-05,1.2563370782781493,0.01792488372082568,1.2828896866277324,0.72,0.7124999999999999,0.535,1.0059250103266322,0.8702363158897493,0.10475728747903064,0.21000000000000008,0.021469474879763785,0.041649552060747386,0.039132854543683204,0.3225,0.002451702174105551,0.0,0.0,1.0,0.9997244318181817,0.00027556818181828646,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9996155809818813,0.14884148048216173,0.002962293217861873,0.01000422225387485,0.0,2.2750411913179187,1.0187041130397694,0.4997835881782142,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.02150877518459848,0.00042142650587471573,0.00042142650587471573,0.01953522429692457,2.0180379118521032,0.005040898564944829,2.0130358007251656,3.878743800722617e-05,2.012998660443538,1.6471563797360034e-06,2.0129589897730766,-3.802351408177529e-05,2.0130302306181336,3.321733097516599e-05,2.0130184526541113,2.1439366952868966e-05,2.012959652851096,-3.736043606261674e-05,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,6301bacd8069f5c726e241e2afe2fb0c,False,2,10,0.02,16000.0,10.0,10.0,0.0,0.3252121593263408,1.2813743686559267,0.3013749602722158,0.02173594471132273,0.999759359071628,0.3005056531811522,0.676619318181681,0.676619318181681,0.0,0.0014960932733077798,0.0024303128364382047,0.05514910355877102,5.823863636363635e-05,1.148999633900375,0.017907152493896406,1.281902685802004,0.71,0.7050000000000001,0.53,1.0057390959981383,0.868945485612036,0.10407168314736862,0.19999999999999996,0.020013430433319573,0.03863291150550707,0.03612544676001361,0.3225,0.0023559812864031525,0.0,0.0,1.0,0.9997244318181817,0.00027556818181828646,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9995982855167808,0.14738257182096484,0.00282253092049498,0.009908501366172452,0.0,2.1677037469401443,1.0187041130397694,0.49976585695128495,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.02155376261558025,0.0007491201905718021,0.0007491201905718021,0.022247380417157448,2.0151008248343727,0.004977066639058503,2.0101465741512867,2.281595597253272e-05,2.010125394620433,1.6364251189671108e-06,2.0102126714959,8.891330058569125e-05,2.010141201778062,1.744358274802238e-05,2.010164923974686,4.116577937196553e-05,2.010264196490559,0.0001404382952450156,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,6301bacd8069f5c726e241e2afe2fb0c,False,3,10,0.02,16000.0,10.0,10.0,0.0,0.3252121593263408,1.281442243133743,0.30121193662246815,0.01804062821683461,0.9997720869107966,0.300342643819274,0.676619318181681,0.676619318181681,0.0,0.0019069385542727212,0.0021863956752378013,0.05432580054649305,5.823863636363635e-05,1.4645288096814493,0.017932052106275354,1.2813715673456307,0.7125,0.7075,0.5275000000000001,1.0056684374239813,0.8690441289796003,0.10484316933529085,0.17499999999999993,0.017731861723745888,0.0304490644100458,0.027903547012344654,0.3025,0.0021195523365487045,0.0,0.0,1.0,0.9997244318181817,0.00027556818181828646,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9996205109318295,0.14368725532647672,0.0032333762014599213,0.009664584204972048,0.0,2.4832329227212186,1.0187041130397694,0.4997907565636639,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.02308201175285326,-0.0006341807377578266,-0.0006341807377578266,0.018627036887480956,2.013477698394328,0.004881159501829657,2.008645406291842,4.88673993435107e-05,2.008574841890263,-2.1697002235310237e-05,2.008640201090292,4.366219779372571e-05,2.0086701428364124,7.360394391398017e-05,2.0086568538884393,6.031499594083556e-05,2.0085064733234996,-9.006556899882057e-05,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,6301bacd8069f5c726e241e2afe2fb0c,False,0,21,0.042,33600.0,21.0,21.0,0.0,0.3252121593263408,1.2813539440435322,0.30129542382140073,0.012892924062895827,0.9997552008893762,0.3004261116577439,0.676619318181681,0.676619318181681,0.0,0.00106895572495238,0.0018433988073959474,0.055057298177519226,5.823863636363635e-05,0.8209579967634284,0.017902720912895242,1.2817945001671747,0.71,0.72,0.5275000000000001,1.0046178045667833,0.8696907137173543,0.10431889350915372,0.13750000000000007,0.01188381179614964,0.016808182621657508,0.014362888754063996,0.23750000000000004,0.0017690672573608965,0.0,0.0,1.0,0.9997244318181817,0.00027556818181828646,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9996066608655707,0.13853955117253794,0.00239539337213958,0.009321587337130195,0.0,1.8396621098031978,1.0187041130397694,0.4997614253702838,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.02398687951357063,0.0007329584219706046,0.0007329584219706046,0.020557322679650186,2.014833651845782,0.0048670071044827345,2.0101728581772167,0.0002062134359173129,2.0100737011629617,0.00010705642166231044,2.010004304201096,3.765945979683494e-05,2.010006549403321,3.990466202141718e-05,2.0099517934906066,-1.4851250692782259e-05,2.009901777390379,-6.486735092048335e-05,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,6301bacd8069f5c726e241e2afe2fb0c,False,1,21,0.042,33600.0,21.0,21.0,0.0,0.3252121593263408,1.2819200259927719,0.3017133376181843,0.015576074552454161,0.9997607903641195,0.30084403216769173,0.676619318181681,0.676619318181681,0.0,0.0012387470341932263,0.002019332273288383,0.05682760978587322,5.823863636363635e-05,0.9513577222603979,0.017910076309976652,1.283009705725374,0.7175,0.7125,0.5325,1.0058649910744342,0.8699881257391963,0.10430101818846359,0.15749999999999997,0.014045958964270805,0.01995229277858468,0.01749557338796459,0.2775000000000001,0.0019452260156964413,0.0,0.0,1.0,0.9997244318181817,0.00027556818181828646,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9996059162066999,0.14122270166209627,0.0025651846813804263,0.00949752080302263,0.0,1.9700618353001673,1.0187041130397694,0.4997687807673652,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.022380667520528915,0.0005866277776346107,0.0005866277776346107,0.021180377177014674,2.018324322472481,0.004983589721734738,2.01357556207097,0.0002348293202238949,2.0133453651742417,4.632423495465332e-06,2.013298038001216,-4.2694749530003406e-05,2.0133598887665487,1.91560158024906e-05,2.0133684996693857,2.776691863948244e-05,2.013301280932473,-3.9451818273139594e-05,False,nan,reject,1.0,BAOAB,0.0,0.0
