method,variant_label,variant_hash,metric_definition_hash,tame,seed,step,t,n_fee,n_fee_per_particle,n_force_per_particle,n_extra_potential_equivalent_per_particle,W2_exact_1d,MMD2_biased,MMD2_unbiased,KS,CDF_L2,W1_cdf,basin_mass_left,basin_mass_error,moment_1_error,moment_2_error,moment_3_error,moment_4_error,tamed,tame_cap,boundary_rule,score_evaluation,splitting,jump_mode,bank_size,bank_refresh_policy,bank_shared_between_score_and_noise,m_clip_fraction,jump_count_mean,max_log_magnitude,jump_count_applied_cumulative,score_clip_fraction_cumulative,jump_rate_per_particle_time_cumulative,boundary_reject_fraction_cumulative,nonfinite_proposal_fraction_cumulative
LSC-CP-RA,"LSC-CP-RA (A=4), tamed",98886f115ea6a7a4c556fecc8bb0d7f3,8da7d73e85753d4e79f54062070fbc7b,True,2,8,0.04,6900780.474279569,862.5975592849462,8.0,1024.0,1.298563230135977,0.3933810679458365,0.3931336353942766,0.5129558815644937,0.6646834278846288,0.9684884053802828,0.9845,0.48450000000000004,0.9684880328997658,0.05268652699333409,1.0462592110559434,0.228481705857145,True,1.0,reject,pre_step,drift_diffusion_then_jump,iid_bank,4,every_step,True,0.0005937500000000001,0.0054687500000000005,1758.5297607641514,346,0.000484375,1.08125,0.0,0.0
LSC-CP-RA,"LSC-CP-RA (A=4), tamed",98886f115ea6a7a4c556fecc8bb0d7f3,8da7d73e85753d4e79f54062070fbc7b,True,3,8,0.04,6900780.474279569,862.5975592849462,8.0,1024.0,1.2840017887123143,0.3772234891527336,0.37696782490909675,0.5027330259033689,0.6519109654377072,0.9491032821750267,0.974,0.474,0.9490045533209012,0.05430492975642953,1.0281283727210446,0.2374119758844656,True,1.0,reject,pre_step,drift_diffusion_then_jump,iid_bank,4,every_step,True,0.0005937500000000001,0.0054687500000000005,1758.5297607641514,346,0.000484375,1.08125,0.0,0.0
LSC-CP-RA,"LSC-CP-RA (A=4), tamed",98886f115ea6a7a4c556fecc8bb0d7f3,8da7d73e85753d4e79f54062070fbc7b,True,0,12,0.06,10351170.711419355,1293.8963389274195,12.0,1536.0,1.2700473508230474,0.3749516212896373,0.3746959950681701,0.49068571899960955,0.6464503217589045,0.9400098111301995,0.9735,0.47350000000000003,0.9399122801297269,0.03328294844680835,0.9785539834630376,0.10939204687432869,True,1.0,reject,pre_step,drift_diffusion_then_jump,iid_bank,4,every_step,True,0.00053125,0.00484375,3567.148413972617,501,0.0005,1.04375,0.0,0.0
LSC-CP-RA,"LSC-CP-RA (A=4), tamed",98886f115ea6a7a4c556fecc8bb0d7f3,8da7d73e85753d4e79f54062070fbc7b,True,1,12,0.06,10351170.711419355,1293.8963389274195,12.0,1536.0,1.259070390713231,0.3607323295145226,0.3604683644933697,0.48244780612181215,0.6354209141436602,0.9264876131793338,0.9655,0.4655,0.9264852256634254,0.051042480377538,1.0102566777120012,0.29004545472884635,True,1.0,reject,pre_step,drift_diffusion_then_jump,iid_bank,4,every_step,True,0.00053125,0.00484375,3567.148413972617,501,0.0005,1.04375,0.0,0.0
LSC-CP-RA,"LSC-CP-RA (A=4), tamed",98886f115ea6a7a4c556fecc8bb0d7f3,8da7d73e85753d4e79f54062070fbc7b,True,2,12,0.06,10351170.711419355,1293.8963389274195,12.0,1536.0,1.2693094503468536,0.37362157434079857,0.37336503146324074,0.4916179973328971,0.6453348114353412,0.9381136975047586,0.973,0.473,0.9381107509628632,0.036692414596407597,0.9804385978325942,0.13392512225116138,True,1.0,reject,pre_step,drift_diffusion_then_jump,iid_bank,4,every_step,True,0.00053125,0.00484375,3567.148413972617,501,0.0005,1.04375,0.0,0.0
LSC-CP-RA,"LSC-CP-RA (A=4), tamed",98886f115ea6a7a4c556fecc8bb0d7f3,8da7d73e85753d4e79f54062070fbc7b,True,3,12,0.06,10351170.711419355,1293.8963389274195,12.0,1536.0,1.2616331959970404,0.3634127929312191,0.3631500653623959,0.4849453681941018,0.6374965327226263,0.929791449932271,0.966,0.46599999999999997,0.9272576641313539,0.05125000779884159,0.9728815004366638,0.239627192129806,True,1.0,reject,pre_step,drift_diffusion_then_jump,iid_bank,4,every_step,True,0.00053125,0.00484375,3567.148413972617,501,0.0005,1.04375,0.0,0.0
LSC-CP-RA,"LSC-CP-RA (A=4), tamed",98886f115ea6a7a4c556fecc8bb0d7f3,8da7d73e85753d4e79f54062070fbc7b,True,0,17,0.085,14664158.507844085,1833.0198134805107,17.0,2176.0,1.2352497962300406,0.34670477947429845,0.34643481084025884,0.46969246471169535,0.6211731436769493,0.9043416924220087,0.9580000000000001,0.4580000000000001,0.9043227428322385,0.031138628244316346,0.9711214412378195,0.23024881437680433,True,1.0,reject,pre_step,drift_diffusion_then_jump,iid_bank,4,every_step,True,0.0004,0.005025000000000001,1449.0301278090587,702,0.00047058823529411766,1.0323529411764707,0.0,0.0
LSC-CP-RA,"LSC-CP-RA (A=4), tamed",98886f115ea6a7a4c556fecc8bb0d7f3,8da7d73e85753d4e79f54062070fbc7b,True,1,17,0.085,14664158.507844085,1833.0198134805107,17.0,2176.0,1.2338445112712757,0.34209537053754524,0.34182212021441394,0.46439724000765786,0.6182068446547451,0.9023753566593204,0.9550000000000001,0.45500000000000007,0.9023749255217545,0.04392145065393316,0.9852020078610657,0.27516235597810035,True,1.0,reject,pre_step,drift_diffusion_then_jump,iid_bank,4,every_step,True,0.0004,0.005025000000000001,1449.0301278090587,702,0.00047058823529411766,1.0323529411764707,0.0,0.0
LSC-CP-RA,"LSC-CP-RA (A=4), tamed",98886f115ea6a7a4c556fecc8bb0d7f3,8da7d73e85753d4e79f54062070fbc7b,True,2,17,0.085,14664158.507844085,1833.0198134805107,17.0,2176.0,1.2404208994244283,0.3486472743602108,0.3483777183629073,0.4701924647116953,0.6235348443739234,0.9086651499219445,0.9595,0.4595,0.9086306300591845,0.03950468184539546,0.988314166967499,0.2760239466104807,True,1.0,reject,pre_step,drift_diffusion_then_jump,iid_bank,4,every_step,True,0.0004,0.005025000000000001,1449.0301278090587,702,0.00047058823529411766,1.0323529411764707,0.0,0.0
LSC-CP-RA,"LSC-CP-RA (A=4), tamed",98886f115ea6a7a4c556fecc8bb0d7f3,8da7d73e85753d4e79f54062070fbc7b,True,3,17,0.085,14664158.507844085,1833.0198134805107,17.0,2176.0,1.2333700885909402,0.34168098212719045,0.3414072944987786,0.4598206338897901,0.6181332238750226,0.9027948831757842,0.9545,0.4545,0.902775325974086,0.044792869678834,0.9780338117568345,0.23566113810452005,True,1.0,reject,pre_step,drift_diffusion_then_jump,iid_bank,4,every_step,True,0.0004,0.005025000000000001,1449.0301278090587,702,0.00047058823529411766,1.0323529411764707,0.0,0.0
LSC-CP-RA,"LSC-CP-RA (A=4), tamed",98886f115ea6a7a4c556fecc8bb0d7f3,8da7d73e85753d4e79f54062070fbc7b,True,0,21,0.105,18114548.74498387,2264.3185931229837,21.0,2688.0,1.2200998977093385,0.33569336049746745,0.3354177844596753,0.4587638773925494,0.6108881218836523,0.8900777340000001,0.9515,0.4515,0.8900771555213974,0.027288500905088275,0.9491613405177776,0.19342122474427847,True,1.0,reject,pre_step,drift_diffusion_then_jump,iid_bank,4,every_step,True,0.0005,0.00459375,858.5213599079821,849,0.0004761904761904762,1.0107142857142857,0.0,0.0
LSC-CP-RA,"LSC-CP-RA (A=4), tamed",98886f115ea6a7a4c556fecc8bb0d7f3,8da7d73e85753d4e79f54062070fbc7b,True,1,21,0.105,18114548.74498387,2264.3185931229837,21.0,2688.0,1.2112679895949832,0.32685772449757955,0.3265770457526397,0.45083983572484737,0.6030292067457184,0.8804806914788041,0.9460000000000001,0.44600000000000006,0.8786820045201196,0.03429326640480945,0.9273021879528158,0.2427851270026028,True,1.0,reject,pre_step,drift_diffusion_then_jump,iid_bank,4,every_step,True,0.0005,0.00459375,858.5213599079821,849,0.0004761904761904762,1.0107142857142857,0.0,0.0
LSC-CP-RA,"LSC-CP-RA (A=4), tamed",98886f115ea6a7a4c556fecc8bb0d7f3,8da7d73e85753d4e79f54062070fbc7b,True,2,21,0.105,18114548.74498387,2264.3185931229837,21.0,2688.0,1.2226544394848047,0.33313433256560787,0.3328560432205945,0.4574255955342719,0.6102822211058146,0.8926547240000001,0.9505,0.4505,0.8926552966928825,0.04701377564840592,0.9882115729271927,0.31667061369913696,True,1.0,reject,pre_step,drift_diffusion_then_jump,iid_bank,4,every_step,True,0.0005,0.00459375,858.5213599079821,849,0.0004761904761904762,1.0107142857142857,0.0,0.0
LSC-CP-RA,"LSC-CP-RA (A=4), tamed",98886f115ea6a7a4c556fecc8bb0d7f3,8da7d73e85753d4e79f54062070fbc7b,True,3,21,0.105,18114548.74498387,2264.3185931229837,21.0,2688.0,1.2226792759939218,0.3337714641475422,0.333494172473756,0.4553430862108359,0.610588898429717,0.8914922900000001,0.9500000000000001,0.45000000000000007,0.8914926364700484,0.03885381256164888,0.9715977050018512,0.25691406213593815,True,1.0,reject,pre_step,drift_diffusion_then_jump,iid_bank,4,every_step,True,0.0005,0.00459375,858.5213599079821,849,0.0004761904761904762,1.0107142857142857,0.0,0.0
LSC-CP-RA,"LSC-CP-RA (A=4), tamed",98886f115ea6a7a4c556fecc8bb0d7f3,8da7d73e85753d4e79f54062070fbc7b,True,0,25,0.125,21564938.982123654,2695.617372765457,25.0,3200.0,1.2015224818318886,0.32345428558557754,0.323172947835098,0.44691858238263943,0.5988393933901399,0.8705712080000001,0.9445,0.4445,0.8705716489632316,0.0142554869577739,0.899910569356929,0.08912100287696256,True,1.0,reject,pre_step,drift_diffusion_then_jump,iid_bank,4,every_step,True,0.0005625000000000001,0.0045312500000000006,784.0862700284798,994,0.00049,0.994,0.0,0.0
LSC-CP-RA,"LSC-CP-RA (A=4), tamed",98886f115ea6a7a4c556fecc8bb0d7f3,8da7d73e85753d4e79f54062070fbc7b,True,1,25,0.125,21564938.982123654,2695.617372765457,25.0,3200.0,1.1926182674620402,0.3131720491919232,0.31288525082781415,0.4420849455692474,0.589789655459992,0.8580666131534049,0.937,0.43700000000000006,0.8574655384585483,0.02273408559151524,0.9129970743929374,0.21510326981097505,True,1.0,reject,pre_step,drift_diffusion_then_jump,iid_bank,4,every_step,True,0.0005625000000000001,0.0045312500000000006,784.0862700284798,994,0.00049,0.994,0.0,0.0
LSC-CP-RA,"LSC-CP-RA (A=4), tamed",98886f115ea6a7a4c556fecc8bb0d7f3,8da7d73e85753d4e79f54062070fbc7b,True,2,25,0.125,21564938.982123654,2695.617372765457,25.0,3200.0,1.2027799215705348,0.31839801230974807,0.31811220179310806,0.4453981542257126,0.5961517309385022,0.8726453834788043,0.9410000000000001,0.44100000000000006,0.8708699319378181,0.04339073694728812,0.9378665447360399,0.297029811871787,True,1.0,reject,pre_step,drift_diffusion_then_jump,iid_bank,4,every_step,True,0.0005625000000000001,0.0045312500000000006,784.0862700284798,994,0.00049,0.994,0.0,0.0
LSC-CP-RA,"LSC-CP-RA (A=4), tamed",98886f115ea6a7a4c556fecc8bb0d7f3,8da7d73e85753d4e79f54062070fbc7b,True,3,25,0.125,21564938.982123654,2695.617372765457,25.0,3200.0,1.1993174955022243,0.3194956510573198,0.31921226140437486,0.44743105419559887,0.5958638633177937,0.8660512311870473,0.9400000000000001,0.44000000000000006,0.8660042293381897,0.016828752000253244,0.8898887036475813,0.06722379823315638,True,1.0,reject,pre_step,drift_diffusion_then_jump,iid_bank,4,every_step,True,0.0005625000000000001,0.0045312500000000006,784.0862700284798,994,0.00049,0.994,0.0,0.0
LSC-CP-RA,"LSC-CP-RA (A=4), tamed",98886f115ea6a7a4c556fecc8bb0d7f3,8da7d73e85753d4e79f54062070fbc7b,True,0,29,0.145,25015329.21926344,3126.9161524079304,29.0,3712.0,1.1826547127229412,0.30676646523523865,0.3064762481761375,0.4360327379860087,0.5830965568787908,0.8488977953554212,0.9335,0.4335,0.8465146078203951,0.021823260415920753,0.8858844211561312,0.23639669708368982,True,1.0,reject,pre_step,drift_diffusion_then_jump,iid_bank,4,every_step,True,0.0005,0.00528125,813.4440589375021,1163,0.0004913793103448275,1.0025862068965516,0.0,0.0
LSC-CP-RA,"LSC-CP-RA (A=4), tamed",98886f115ea6a7a4c556fecc8bb0d7f3,8da7d73e85753d4e79f54062070fbc7b,True,1,29,0.145,25015329.21926344,3126.9161524079304,29.0,3712.0,1.1776540459816873,0.301913738762839,0.3016207735477633,0.4345213107573939,0.5792920115647392,0.8447848025842615,0.9305,0.4305,0.8437770965677319,0.023348010595496294,0.899227375763422,0.20241867185962137,True,1.0,reject,pre_step,drift_diffusion_then_jump,iid_bank,4,every_step,True,0.0005,0.00528125,813.4440589375021,1163,0.0004913793103448275,1.0025862068965516,0.0,0.0
LSC-CP-RA,"LSC-CP-RA (A=4), tamed",98886f115ea6a7a4c556fecc8bb0d7f3,8da7d73e85753d4e79f54062070fbc7b,True,2,29,0.145,25015329.21926344,3126.9161524079304,29.0,3712.0,1.1742784890887168,0.2989971006122619,0.2987029453148514,0.4303738406168186,0.5760710217156872,0.8375450205574944,0.9275,0.4275,0.836802919677303,0.02448079986136331,0.8828539435236228,0.20009535825728075,True,1.0,reject,pre_step,drift_diffusion_then_jump,iid_bank,4,every_step,True,0.0005,0.00528125,813.4440589375021,1163,0.0004913793103448275,1.0025862068965516,0.0,0.0
LSC-CP-RA,"LSC-CP-RA (A=4), tamed",98886f115ea6a7a4c556fecc8bb0d7f3,8da7d73e85753d4e79f54062070fbc7b,True,3,29,0.145,25015329.21926344,3126.9161524079304,29.0,3712.0,1.186913654436503,0.30285133807527587,0.3025577656728027,0.43394075364339435,0.5819762773583711,0.8527921265842613,0.9305,0.4305,0.8501509485934046,0.04774900946010807,0.9285531593795647,0.48133244131124975,True,1.0,reject,pre_step,drift_diffusion_then_jump,iid_bank,4,every_step,True,0.0005,0.00528125,813.4440589375021,1163,0.0004913793103448275,1.0025862068965516,0.0,0.0
LSC-CP-RA,"LSC-CP-RA (A=4), tamed",98886f115ea6a7a4c556fecc8bb0d7f3,8da7d73e85753d4e79f54062070fbc7b,True,0,33,0.165,28465719.456403226,3558.214932050403,33.0,4224.0,1.1716967985892928,0.29698143988986947,0.29668570982221076,0.43054488536583924,0.5754071102653034,0.8405235020000001,0.928,0.42800000000000005,0.8405239477068811,0.02559065554504414,0.9192305503619564,0.25250883321030704,True,1.0,reject,pre_step,drift_diffusion_then_jump,iid_bank,4,every_step,True,0.0006875000000000001,0.004562500000000001,1669.776296812095,1309,0.0005151515151515151,0.9916666666666667,0.0,0.0
LSC-CP-RA,"LSC-CP-RA (A=4), tamed",98886f115ea6a7a4c556fecc8bb0d7f3,8da7d73e85753d4e79f54062070fbc7b,True,1,33,0.165,28465719.456403226,3558.214932050403,33.0,4224.0,1.1609363944696662,0.28994305425584,0.2896449716471482,0.4239250026783838,0.5666498389053237,0.8231805394867828,0.922,0.42200000000000004,0.821361604518018,0.013203040404348165,0.8486662132517768,0.20730559742802257,True,1.0,reject,pre_step,drift_diffusion_then_jump,iid_bank,4,every_step,True,0.0006875000000000001,0.004562500000000001,1669.776296812095,1309,0.0005151515151515151,0.9916666666666667,0.0,0.0
LSC-CP-RA,"LSC-CP-RA (A=4), tamed",98886f115ea6a7a4c556fecc8bb0d7f3,8da7d73e85753d4e79f54062070fbc7b,True,2,33,0.165,28465719.456403226,3558.214932050403,33.0,4224.0,1.1533034323612064,0.2842665146777439,0.2839650018594747,0.4202989697244689,0.5618354017100253,0.8159875532601077,0.9175,0.4175,0.8159145601753706,0.015446824396330605,0.8395108407407509,0.0911205002027965,True,1.0,reject,pre_step,drift_diffusion_then_jump,iid_bank,4,every_step,True,0.0006875000000000001,0.004562500000000001,1669.776296812095,1309,0.0005151515151515151,0.9916666666666667,0.0,0.0
LSC-CP-RA,"LSC-CP-RA (A=4), tamed",98886f115ea6a7a4c556fecc8bb0d7f3,8da7d73e85753d4e79f54062070fbc7b,True,3,33,0.165,28465719.456403226,3558.214932050403,33.0,4224.0,1.1739793661797455,0.2944267474373834,0.29412862756171276,0.4282558839762203,0.5737358561179224,0.8407556607337024,0.925,0.42500000000000004,0.8385147309233684,0.04487304028933159,0.9283457746896148,0.3764421018883878,True,1.0,reject,pre_step,drift_diffusion_then_jump,iid_bank,4,every_step,True,0.0006875000000000001,0.004562500000000001,1669.776296812095,1309,0.0005151515151515151,0.9916666666666667,0.0,0.0
LSC-CP-RA,"LSC-CP-RA (A=4), tamed",98886f115ea6a7a4c556fecc8bb0d7f3,8da7d73e85753d4e79f54062070fbc7b,True,0,38,0.19,32778707.252827957,4097.338406603495,38.0,4864.0,1.1508428012402143,0.281660164298988,0.2813566297090624,0.4196137242624083,0.5598543064741849,0.8167490285842613,0.9175,0.4175,0.8162576992056539,0.024975689259324807,0.8865055942624308,0.2601556826854149,True,1.0,reject,pre_step,drift_diffusion_then_jump,iid_bank,4,every_step,True,0.0005250000000000001,0.005150000000000001,2037.2612429182063,1515,0.0005164473684210526,0.9967105263157895,0.0,0.0
LSC-CP-RA,"LSC-CP-RA (A=4), tamed",98886f115ea6a7a4c556fecc8bb0d7f3,8da7d73e85753d4e79f54062070fbc7b,True,1,38,0.19,32778707.252827957,4097.338406603495,38.0,4864.0,1.1415552982726038,0.27603318458866866,0.27572732838721636,0.4153356251860823,0.5530516585549248,0.8043910136033305,0.9125,0.4125,0.8030071542990878,0.017990618540646763,0.8388734438628195,0.1780300664037361,True,1.0,reject,pre_step,drift_diffusion_then_jump,iid_bank,4,every_step,True,0.0005250000000000001,0.005150000000000001,2037.2612429182063,1515,0.0005164473684210526,0.9967105263157895,0.0,0.0
LSC-CP-RA,"LSC-CP-RA (A=4), tamed",98886f115ea6a7a4c556fecc8bb0d7f3,8da7d73e85753d4e79f54062070fbc7b,True,2,38,0.19,32778707.252827957,4097.338406603495,38.0,4864.0,1.1334704058553955,0.2683129037815748,0.268002358928088,0.4093294399806539,0.5468651458270899,0.7986636580000002,0.9075,0.4075,0.7986645245156005,0.026630326359363243,0.8645774477281876,0.22541061331990309,True,1.0,reject,pre_step,drift_diffusion_then_jump,iid_bank,4,every_step,True,0.0005250000000000001,0.005150000000000001,2037.2612429182063,1515,0.0005164473684210526,0.9967105263157895,0.0,0.0
LSC-CP-RA,"LSC-CP-RA (A=4), tamed",98886f115ea6a7a4c556fecc8bb0d7f3,8da7d73e85753d4e79f54062070fbc7b,True,3,38,0.19,32778707.252827957,4097.338406603495,38.0,4864.0,1.148221798155137,0.27762277342633657,0.2773168081657512,0.4156868704846508,0.5564824635244234,0.8128071481782331,0.9135,0.4135,0.8112711848968707,0.029977130753647274,0.8682385882460144,0.2582932099182337,True,1.0,reject,pre_step,drift_diffusion_then_jump,iid_bank,4,every_step,True,0.0005250000000000001,0.005150000000000001,2037.2612429182063,1515,0.0005164473684210526,0.9967105263157895,0.0,0.0
LSC-CP-RA,"LSC-CP-RA (A=4), tamed",98886f115ea6a7a4c556fecc8bb0d7f3,8da7d73e85753d4e79f54062070fbc7b,True,0,42,0.21,36229097.48996774,4528.637186245967,42.0,5376.0,1.1348158110228967,0.2699355359610941,0.26962618104393576,0.4126273514352529,0.5483348198805185,0.8002140114788042,0.909,0.40900000000000003,0.7995004861544478,0.020659264569745206,0.8676919163800498,0.24887936898037621,True,1.0,reject,pre_step,drift_diffusion_then_jump,iid_bank,4,every_step,True,0.00065625,0.005187499999999999,821.2250856663542,1681,0.0005297619047619047,1.000595238095238,0.0,0.0
LSC-CP-RA,"LSC-CP-RA (A=4), tamed",98886f115ea6a7a4c556fecc8bb0d7f3,8da7d73e85753d4e79f54062070fbc7b,True,1,42,0.21,36229097.48996774,4528.637186245967,42.0,5376.0,1.1219710749683922,0.2557476140908058,0.2554294220463377,0.40188160555203517,0.5353364041752297,0.7842287434788042,0.899,0.399,0.7834601098385652,0.04484637104024469,0.8896920585462885,0.39969827427285975,True,1.0,reject,pre_step,drift_diffusion_then_jump,iid_bank,4,every_step,True,0.00065625,0.005187499999999999,821.2250856663542,1681,0.0005297619047619047,1.000595238095238,0.0,0.0
LSC-CP-RA,"LSC-CP-RA (A=4), tamed",98886f115ea6a7a4c556fecc8bb0d7f3,8da7d73e85753d4e79f54062070fbc7b,True,2,42,0.21,36229097.48996774,4528.637186245967,42.0,5376.0,1.1179901092728564,0.2565841652182058,0.2562677738692414,0.399654035421718,0.5344144887565908,0.7805004265842614,0.899,0.399,0.778355422481224,0.027822588696129302,0.8489122617366998,0.3437678670779306,True,1.0,reject,pre_step,drift_diffusion_then_jump,iid_bank,4,every_step,True,0.00065625,0.005187499999999999,821.2250856663542,1681,0.0005297619047619047,1.000595238095238,0.0,0.0
LSC-CP-RA,"LSC-CP-RA (A=4), tamed",98886f115ea6a7a4c556fecc8bb0d7f3,8da7d73e85753d4e79f54062070fbc7b,True,3,42,0.21,36229097.48996774,4528.637186245967,42.0,5376.0,1.1326997408362123,0.26828284746737363,0.26797330192072477,0.409263267989937,0.546432950877318,0.794710384458434,0.907,0.40700000000000003,0.7946758407843161,0.012328045106301144,0.8409583549784738,0.16169647984562763,True,1.0,reject,pre_step,drift_diffusion_then_jump,iid_bank,4,every_step,True,0.00065625,0.005187499999999999,821.2250856663542,1681,0.0005297619047619047,1.000595238095238,0.0,0.0
