method,variant_label,variant_hash,metric_definition_hash,tame,seed,step,t,n_fee,n_fee_per_particle,n_force_per_particle,n_extra_potential_equivalent_per_particle,W2_exact_1d,MMD2_biased,MMD2_unbiased,KS,CDF_L2,W1_cdf,basin_mass_left,basin_mass_error,moment_1_error,moment_2_error,moment_3_error,moment_4_error,tamed,tame_cap,boundary_rule,score_evaluation,splitting,jump_mode,bank_size,bank_refresh_policy,bank_shared_between_score_and_noise,m_clip_fraction,jump_count_mean,max_log_magnitude,jump_count_applied_cumulative,score_clip_fraction_cumulative,jump_rate_per_particle_time_cumulative,boundary_reject_fraction_cumulative,nonfinite_proposal_fraction_cumulative
LSC-CP-RA,"LSC-CP-RA (A=8), tamed",44d6ecf1abcc7ab097c151f5d67417fb,8da7d73e85753d4e79f54062070fbc7b,True,0,0,0.0,0.0,0.0,0.0,0.0,1.3551029267133903,0.42958340238695303,0.42935627570320667,0.6108978728277561,0.7005670684747465,1.0124974569714147,1.0,0.5,1.0005919112703403,0.03941630483414982,1.0098492752452783,0.022843476837182686,True,1.0,reject,pre_step,drift_diffusion_then_jump,iid_bank,8,every_step,True,,,,,,,,
LSC-CP-RA,"LSC-CP-RA (A=8), tamed",44d6ecf1abcc7ab097c151f5d67417fb,8da7d73e85753d4e79f54062070fbc7b,True,1,0,0.0,0.0,0.0,0.0,0.0,1.3555460735854254,0.4296062800739636,0.4293792360538907,0.613539064665974,0.7008590342284745,1.0135663444316514,1.0,0.5,1.000256981566644,0.038602535006164285,1.0083952797763436,0.02056850501585783,True,1.0,reject,pre_step,drift_diffusion_then_jump,iid_bank,8,every_step,True,,,,,,,,
LSC-CP-RA,"LSC-CP-RA (A=8), tamed",44d6ecf1abcc7ab097c151f5d67417fb,8da7d73e85753d4e79f54062070fbc7b,True,2,0,0.0,0.0,0.0,0.0,0.0,1.3561643459400354,0.4296746876123163,0.4294477041379724,0.6203501049157646,0.701144588012595,1.0133931626952126,1.0,0.5,1.0002011857530728,0.03838562924985989,1.0079262984344668,0.019769077075784458,True,1.0,reject,pre_step,drift_diffusion_then_jump,iid_bank,8,every_step,True,,,,,,,,
LSC-CP-RA,"LSC-CP-RA (A=8), tamed",44d6ecf1abcc7ab097c151f5d67417fb,8da7d73e85753d4e79f54062070fbc7b,True,3,0,0.0,0.0,0.0,0.0,0.0,1.3547053146070909,0.4292198660096156,0.4289928158714367,0.6133822261105758,0.7002926832177458,1.0117890584443818,1.0,0.5,0.9988285140076548,0.035757579091200364,1.0041524252002922,0.014953249858599027,True,1.0,reject,pre_step,drift_diffusion_then_jump,iid_bank,8,every_step,True,,,,,,,,
LSC-CP-RA,"LSC-CP-RA (A=8), tamed",44d6ecf1abcc7ab097c151f5d67417fb,8da7d73e85753d4e79f54062070fbc7b,True,0,4,0.02,6868780.474279569,858.5975592849462,4.0,1024.0,1.3206806476089215,0.40493186281147997,0.4046896884998722,0.5451275672415923,0.6774503101298812,0.985881126941405,0.9895,0.48950000000000005,0.9848167353282847,0.06498513780783366,1.0686477745613396,0.23962747321536326,True,1.0,reject,pre_step,drift_diffusion_then_jump,iid_bank,8,every_step,True,0.0004375,0.0048125,781.4624282209815,154,0.0004375,0.9625,0.0,0.0
LSC-CP-RA,"LSC-CP-RA (A=8), tamed",44d6ecf1abcc7ab097c151f5d67417fb,8da7d73e85753d4e79f54062070fbc7b,True,1,4,0.02,6868780.474279569,858.5975592849462,4.0,1024.0,1.3229286184211313,0.40804765702459533,0.4078075554650755,0.5469441871427614,0.6793468724428084,0.9878073761564707,0.991,0.491,0.9863052807319368,0.0628402138908406,1.0732279733362973,0.27397408296110715,True,1.0,reject,pre_step,drift_diffusion_then_jump,iid_bank,8,every_step,True,0.0004375,0.0048125,781.4624282209815,154,0.0004375,0.9625,0.0,0.0
LSC-CP-RA,"LSC-CP-RA (A=8), tamed",44d6ecf1abcc7ab097c151f5d67417fb,8da7d73e85753d4e79f54062070fbc7b,True,2,4,0.02,6868780.474279569,858.5975592849462,4.0,1024.0,1.3214303546451547,0.40722725397605664,0.40698713347639304,0.545146702423916,0.6784821924856479,0.9848110397506875,0.99,0.49,0.983244916492578,0.05540036400289572,1.0459553062048226,0.18561107066261473,True,1.0,reject,pre_step,drift_diffusion_then_jump,iid_bank,8,every_step,True,0.0004375,0.0048125,781.4624282209815,154,0.0004375,0.9625,0.0,0.0
LSC-CP-RA,"LSC-CP-RA (A=8), tamed",44d6ecf1abcc7ab097c151f5d67417fb,8da7d73e85753d4e79f54062070fbc7b,True,3,4,0.02,6868780.474279569,858.5975592849462,4.0,1024.0,1.3240558815716623,0.41091333994572177,0.41067549091536193,0.5509499385376986,0.6809881413001958,0.9866090243819284,0.992,0.492,0.9847285143455794,0.049155046367148625,1.026827011328541,0.11963885422100262,True,1.0,reject,pre_step,drift_diffusion_then_jump,iid_bank,8,every_step,True,0.0004375,0.0048125,781.4624282209815,154,0.0004375,0.9625,0.0,0.0
LSC-CP-RA,"LSC-CP-RA (A=8), tamed",44d6ecf1abcc7ab097c151f5d67417fb,8da7d73e85753d4e79f54062070fbc7b,True,0,8,0.04,13737560.948559139,1717.1951185698924,8.0,2048.0,1.2872335595731423,0.38081307466262515,0.38055858364518624,0.5029179384372721,0.6548876091386826,0.9559840159999999,0.977,0.477,0.9559843705376724,0.06199373869229996,1.0515628337666123,0.29054279839026853,True,1.0,reject,pre_step,drift_diffusion_then_jump,iid_bank,8,every_step,True,0.00059375,0.0050625,4838.313053854933,316,0.000515625,0.9875,0.0,0.0
LSC-CP-RA,"LSC-CP-RA (A=8), tamed",44d6ecf1abcc7ab097c151f5d67417fb,8da7d73e85753d4e79f54062070fbc7b,True,1,8,0.04,13737560.948559139,1717.1951185698924,8.0,2048.0,1.3016719113036495,0.39457286552539894,0.3943258114163791,0.5197128700145084,0.6659044261155171,0.9707862169914498,0.9845,0.48450000000000004,0.9707850670200583,0.06077046348524506,1.0633993959688122,0.29359623977767224,True,1.0,reject,pre_step,drift_diffusion_then_jump,iid_bank,8,every_step,True,0.00059375,0.0050625,4838.313053854933,316,0.000515625,0.9875,0.0,0.0
